Vload_(V)	ILoad_(A)	RsLoad_(ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(A)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)	(Carrier_Density+Doping)/qWni^2_(cm^2/C)	Carrier_Density_at_Vmp_(cm-3)	Lifetime_at_Vmp_(s)	Efficiency_(%)	Intensity_(suns)	Dark_IV_Voltage_(V)	Dark_IV_Current_(A)
2.897922	4.933689	0	43.423248	-0.25805	43.604332	-0.25805	9.248234E+13	1.33782E-5	74748.466065	3.520636E+16	7.133529E+12	6.791284E-6	11.160921	1.135455	0	0
3.057065	4.939925	-0.760182	43.269589	0.106685	43.193322	0.106685	8.51605E+13	1.324989E-5	75472.325779	3.518575E+16	0	0	11.151517	1.133132	0	0
3.686721	4.936777	-0.807337	43.117758	0.448409	42.791378	0.448409	7.849184E+13	1.314276E-5	76087.50164	3.516699E+16	0	0	11.160871	1.129795	0	0
6.862199	4.914886	2.272072	42.967626	0.762374	42.402935	0.762374	7.240848E+13	1.303671E-5	76706.452856	3.514987E+16	0	0	11.166502	1.128446	0	0
10.575718	4.890581	2.64872	42.818132	1.040283	42.034293	1.040283	6.681699E+13	1.288869E-5	77587.381065	3.513413E+16	0	0	11.148241	1.126124	0	0
14.199668	4.87892	2.257898	42.669715	1.297879	41.675308	1.297879	6.169094E+13	1.274301E-5	78474.411075	3.511971E+16	0	0	11.153919	1.120879	0	0
17.824495	4.864531	1.860142	42.520221	1.540043	41.320584	1.540043	5.692334E+13	1.259724E-5	79382.440747	3.510629E+16	0	0	11.15836	1.114038	0	0
21.445281	4.819069	1.850757	42.371984	1.764008	40.975525	1.764008	5.255822E+13	1.245308E-5	80301.421495	3.509401E+16	0	0	11.160923	1.107525	0	0
25.067281	4.729535	1.807509	42.223927	1.9729	40.63712	1.9729	4.853124E+13	1.231022E-5	81233.342861	3.508268E+16	0	0	11.166972	1.101794	0	0
28.691285	4.586315	1.553096	42.071851	2.168755	40.299313	2.168755	4.471482E+13	1.214558E-5	82334.455519	3.507194E+16	0	0	11.161812	1.094362	0	0
29.765975	4.527254	1.461725	41.919662	2.348063	39.970013	2.348063	4.119499E+13	1.196549E-5	83573.701761	3.506204E+16	0	0	11.169611	1.085382	0	0
30.850391	4.459153	1.361896	41.770118	2.513225	39.651191	2.513225	3.800556E+13	1.179235E-5	84800.761652	3.505306E+16	0	0	11.181232	1.076346	0	0
31.916102	4.37815	1.26676	41.623286	2.664132	39.343675	2.664132	3.511366E+13	1.161948E-5	86062.386337	3.504492E+16	0	0	11.180226	1.067765	0	0
32.990795	4.275213	1.182272	41.476585	2.803061	39.04293	2.803061	3.244352E+13	1.143594E-5	87443.582605	3.503741E+16	0	0	11.185772	1.058626	0	0
34.058017	4.145596	1.109347	41.32593	2.936163	38.738886	2.936163	2.991211E+13	1.124621E-5	88918.847958	3.503029E+16	0	0	11.188381	1.048544	0	0
35.118576	3.976027	1.048718	41.17276	3.062074	38.434666	3.062074	2.754039E+13	1.105109E-5	90488.800981	3.502361E+16	0	0	11.199352	1.038103	0	0
36.175484	3.749231	1.000702	41.018382	3.179124	38.133651	3.179124	2.53398E+13	1.084639E-5	92196.559754	3.501742E+16	0	0	11.20575	1.028253	0	0
37.215092	3.454099	0.965197	40.863023	3.286197	37.837473	3.286197	2.33024E+13	1.062255E-5	94139.311437	3.501169E+16	0	0	11.206937	1.018491	0	0
38.206926	3.102402	0.92516	40.705982	3.386011	37.543061	3.386011	2.140908E+13	1.038889E-5	96256.689224	3.500636E+16	0	0	11.210104	1.008218	0	0
39.171185	2.677076	0.897831	40.545641	3.47932	37.24785	3.47932	1.963436E+13	1.013897E-5	98629.3781	3.500137E+16	0	0	11.209855	0.998056	0	0
40.121686	2.181671	0.87829	40.380727	3.566808	36.949708	3.566808	1.796213E+13	9.869127E-6	101326.085707	3.499666E+16	0	0	11.208254	0.988206	0	0
41.075898	1.611936	0.882609	40.214587	3.64749	36.654134	3.64749	1.642128E+13	9.588496E-6	104291.637915	3.499233E+16	0	0	11.208771	0.978627	0	0
41.90827	1.055093	0.900523	40.04438	3.722127	36.356893	3.722127	1.497952E+13	9.285462E-6	107695.230783	3.498827E+16	0	0	11.206185	0.968913	0	0
42.579736	0.576151	0.896504	39.870923	3.791205	36.058762	3.791205	1.364023E+13	8.966502E-6	111526.205207	3.49845E+16	0	0	11.205621	0.958783	0	0
32.980949	4.273744	1.186839	39.695685	3.855888	35.760699	3.855888	1.240864E+13	8.646431E-6	115654.650585	3.498103E+16	0	0	11.202944	0.949005	0	0
43.317234	0	0	39.517751	3.916356	35.461463	3.916356	1.127172E+13	8.321063E-6	120176.953376	3.497783E+16	0	0	11.196378	0.939482	0	0
0	0	0	39.33709	3.972728	35.161038	3.972728	1.022381E+13	7.990218E-6	125153.027161	3.497489E+16	0	0	11.18939	0.929776	0	0
0	0	0	39.150843	4.02613	34.854529	4.02613	9.245313E+12	7.650648E-6	130707.887642	3.497213E+16	0	0	11.183922	0.920253	0	0
0	0	0	38.95914	4.075885	34.542911	4.075885	8.335796E+12	7.298108E-6	137021.808059	3.496957E+16	0	0	11.174944	0.910994	0	0
0	0	0	38.766064	4.122951	34.230762	4.122951	7.51013E+12	6.956944E-6	143741.270722	3.496725E+16	0	0	11.170494	0.901606	0	0
0	0	0	38.571829	4.167471	33.91833	4.167471	6.761964E+12	6.627839E-6	150878.73983	3.496514E+16	0	0	11.166182	0.892195	0	0
0	0	0	38.378345	4.209312	33.608477	4.209312	6.090767E+12	6.314786E-6	158358.493224	3.496326E+16	0	0	11.156953	0.883088	0	0
0	0	0	38.188766	4.248076	33.306097	4.248076	5.497749E+12	6.022234E-6	166051.334369	3.496159E+16	0	0	11.147369	0.873836	0	0
0	0	0	38.000819	4.285485	33.006274	4.285485	4.966829E+12	5.754646E-6	173772.635805	3.496009E+16	0	0	11.133658	0.865128	0	0
0	0	0	37.816074	4.320937	32.711944	4.320937	4.494931E+12	5.509219E-6	181513.946412	3.495877E+16	0	0	11.120205	0.856587	0	0
0	0	0	37.632196	4.353549	32.421082	4.353549	4.069757E+12	5.268501E-6	189807.295834	3.495757E+16	0	0	11.114666	0.847854	0	0
0	0	0	37.448839	4.384278	32.132197	4.384278	3.685829E+12	5.038358E-6	198477.375345	3.495649E+16	0	0	11.101585	0.839329	0	0
0	0	0	37.266267	4.413146	31.845713	4.413146	3.339524E+12	4.818142E-6	207548.8995	3.495551E+16	0	0	11.086756	0.830884	0	0
0	0	0	37.083695	4.439601	31.56133	4.439601	3.025749E+12	4.599179E-6	217430.101747	3.495463E+16	0	0	11.0679	0.82267	0	0
0	0	0	36.905255	4.464702	31.283537	4.464702	2.74758E+12	4.399882E-6	227278.797324	3.495385E+16	0	0	11.046258	0.814408	0	0
0	0	0	36.726979	4.488073	31.007408	4.488073	2.495198E+12	4.205292E-6	237795.608652	3.495314E+16	0	0	11.024299	0.806362	0	0
0	0	0	36.548621	4.510227	30.732023	4.510227	2.265895E+12	4.018623E-6	248841.463602	3.495249E+16	0	0	11.006063	0.798212	0	0
0	0	0	36.371162	4.531233	30.458706	4.531233	2.058661E+12	3.841654E-6	260304.569708	3.495191E+16	0	0	10.983578	0.79031	0	0
0	0	0	36.190909	4.551208	30.182234	4.551208	1.867555E+12	3.667029E-6	272700.310263	3.495137E+16	0	0	10.961291	0.782423	0	0
0	0	0	36.011081	4.569629	29.90781	4.569629	1.694576E+12	3.495745E-6	286062.020463	3.495089E+16	0	0	10.93934	0.774697	0	0
0	0	0	35.830191	4.587419	29.632196	4.587419	1.536735E+12	3.332998E-6	300030.170569	3.495044E+16	0	0	10.912446	0.767289	0	0
0	0	0	35.646508	4.604056	29.353713	4.604056	1.391492E+12	3.170306E-6	315426.953861	3.495003E+16	0	0	10.882051	0.759929	0	0
0	0	0	35.45964	4.619915	29.071339	4.619915	1.257807E+12	3.010566E-6	332163.504812	3.494966E+16	0	0	10.852621	0.752705	0	0
0	0	0	35.269309	4.635154	28.784489	4.635154	1.134839E+12	2.8549E-6	350275.023773	3.494931E+16	0	0	10.827448	0.745617	0	0
0	0	0	35.077655	4.649003	28.497262	4.649003	1.023159E+12	2.69916E-6	370485.658071	3.4949E+16	0	0	10.797022	0.738577	0	0
0	0	0	34.883926	4.662702	28.206895	4.662702	9.214356E+11	2.553688E-6	391590.45548	3.494871E+16	0	0	10.766387	0.731592	0	0
0	0	0	34.68675	4.675485	27.912575	4.675485	8.282801E+11	2.409162E-6	415082.14402	3.494845E+16	0	0	10.736854	0.72464	0	0
0	0	0	34.485018	4.687704	27.612267	4.687704	7.427099E+11	2.267574E-6	440999.860174	3.494821E+16	0	0	10.702356	0.717799	0	0
0	0	0	34.277502	4.699315	27.304333	4.699315	6.639012E+11	2.127377E-6	470062.488205	3.494799E+16	0	0	10.672359	0.710934	0	0
0	0	0	34.066998	4.710109	26.993019	4.710109	5.924963E+11	1.990235E-6	502453.136894	3.494778E+16	0	0	10.64085	0.704101	0	0
0	0	0	33.852459	4.720504	26.676261	4.720504	5.27619E+11	1.858721E-6	538004.37007	3.49476E+16	0	0	10.601839	0.697484	0	0
0	0	0	33.632611	4.730159	26.352803	4.730159	4.68499E+11	1.728743E-6	578455.142139	3.494744E+16	0	0	10.562359	0.690899	0	0
0	0	0	33.406654	4.739578	26.020765	4.739578	4.146316E+11	1.604214E-6	623358.304801	3.494728E+16	0	0	10.524811	0.684409	0	0
0	0	0	33.175944	4.748405	25.682612	4.748405	3.66016E+11	1.483588E-6	674041.686171	3.494715E+16	0	0	10.484363	0.678143	0	0
0	0	0	32.940382	4.756925	25.337777	4.756925	3.222542E+11	1.369167E-6	730370.939815	3.494702E+16	0	0	10.44737	0.671709	0	0
0	0	0	32.698956	4.764947	24.985151	4.764947	2.828265E+11	1.258775E-6	794423.059344	3.494691E+16	0	0	10.406418	0.665483	0	0
0	0	0	32.449232	4.772197	24.621775	4.772197	2.471118E+11	1.149195E-6	870174.266101	3.494681E+16	0	0	10.368785	0.659153	0	0
0	0	0	32.194036	4.779567	24.250181	4.779567	2.152693E+11	1.048984E-6	953303.385583	3.494672E+16	0	0	10.32565	0.653087	0	0
0	0	0	31.933662	4.78634	23.871973	4.78634	1.870057E+11	9.53146E-7	1049157.256471	3.494664E+16	0	0	10.284837	0.646996	0	0
0	0	0	31.672536	4.792763	23.493003	4.792763	1.623869E+11	8.653851E-7	1155554.860118	3.494657E+16	0	0	10.241987	0.64077	0	0
0	0	0	31.399503	4.799097	23.097102	4.799097	1.401043E+11	7.817766E-7	1279137.801318	3.494651E+16	0	0	10.20216	0.634632	0	0
0	0	0	31.123431	4.804911	22.697532	4.804911	1.206809E+11	7.037969E-7	1420864.525013	3.494646E+16	0	0	10.15822	0.628685	0	0
0	0	0	30.84228	4.810664	22.290625	4.810664	1.036652E+11	6.328369E-7	1580185.865144	3.494641E+16	0	0	10.116892	0.622786	0	0
0	0	0	30.555264	4.81616	21.875625	4.81616	8.87668E+10	5.672279E-7	1762959.732831	3.494637E+16	0	0	10.072346	0.616959	0	0
0	0	0	30.266337	4.821071	21.458727	4.821071	7.593105E+10	5.063614E-7	1974874.007558	3.494633E+16	0	0	10.026212	0.611236	0	0
0	0	0	29.974077	4.825969	21.036899	4.825969	6.483445E+10	4.520242E-7	2212270.861168	3.49463E+16	0	0	9.975402	0.605457	0	0
0	0	0	29.678306	4.830523	20.610512	4.830523	5.52545E+10	4.022375E-7	2486093.39368	3.494627E+16	0	0	9.92129	0.599901	0	0
0	0	0	29.379758	4.835022	20.180073	4.835022	4.701945E+10	3.578953E-7	2794113.42698	3.494625E+16	0	0	9.873197	0.594297	0	0
0	0	0	29.080148	4.839416	19.748105	4.839416	3.998878E+10	3.185688E-7	3139039.535062	3.494623E+16	0	0	9.819113	0.588622	0	0
0	0	0	28.777794	4.843203	19.313218	4.843203	3.395897E+10	2.818549E-7	3547924.906238	3.494621E+16	0	0	9.764015	0.583154	0	0
0	0	0	28.4733	4.847072	18.874946	4.847072	2.880503E+10	2.497565E-7	4003899.702333	3.49462E+16	0	0	9.70988	0.577878	0	0
0	0	0	28.167728	4.850793	18.435245	4.850793	2.441907E+10	2.212313E-7	4520157.001788	3.494619E+16	0	0	9.657952	0.572658	0	0
0	0	0	27.862973	4.854388	17.99676	4.854388	2.071007E+10	1.961341E-7	5098552.32564	3.494618E+16	0	0	9.60107	0.567445	0	0
0	0	0	27.553497	4.857917	17.551542	4.857917	1.751966E+10	1.736471E-7	5758805.251701	3.494617E+16	0	0	9.544168	0.562368	0	0
0	0	0	27.24719	4.860959	17.111639	4.860959	1.484615E+10	1.533033E-7	6523016.156003	3.494616E+16	0	0	9.489659	0.557284	0	0
0	0	0	26.944444	4.86393	16.676769	4.86393	1.260486E+10	1.357026E-7	7369055.232208	3.494615E+16	0	0	9.433631	0.551999	0	0
0	0	0	26.64454	4.866835	16.245911	4.866835	1.071839E+10	1.204073E-7	8305141.422954	3.494615E+16	0	0	9.36936	0.547058	0	0
0	0	0	26.346939	4.86962	15.818426	4.86962	9.125601E+9	1.0697E-7	9348414.518573	3.494614E+16	0	0	9.308038	0.542077	0	0
0	0	0	26.050269	4.872246	15.392466	4.872246	7.773421E+9	9.5014E-8	1.052476E+7	3.494614E+16	0	0	9.247977	0.537065	0	0
0	0	0	25.753012	4.874828	14.965637	4.874828	6.619494E+9	8.445893E-8	1.184007E+7	3.494614E+16	0	0	9.177706	0.532164	0	0
0	0	0	25.458286	4.877065	14.543036	4.877065	5.644582E+9	7.486572E-8	1.335725E+7	3.494613E+16	0	0	9.115806	0.527135	0	0
0	0	0	25.16521	4.879232	14.122821	4.879232	4.817549E+9	6.64383E-8	1.505156E+7	3.494613E+16	0	0	9.046868	0.522457	0	0
0	0	0	24.87246	4.881726	13.70221	4.881726	4.112417E+9	5.943638E-8	1.682471E+7	3.494613E+16	0	0	8.987499	0.5175	0	0
0	0	0	24.581867	4.883695	13.285745	4.883695	3.514588E+9	5.27969E-8	1.89405E+7	3.494613E+16	0	0	8.919975	0.512751	0	0
0	0	0	24.292826	4.885736	12.871216	4.885736	3.006186E+9	4.708109E-8	2.123995E+7	3.494613E+16	0	0	8.849873	0.507985	0	0
0	0	0	24.002625	4.887464	12.455679	4.887464	2.569716E+9	4.175032E-8	2.395191E+7	3.494612E+16	0	0	8.774284	0.503427	0	0
0	0	0	23.716932	4.889554	12.045587	4.889554	2.201977E+9	3.746942E-8	2.668843E+7	3.494612E+16	0	0	8.711611	0.498822	0	0
0	0	0	23.432971	4.891173	11.638984	4.891173	1.888631E+9	3.336131E-8	2.997484E+7	3.494612E+16	0	0	8.643342	0.494136	0	0
0	0	0	23.149793	4.892781	11.233441	4.892781	1.620561E+9	2.97514E-8	3.361186E+7	3.494612E+16	0	0	8.56999	0.489706	0	0
0	0	0	22.868429	4.894734	10.829544	4.894734	1.391904E+9	2.683451E-8	3.726544E+7	3.494612E+16	0	0	8.498152	0.485156	0	0
0	0	0	22.58896	4.896058	10.429804	4.896058	1.196735E+9	2.388343E-8	4.187003E+7	3.494612E+16	0	0	8.419446	0.480758	0	0
0	0	0	22.311043	4.897628	10.031585	4.897628	1.029796E+9	2.144647E-8	4.662771E+7	3.494612E+16	0	0	8.341366	0.476391	0	0
0	0	0	22.031933	4.899077	9.631904	4.899077	8.855727E+8	1.921526E-8	5.204197E+7	3.494612E+16	0	0	8.262461	0.472057	0	0
0	0	0	21.755175	4.900554	9.235422	4.900554	7.625171E+8	1.728261E-8	5.786162E+7	3.494612E+16	0	0	8.188456	0.467771	0	0
0	0	0	21.47974	4.901856	8.8412	4.901856	6.570306E+8	1.550073E-8	6.451307E+7	3.494612E+16	0	0	8.116263	0.463332	0	0
0	0	0	21.204453	4.903267	8.44684	4.903267	5.66182E+8	1.397704E-8	7.154588E+7	3.494612E+16	0	0	8.036508	0.459166	0	0
0	0	0	20.929933	4.904383	8.054278	4.904383	4.880978E+8	1.25082E-8	7.994754E+7	3.494612E+16	0	0	7.95884	0.455063	0	0
0	0	0	20.657896	4.905389	7.665479	4.905389	4.213476E+8	1.118163E-8	8.943237E+7	3.494612E+16	0	0	7.877579	0.45092	0	0
0	0	0	20.387002	4.906582	7.277759	4.906582	3.639507E+8	1.008331E-8	9.917381E+7	3.494612E+16	0	0	7.80001	0.446753	0	0
0	0	0	20.114769	4.907796	6.888023	4.907796	3.14145E+8	9.11159E-9	1.097503E+8	3.494612E+16	0	0	7.717203	0.442794	0	0
0	0	0	19.844415	4.908852	6.501329	4.908852	2.714306E+8	8.207295E-9	1.218428E+8	3.494612E+16	0	0	7.633659	0.438779	0	0
0	0	0	19.576037	4.909738	6.117857	4.909738	2.347748E+8	7.361557E-9	1.358408E+8	3.494612E+16	0	0	7.550221	0.434724	0	0
0	0	0	19.306825	4.91081	5.732648	4.91081	2.029778E+8	6.662763E-9	1.500879E+8	3.494612E+16	0	0	7.467278	0.430909	0	0
0	0	0	19.039966	4.911581	5.351568	4.911581	1.757106E+8	5.968919E-9	1.675345E+8	3.494612E+16	0	0	7.381226	0.426941	0	0
0	0	0	18.776015	4.912385	4.974489	4.912385	1.523456E+8	5.370526E-9	1.862015E+8	3.494612E+16	0	0	7.291753	0.423094	0	0
0	0	0	18.512619	4.913386	4.597606	4.913386	1.321272E+8	4.887415E-9	2.046072E+8	3.494612E+16	0	0	7.203948	0.419342	0	0
0	0	0	18.250105	4.91425	4.22232	4.91425	1.146467E+8	4.429346E-9	2.25767E+8	3.494612E+16	0	0	7.117715	0.415607	0	0
0	0	0	17.990548	4.914912	3.851777	4.914912	9.963801E+7	3.985173E-9	2.509301E+8	3.494612E+16	0	0	7.032344	0.411791	0	0
0	0	0	17.732787	4.915847	3.482964	4.915847	8.66783E+7	3.648572E-9	2.740798E+8	3.494612E+16	0	0	6.942193	0.408071	0	0
0	0	0	17.477216	4.916564	3.117858	4.916564	7.549351E+7	3.310729E-9	3.020483E+8	3.494612E+16	0	0	6.850247	0.404527	0	0
0	0	0	17.223784	4.91733	2.755616	4.91733	6.582808E+7	3.021986E-9	3.309083E+8	3.494612E+16	0	0	6.762061	0.400943	0	0
0	0	0	16.973129	4.917937	2.397755	4.917937	5.748635E+7	2.740756E-9	3.648629E+8	3.494612E+16	0	0	6.673934	0.397295	0	0
