Vload_(V)	ILoad_(A)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(A)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)	Efficiency_(%)	Intensity_(suns)	Dark_IV_Voltage_(V)	Dark_IV_Current_(A)
3.413603	7.342999	0	29.489652	-0.978048	29.735719	-0.978048	4.324415E+13	6.078972E-6	164501.498377	12.435325	1.094589	0	0
3.417698	7.346439	-0.482665	29.433771	-0.628592	29.59183	-0.628592	4.133031E+13	6.064631E-6	164890.492953	12.437443	1.093639	0	0
3.46034	7.348122	-0.488243	29.335862	-0.073273	29.354268	-0.073273	3.817878E+13	6.021674E-6	166066.771417	12.432724	1.093956	0	0
4.349472	7.340738	0.422422	29.23377	0.46345	29.117469	0.46345	3.514809E+13	5.976164E-6	167331.406558	12.417692	1.092807	0	0
6.762539	7.33368	0.864897	29.134554	0.951985	28.895892	0.951985	3.243325E+13	5.936103E-6	168460.675259	12.432024	1.092847	0	0
9.406681	7.311119	1.193471	29.038849	1.388803	28.691011	1.388803	3.001324E+13	5.896177E-6	169601.410299	12.408291	1.091461	0	0
11.835122	7.299265	1.010383	28.943994	1.787342	28.496764	1.787342	2.77928E+13	5.85164E-6	170892.249821	12.447551	1.091183	0	0
14.252139	7.288075	0.777386	28.850331	2.155135	28.311578	2.155135	2.576141E+13	5.808471E-6	172162.333105	12.400593	1.090114	0	0
16.640984	7.277654	0.519462	28.758351	2.496826	28.134756	2.496826	2.391099E+13	5.771377E-6	173268.868408	12.461978	1.089916	0	0
19.014037	7.255463	0.302067	28.664426	2.820601	27.960632	2.820601	2.215848E+13	5.731286E-6	174480.920071	12.397092	1.089322	0	0
19.729561	7.243362	0.249188	28.570078	3.122385	27.791721	3.122385	2.052729E+13	5.689011E-6	175777.461948	12.471911	1.089322	0	0
20.449691	7.220225	0.221291	28.475288	3.403114	27.62776	3.403114	1.900933E+13	5.6437E-6	177188.726207	12.393324	1.088689	0	0
21.153831	7.179901	0.218129	28.381021	3.663012	27.469632	3.663012	1.761102E+13	5.597823E-6	178640.866424	12.48353	1.088451	0	0
21.873008	7.120771	0.221374	28.288093	3.897129	27.319362	3.897129	1.633326E+13	5.544404E-6	180362.0334	12.391086	1.088134	0	0
22.578744	7.034478	0.231173	28.199347	4.108667	27.178948	4.108667	1.519961E+13	5.497036E-6	181916.218181	12.485103	1.088015	0	0
23.289567	6.907067	0.238922	28.108314	4.310001	27.038897	4.310001	1.411842E+13	5.444959E-6	183656.123579	12.372584	1.087738	0	0
