Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
4.03645	7.51795	0.00000	29.5072	-0.592433	29.6646	-0.592433	144833000000000	0.0000208884	47873.4
4.03991	7.52189	-0.576107	29.5003	-0.558725	29.6487	-0.558725	144034000000000	0.0000208599	47938.9
4.07648	7.52232	-0.580929	29.4353	-0.169474	29.4803	-0.169474	136722000000000	0.0000208036	48068.5
4.42890	7.51669	-0.180189	29.3477	0.326798	29.2613	0.326798	127439000000000	0.0000207293	48240.9
5.72811	7.50420	1.34142	29.2538	0.826398	29.0358	0.826398	118181000000000	0.0000206586	48406.0
7.18996	7.49047	1.54844	29.1591	1.29676	28.8180	1.29676	109525000000000	0.0000205931	48559.9
8.72625	7.47578	1.54888	29.0629	1.73487	28.6078	1.73487	101372000000000	0.0000205040	48771.0
10.2975	7.46773	1.41289	28.9688	2.13221	28.4110	2.13221	93977800000000	0.0000204108	48993.7
11.8202	7.46056	1.26031	28.8725	2.50744	28.2183	2.50744	86970100000000	0.0000203034	49252.9
13.3564	7.45256	1.10286	28.7758	2.85338	28.0333	2.85338	80448300000000	0.0000201737	49569.5
14.8726	7.43977	0.962485	28.6820	3.16987	27.8594	3.16987	74592600000000	0.0000200668	49833.4
16.3962	7.42750	0.806240	28.5899	3.46080	27.6942	3.46080	69255300000000	0.0000199670	50082.7
17.8975	7.40629	0.669905	28.4972	3.72943	27.5346	3.72943	64268200000000	0.0000198430	50395.7
18.6139	7.39706	0.597041	28.4067	3.97681	27.3829	3.97681	59739700000000	0.0000197333	50675.7
19.3651	7.38804	0.516504	28.3171	4.20572	27.2372	4.20572	55574200000000	0.0000196260	50952.7
20.0965	7.38107	0.432676	28.2270	4.41998	27.0949	4.41998	51672100000000	0.0000195101	51255.5
20.8506	7.37186	0.348657	28.1379	4.61908	26.9579	4.61908	48085500000000	0.0000194028	51538.9
21.5971	7.36095	0.267610	28.0496	4.80093	26.8263	4.80093	44775500000000	0.0000192765	51876.6
22.3414	7.31675	0.232393	27.9624	4.96977	26.6994	4.96977	41729300000000	0.0000191553	52204.7
23.0858	7.22052	0.228979	27.8758	5.12665	26.5761	5.12665	38906800000000	0.0000190315	52544.5
23.8310	7.04563	0.237041	27.7901	5.27089	26.4572	5.27089	36303300000000	0.0000188978	52916.3
24.5465	6.77902	0.242753	27.7052	5.40611	26.3415	5.40611	33894000000000	0.0000187734	53266.9
25.2521	6.38283	0.245667	27.6200	5.53273	26.2280	5.53273	31638600000000	0.0000186419	53642.7
25.9591	5.81817	0.246363	27.5343	5.65173	26.1159	5.65173	29519300000000	0.0000185022	54047.5
26.6091	5.11517	0.245831	27.4494	5.76097	26.0072	5.76097	27559900000000	0.0000183480	54501.7
27.2549	4.23278	0.244012	27.3666	5.86224	25.9026	5.86224	25773100000000	0.0000182079	54921.1
27.8531	3.24930	0.243300	27.2850	5.95653	25.8011	5.95653	24127100000000	0.0000180744	55326.7
28.4128	2.18867	0.251715	27.2027	6.04540	25.7003	6.04540	22571400000000	0.0000179295	55773.9
23.8413	7.04509	0.235863	27.1197	6.12849	25.6005	6.12849	21106100000000	0.0000177682	56280.4
29.4088	0.00000	0.00000	27.0388	6.20524	25.5043	6.20524	19768100000000	0.0000176146	56770.9
0.00000	0.00000	0.00000	26.9572	6.27686	25.4088	6.27686	18504300000000	0.0000174400	57339.3
0.00000	0.00000	0.00000	26.8755	6.34431	25.3143	6.34431	17319100000000	0.0000172612	57933.3
0.00000	0.00000	0.00000	26.7951	6.40756	25.2221	6.40756	16226900000000	0.0000170938	58500.8
0.00000	0.00000	0.00000	26.7156	6.46726	25.1319	6.46726	15216000000000	0.0000169397	59032.9
0.00000	0.00000	0.00000	26.6351	6.52393	25.0413	6.52393	14254900000000	0.0000167745	59614.3
0.00000	0.00000	0.00000	26.5550	6.57852	24.9518	6.57852	13359800000000	0.0000166347	60115.4
0.00000	0.00000	0.00000	26.4761	6.62759	24.8648	6.62759	12532400000000	0.0000164645	60736.7
0.00000	0.00000	0.00000	26.3975	6.67408	24.7789	6.67408	11759800000000	0.0000163006	61347.6
0.00000	0.00000	0.00000	26.3192	6.71768	24.6939	6.71768	11036700000000	0.0000161318	61989.5
0.00000	0.00000	0.00000	26.2404	6.75883	24.6091	6.75883	10354300000000	0.0000159547	62677.4
0.00000	0.00000	0.00000	26.1600	6.79820	24.5232	6.79820	9701270000000	0.0000157660	63427.5
0.00000	0.00000	0.00000	26.0816	6.83447	24.4401	6.83447	9104360000000	0.0000155813	64179.6
0.00000	0.00000	0.00000	26.0055	6.86819	24.3597	6.86819	8559550000000	0.0000154091	64896.8
0.00000	0.00000	0.00000	25.9293	6.89994	24.2798	6.89994	8046850000000	0.0000152302	65658.9
0.00000	0.00000	0.00000	25.8526	6.93005	24.1999	6.93005	7562180000000	0.0000150460	66462.8
0.00000	0.00000	0.00000	25.7751	6.95872	24.1196	6.95872	7102030000000	0.0000148549	67317.8
