Vload_(V)	ILoad_(A)	RsLoad_(ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(A)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)	(Carrier_Density+Doping)/qWni^2_(cm^2/C)	Carrier_Density_at_Vmp_(cm-3)	Lifetime_at_Vmp_(s)	Efficiency_(%)	Intensity_(suns)	Dark_IV_Voltage_(V)	Dark_IV_Current_(A)
2.531721	4.847282	0	44.554743	-0.087708	44.549071	-0.087708	2.849726E+14	2.602074E-5	38430.740562	3.510487E+16	5.526524E+13	2.468256E-5	9.629474	1.118851	0	0
2.580068	4.848801	-0.578986	44.421207	0.245944	44.415133	0.245944	2.658069E+14	2.603065E-5	38416.132967	3.501499E+16	0	0	9.60889	1.117159	0	0
4.960672	4.847355	0.311127	44.28514	0.568585	44.219324	0.568585	2.475621E+14	2.607207E-5	38355.113051	3.492942E+16	0	0	9.638716	1.112418	0	0
10.506512	4.795029	5.131746	44.148746	0.864969	43.969672	0.864969	2.304938E+14	2.608115E-5	38341.778926	3.484937E+16	0	0	9.660444	1.110192	0	0
16.06474	4.727619	4.433292	44.012449	1.140284	43.672374	1.140284	2.145813E+14	2.608389E-5	38337.762017	3.477475E+16	0	0	9.648841	1.108308	0	0
21.616712	4.57698	3.747818	43.878554	1.390027	43.339446	1.390027	1.99992E+14	2.606658E-5	38363.232386	3.470632E+16	0	0	9.662058	1.103894	0	0
27.08841	4.345541	2.980269	43.746113	1.618819	42.974795	1.618819	1.865138E+14	2.603263E-5	38413.274979	3.464311E+16	0	0	9.685001	1.095929	0	0
27.914735	4.301045	2.859524	43.616318	1.831334	42.584676	1.831334	1.741668E+14	2.602222E-5	38428.642779	3.458521E+16	0	0	9.713933	1.087581	0	0
28.730026	4.248513	2.746213	43.486817	2.027313	42.169084	2.027313	1.626453E+14	2.598962E-5	38476.858036	3.453117E+16	0	0	9.738058	1.080597	0	0
29.574461	4.194005	2.622012	43.359685	2.207021	41.737377	2.207021	1.520615E+14	2.595225E-5	38532.26102	3.448154E+16	0	0	9.748254	1.072256	0	0
30.404542	4.13455	2.502078	43.232814	2.373372	41.286723	2.373372	1.421733E+14	2.589625E-5	38615.595115	3.443516E+16	0	0	9.77936	1.061649	0	0
