Voltage	Current	Temperature
0.005166	0.000003	24.422266
0.587157	0.000012	24.427148
1.174386	0.000022	24.424219
1.766555	0.000032	24.445703
2.354007	0.000048	24.435938
2.946175	0.000058	24.456445
3.537917	0.000073	24.436914
4.125498	0.000084	24.407617
4.717796	0.000097	24.408594
5.305429	0.000113	24.396875
5.897417	0.000134	24.451563
6.489804	0.000152	24.419336
7.077657	0.000171	24.403711
7.669981	0.000205	24.413477
8.262291	0.000226	24.425195
8.850208	0.000250	24.433008
9.442505	0.000282	24.406641
10.030421	0.000320	24.425195
10.622615	0.000348	24.405664
11.215067	0.000384	24.444727
11.802970	0.000436	24.426172
12.395299	0.000481	24.395898
12.982484	0.000522	24.446680
13.574823	0.000567	24.458398
14.167164	0.000621	24.401758
14.754605	0.000684	24.450586
15.346170	0.000741	24.408594
15.933613	0.000813	24.424219
16.525565	0.000893	24.405664
17.117517	0.000973	24.379297
17.704572	0.001058	24.421289
18.296783	0.001143	24.438867
18.888349	0.001241	24.452539
19.475790	0.001337	24.429102
20.067745	0.001462	24.403711
20.655315	0.001585	24.425195
21.247524	0.001721	24.413477
21.839605	0.001871	24.431055
22.426792	0.002039	24.441797
23.019002	0.002212	24.428125
23.606573	0.002404	24.402734
24.198782	0.002629	24.430078
24.790605	0.002881	24.424219
25.377791	0.003147	24.421289
25.969872	0.003458	24.415430
26.557700	0.003801	24.405664
27.149265	0.004198	24.423242
27.741477	0.004645	24.424219
28.328919	0.005173	24.438867
28.920871	0.005805	24.415430
29.512439	0.006540	24.413477
30.099493	0.007434	24.402734
30.690930	0.008519	24.428125
31.277985	0.009858	24.433008
31.868777	0.011551	24.409570
32.459183	0.013684	24.387109
33.044951	0.016411	24.436914
33.634326	0.019931	24.410547
34.217901	0.024491	24.413477
34.805085	0.030448	24.428125
35.390721	0.038255	24.450586
35.970046	0.048395	24.457422
36.551429	0.061761	24.438867
37.125597	0.079127	24.431055
37.700278	0.101985	24.457422
38.269161	0.131733	24.433984
38.827091	0.169879	24.422266
39.381281	0.219219	24.443750
39.925290	0.281955	24.424219
40.453188	0.360051	24.408594
40.970390	0.457370	24.438867
41.468387	0.574954	24.441797
41.952340	0.716812	24.427148
42.417086	0.883524	24.433008
42.859535	1.075031	24.395898
43.293608	1.298063	24.432031
43.702291	1.544897	24.453516
44.097829	1.821036	24.446680
44.477255	2.124392	24.479883
44.849722	2.460841	24.427148
45.195513	2.807484	24.448633
45.533181	3.177632	24.424219
45.850745	3.568889	24.447656
46.130933	3.940892	24.438867
46.375295	4.342433	24.463281
46.735905	4.797815	24.473047
47.024341	5.271341	24.473047
47.286100	5.598344	24.464258
47.522468	6.064679	24.439844
47.823277	6.585204	24.507227
48.030260	6.998098	24.512109
48.319988	7.542579	24.496484
48.499648	7.897855	24.526758
48.770041	8.464089	24.517969
48.981406	8.851983	24.527734
49.243938	9.490266	24.566797
49.451437	10.141686	24.620508
49.692445	10.662955	24.594141
49.902651	11.252448	24.575586
50.228978	12.128287	24.620508
50.377452	12.614408	24.628320
