Voltage	Current	Temperature
-0.005062	-0.000015	23.885156
1.435552	0.000024	23.890479
2.876350	0.000054	23.884570
4.317282	0.000097	23.890576
5.758720	0.000145	23.893506
7.195666	0.000182	23.887646
8.637164	0.000234	23.879541
10.078927	0.000296	23.886035
11.520062	0.000348	23.881787
12.961477	0.000406	23.883057
14.402475	0.000477	23.876758
15.842703	0.000552	23.883936
17.283382	0.000636	23.878125
18.723433	0.000725	23.870850
20.164215	0.000824	23.870947
21.600618	0.000933	23.873193
23.041655	0.001053	23.872461
24.483032	0.001187	23.864453
25.924313	0.001343	23.858545
27.365480	0.001505	23.869287
28.806967	0.001691	23.867432
30.248093	0.001901	23.873145
31.689472	0.002145	23.866357
33.130184	0.002425	23.859082
34.570133	0.002738	23.871973
36.005844	0.003104	23.888965
37.445705	0.003525	23.868750
38.886497	0.004035	23.863623
40.327629	0.004647	23.874365
41.768642	0.005408	23.864941
43.209686	0.006380	23.874121
44.650356	0.007713	23.882275
46.090855	0.009672	23.884326
47.531414	0.012705	23.887842
48.970875	0.017676	23.877930
50.404293	0.026325	23.895654
51.838718	0.041335	23.881592
53.267380	0.066540	23.878076
54.689480	0.108115	23.893799
56.099956	0.175630	23.889893
57.493801	0.283419	23.913525
58.862396	0.451475	23.897949
60.193928	0.704664	23.917285
61.477062	1.069645	23.918945
62.701885	1.568747	23.950586
63.859817	2.212652	23.984326
64.958343	3.006361	24.027490
65.995857	3.937516	24.081934
66.980736	4.993454	24.172168
67.918320	6.155854	24.281641
68.815903	7.407917	24.414111
