Voltage	Current	Temperature
0.005627	-0.000010	0
1.051809	0.000021	0
1.790749	0.000048	0
2.783794	0.000081	0
3.718251	0.000116	0
4.655334	0.000151	0
5.633129	0.000194	0
6.578538	0.000247	0
7.560665	0.000310	0
8.527762	0.000377	0
9.472855	0.000456	0
10.424825	0.000546	0
11.388771	0.000661	0
12.380156	0.000804	0
13.341437	0.000968	0
14.295982	0.001175	0
15.248516	0.001421	0
16.198114	0.001727	0
17.200777	0.002140	0
18.156405	0.002641	0
19.119816	0.003284	0
20.072685	0.004100	0
21.024725	0.005184	0
22.020889	0.006716	0
22.978575	0.008755	0
23.931574	0.011634	0
24.892023	0.015895	0
25.843971	0.022305	0
26.825884	0.032739	0
27.780941	0.049210	0
28.727793	0.075869	0
29.659462	0.119255	0
30.587019	0.190097	0
31.513296	0.305540	0
32.377670	0.475154	0
33.214680	0.722842	0
33.997822	1.057260	0
34.732636	1.486528	0
35.451931	2.038156	0
36.093933	2.655143	0
36.700405	3.352753	0
37.266148	4.107643	0
37.800560	4.913216	0
38.327400	5.791333	0
38.805668	6.663952	0
39.269939	7.574741	0
39.722023	8.522046	0
40.151619	9.474398	0
40.583191	10.481983	0
40.814678	11.049281	0
40.809162	11.055086	0
