Voltage	Current	Temperature
0.005241	0.000021	24.218164
0.605424	0.000019	24.175195
1.215620	0.000019	24.188867
1.826189	0.000004	24.146875
2.436538	0.000017	24.204492
3.047056	0.000010	24.205469
3.657211	0.000018	24.157617
4.267768	0.000009	24.163477
4.878440	0.000003	24.188867
5.489100	0.000010	24.183984
6.099475	0.000008	24.176172
6.710186	0.000001	24.207422
7.321040	0.000001	24.207422
7.931867	0.000001	24.180078
8.542526	0.000001	24.190820
9.153418	0.000000	24.190820
9.764038	0.000003	24.185938
10.370446	0.000013	24.180078
10.981079	0.000012	24.162500
11.591867	0.000017	24.198633
12.202750	0.000013	24.238672
12.813263	0.000021	24.173242
13.423774	0.000036	24.195703
14.034287	0.000036	24.213281
14.644798	0.000049	24.207422
15.255051	0.000055	24.153711
15.865306	0.000064	24.185938
16.475688	0.000084	24.176172
17.086070	0.000092	24.212305
17.696066	0.000122	24.201563
18.306578	0.000131	24.163477
18.917090	0.000168	24.233789
19.527343	0.000188	24.178125
20.137599	0.000218	24.162500
20.748238	0.000272	24.178125
21.358749	0.000318	24.176172
21.969260	0.000371	24.188867
22.579645	0.000437	24.202539
23.190157	0.000512	24.185938
23.800926	0.000602	24.165430
24.411307	0.000706	24.197656
25.021431	0.000818	24.169336
25.632074	0.000961	24.197656
26.243101	0.001124	24.184961
26.853612	0.001315	24.194727
27.463738	0.001520	24.176172
28.074377	0.001757	24.168359
28.685018	0.002030	24.189844
29.295657	0.002344	24.165430
29.906042	0.002703	24.181055
30.516554	0.003123	24.227930
31.122683	0.003592	24.194727
31.732679	0.004140	24.193750
32.343061	0.004769	24.181055
32.953188	0.005492	24.199609
33.563184	0.006350	24.183984
34.172277	0.007331	24.200586
34.781886	0.008496	24.183008
35.390850	0.009884	24.207422
36.000333	0.011539	24.198633
36.608910	0.013507	24.207422
37.217360	0.015889	24.201563
37.826067	0.018808	24.187891
38.434129	0.022376	24.162500
39.041163	0.026757	24.172266
39.648065	0.032166	24.177148
40.254453	0.038894	24.179102
40.859808	0.047279	24.157617
41.462974	0.057773	24.213281
42.064724	0.070913	24.182031
42.664538	0.087419	24.196680
43.261001	0.108125	24.167383
43.853984	0.134153	24.191797
44.442586	0.166831	24.195703
45.025516	0.207695	24.204492
45.601746	0.258612	24.173242
46.169987	0.321503	24.199609
46.728430	0.398655	24.190820
47.276047	0.492222	24.211328
47.811291	0.604128	24.237695
48.332360	0.736222	24.217188
48.839121	0.889764	24.237695
49.330805	1.065598	24.251367
49.805861	1.263527	24.243555
50.265967	1.483582	24.246484
50.710739	1.724707	24.258203
51.137722	1.983796	24.270898
51.553881	2.263454	24.310938
51.957537	2.560340	24.318750
52.347919	2.872459	24.347070
52.733018	3.203289	24.382227
53.099556	3.539751	24.407617
53.394823	3.818429	24.434961
53.782628	4.229042	24.441797
54.155353	4.594564	24.523828
54.486964	4.986504	24.530664
54.821158	5.382735	24.572656
55.146583	5.778064	24.641016
55.467884	6.172864	24.710352
55.747429	6.538889	24.740625
56.079814	6.974811	24.776758
