Voltage	Current	Temperature
-0.004990	-0.000003	23.662646
1.155848	-0.000002	23.655664
2.316361	0.000011	23.650146
3.477447	0.000014	23.661133
4.633621	0.000020	23.662354
5.795027	0.000025	23.658887
6.956336	0.000031	23.665332
8.118054	0.000042	23.662646
9.279439	0.000050	23.654932
10.440987	0.000069	23.656641
11.602295	0.000081	23.664160
12.759311	0.000106	23.668408
13.919997	0.000127	23.662012
15.081005	0.000160	23.658984
16.241215	0.000197	23.663428
17.401918	0.000251	23.672363
18.562244	0.000311	23.667529
19.723251	0.000393	23.662549
20.883787	0.000492	23.657812
22.040432	0.000625	23.674316
23.201229	0.000789	23.672705
24.362575	0.001006	23.666113
25.523428	0.001278	23.655908
26.684669	0.001632	23.659229
27.845709	0.002095	23.667285
29.006788	0.002700	23.675488
30.163067	0.003494	23.662500
31.323946	0.004540	23.673047
32.483837	0.005942	23.685400
33.643616	0.007849	23.669482
34.802155	0.010471	23.678516
35.960632	0.014123	23.677832
37.118004	0.019282	23.669189
38.270393	0.026612	23.672217
39.425240	0.037187	23.666455
40.578079	0.052583	23.685059
41.726597	0.075226	23.670459
42.869133	0.108790	23.683496
44.002087	0.158716	23.693994
45.121807	0.233218	23.686865
46.216747	0.343443	23.695557
47.287067	0.505608	23.699463
48.318272	0.736749	23.705713
49.301926	1.052833	23.692383
50.231632	1.463507	23.686719
51.109013	1.971869	23.688477
51.938927	2.573098	23.691211
52.762047	3.296271	23.695459
53.553272	4.100471	23.689502
54.240986	4.891807	23.698145
54.972069	5.820177	23.715869
