Voltage	Current	Temperature
-0.005139	0.000004	25.828027
1.215574	0.000010	25.832813
2.436414	0.000016	25.812061
3.657122	0.000018	25.792676
4.878342	0.000025	25.796484
6.099374	0.000028	25.791016
7.320883	0.000032	25.787012
8.542209	0.000035	25.784570
9.763542	0.000044	25.790283
10.980425	0.000054	25.767090
12.201624	0.000061	25.759961
13.422532	0.000078	25.751318
14.643392	0.000093	25.754443
15.863678	0.000120	25.754785
17.084291	0.000152	25.749365
18.304419	0.000201	25.742529
19.525200	0.000258	25.747021
20.745836	0.000346	25.727344
21.966976	0.000461	25.724268
23.187683	0.000616	25.719580
24.408932	0.000827	25.720996
25.629595	0.001111	25.726953
26.850853	0.001482	25.710889
28.071684	0.001987	25.708936
29.292660	0.002645	25.707227
30.513306	0.003533	25.702441
31.729294	0.004724	25.685352
32.949249	0.006369	25.689209
34.168053	0.008685	25.693213
35.386387	0.012025	25.671729
36.603680	0.016999	25.679053
37.820156	0.024608	25.670508
39.034004	0.036530	25.661670
40.244675	0.055528	25.662061
41.448505	0.086037	25.660645
42.642181	0.135044	25.659326
43.818771	0.212848	25.663525
44.971653	0.333644	25.658447
46.090599	0.514162	25.658154
47.167255	0.771041	25.666357
48.194084	1.116204	25.662109
49.168064	1.554495	25.673145
50.090305	2.083459	25.702295
50.962196	2.693807	25.736768
51.790852	3.375163	25.769531
52.560528	4.100532	25.829590
53.295532	4.868339	25.897461
54.005478	5.685666	25.962012
54.712711	6.565368	26.050049
55.412685	7.492958	26.149951
56.078384	8.440136	26.264844
