Voltage	Current	Temperature
-0.005198	0.000010	26.021729
0.976953	0.000034	26.016455
1.954316	0.000035	26.011377
2.936477	0.000042	25.999902
3.913983	0.000052	26.009424
4.896533	0.000054	25.992578
5.878712	0.000066	25.989355
6.856719	0.000074	25.978467
7.839645	0.000091	25.975049
8.822068	0.000108	25.967871
9.799954	0.000129	25.967969
10.782565	0.000154	25.958545
11.760368	0.000184	25.977344
12.742937	0.000225	25.949121
13.724857	0.000278	25.946875
14.702301	0.000339	25.933838
15.683808	0.000427	25.933105
16.665510	0.000528	25.925830
17.642311	0.000662	25.928809
18.623777	0.000829	25.917627
19.600876	0.001053	25.917920
20.582125	0.001355	25.909521
21.563618	0.001756	25.905762
22.539887	0.002316	25.890186
23.520704	0.003116	25.892090
24.500244	0.004306	25.887305
25.473635	0.006105	25.887402
26.448984	0.008969	25.886670
27.414839	0.013594	25.873730
28.378075	0.021291	25.873145
29.326580	0.034055	25.861328
30.241131	0.054917	25.862939
31.093014	0.086753	25.870068
31.968248	0.141613	25.866602
32.820267	0.227513	25.847021
33.673519	0.358475	25.842432
34.530933	0.576837	25.845410
35.395081	0.887594	25.843164
36.176937	1.343816	25.847070
36.901566	1.880295	25.854541
37.540932	2.481496	25.867822
38.150070	3.177009	25.896143
38.688015	3.883755	25.903467
39.156124	4.570287	25.941113
39.652401	5.391732	25.956055
40.134560	6.264766	26.010156
40.581123	7.078991	26.049902
41.061039	8.089440	26.102051
41.524548	9.090426	26.161230
41.932964	10.023632	26.220361
42.298538	10.895740	26.279297
