Voltage	Current	Temperature
0.005179	0.000013	23.701563
0.380539	0.000035	23.684961
0.766147	0.000057	23.687891
1.151541	0.000102	23.686914
1.536947	0.000142	23.666406
1.922676	0.000180	23.723047
2.307953	0.000217	23.681055
2.689160	0.000262	23.667383
3.074670	0.000307	23.678125
3.460076	0.000344	23.674219
3.845418	0.000403	23.669336
4.231057	0.000464	23.669336
4.616334	0.000521	23.677148
5.002154	0.000577	23.677148
5.387831	0.000639	23.685938
5.773367	0.000719	23.668359
6.158760	0.000795	23.641992
6.544658	0.000876	23.670313
6.930155	0.000967	23.681055
7.316026	0.001058	23.664453
7.697181	0.001164	23.643945
8.082768	0.001276	23.666406
8.468381	0.001397	23.672266
8.854200	0.001526	23.656641
9.239749	0.001666	23.662500
9.625362	0.001826	23.686914
10.011155	0.001990	23.684961
10.396871	0.002174	23.701563
10.782406	0.002377	23.680078
11.168005	0.002594	23.683008
11.553644	0.002843	23.685938
11.939386	0.003111	23.682031
12.324543	0.003405	23.707422
12.705776	0.003725	23.684961
13.090873	0.004075	23.649805
13.476228	0.004468	23.674219
13.861458	0.004898	23.660547
14.247070	0.005393	23.671289
14.632039	0.005929	23.670313
15.017394	0.006529	23.652734
15.402104	0.007211	23.686914
15.786946	0.007959	23.635156
16.172043	0.008813	23.690820
16.556754	0.009780	23.671289
16.941852	0.010874	23.696680
17.326434	0.012113	23.661523
17.710887	0.013538	23.682031
18.090960	0.015154	23.644922
18.474768	0.017032	23.653711
18.859092	0.019230	23.647852
19.243417	0.021786	23.662500
19.627226	0.024783	23.644922
20.010135	0.028328	23.659570
20.393170	0.032535	23.677148
20.775690	0.037578	23.657617
21.157823	0.043646	23.633203
21.538796	0.051028	23.661523
21.918996	0.060044	23.677148
22.297653	0.071092	23.667383
22.674760	0.084749	23.696680
23.045680	0.101406	23.663477
23.417761	0.122289	23.649805
23.787909	0.148255	23.680078
24.153416	0.180436	23.689844
24.514412	0.220232	23.667383
24.869609	0.269214	23.674219
25.218107	0.329102	23.666406
25.558612	0.401552	23.704492
25.890868	0.488336	23.684961
26.213200	0.590800	23.677148
26.524836	0.710043	23.687891
26.825645	0.846771	23.662500
27.115499	1.001357	23.711328
27.390662	1.171411	23.682031
27.658477	1.360461	23.714258
27.916240	1.565877	23.699609
28.163434	1.786087	23.711328
28.400964	2.019893	23.721094
28.629728	2.265902	23.714258
28.848439	2.521319	23.729883
29.063285	2.790744	23.780664
29.271943	3.070529	23.742578
29.473903	3.357957	23.761133
29.665034	3.641648	23.766016
29.835931	3.857966	23.781641
29.962879	4.093743	23.807031
30.126558	4.399921	23.818750
30.358544	4.802828	23.825586
30.531375	5.110243	23.849023
30.720831	5.490933	23.889063
30.904873	5.855359	23.905664
31.067393	6.221525	23.862695
31.257879	6.596428	23.960352
31.375934	6.852490	23.957422
31.410346	6.861098	24.014063
31.568484	7.281041	23.991602
31.708191	7.611317	24.011133
31.868391	8.010100	24.079492
32.065708	8.417426	24.036523
32.212504	8.724648	24.132227
32.362135	9.070762	24.151758
