Voltage	Current	Temperature
0.147774	0.000023	23.574609
0.625481	0.000003	23.620508
1.104143	0.000009	23.610742
1.581876	0.000015	23.616602
2.058846	0.000022	23.625391
2.535003	0.000031	23.593164
3.010384	0.000043	23.612695
3.484330	0.000061	23.609766
3.967826	0.000058	23.605859
4.450301	0.000070	23.594141
4.940245	0.000090	23.617578
5.438976	0.000104	23.602930
5.929334	0.000121	23.597070
6.450225	0.000138	23.596094
6.948749	0.000150	23.638086
7.433188	0.000165	23.603906
7.946197	0.000182	23.591211
8.437020	0.000204	23.592188
8.946785	0.000229	23.635156
9.462456	0.000247	23.611719
9.955294	0.000271	23.606836
10.445341	0.000295	23.632227
10.948542	0.000324	23.604883
11.450321	0.000362	23.603906
11.957037	0.000391	23.619531
12.445047	0.000418	23.623438
12.973849	0.000472	23.627344
13.463598	0.000500	23.618555
13.958119	0.000552	23.629297
14.458822	0.000610	23.622461
14.959913	0.000657	23.605859
15.457910	0.000722	23.617578
15.956038	0.000778	23.644922
16.436765	0.000860	23.623438
16.940306	0.000932	23.620508
17.455573	0.001026	23.640039
17.951253	0.001119	23.641016
18.455694	0.001237	23.623438
18.960523	0.001352	23.600977
19.442152	0.001489	23.640039
19.951752	0.001627	23.597070
20.455807	0.001793	23.601953
20.929574	0.001947	23.593164
21.453477	0.002161	23.611719
21.940004	0.002357	23.648828
22.448058	0.002616	23.602930
22.942188	0.002860	23.641992
23.456168	0.003160	23.634180
23.910217	0.003486	23.646875
24.437341	0.003863	23.620508
24.927219	0.004269	23.644922
25.450996	0.004748	23.603906
25.946029	0.005282	23.612695
26.426628	0.005881	23.635156
26.919083	0.006553	23.604883
27.430744	0.007343	23.605859
27.948331	0.008251	23.638086
28.438339	0.009287	23.634180
28.946905	0.010451	23.617578
29.449802	0.011850	23.656641
29.944320	0.013422	23.642969
30.433297	0.015331	23.636133
30.936836	0.017488	23.624414
31.428131	0.020000	23.624414
31.929609	0.023016	23.626367
32.424900	0.026431	23.649805
32.924318	0.030541	23.644922
33.414067	0.035347	23.640039
33.910390	0.041160	23.632227
34.403876	0.048376	23.647852
34.898910	0.057241	23.636133
35.393557	0.068076	23.650781
35.877896	0.081453	23.649805
36.371253	0.097055	23.648828
36.854817	0.115976	23.650781
37.338895	0.138168	23.641992
37.820010	0.164499	23.656641
38.293262	0.195647	23.665430
38.765741	0.233979	23.663477
39.227783	0.280375	23.649805
39.682734	0.335460	23.633203
40.134464	0.399792	23.635156
40.576914	0.474453	23.641016
41.009828	0.559352	23.684961
41.434492	0.655290	23.683984
41.850134	0.762523	23.676172
42.255855	0.880571	23.643945
42.653841	1.010300	23.709375
43.041645	1.150470	23.690820
43.420299	1.300705	23.703516
43.789157	1.461197	23.715234
44.151443	1.631522	23.707422
44.492979	1.803832	23.731836
44.812991	1.974750	23.719141
45.057350	2.113618	23.765039
45.317048	2.258840	23.755273
45.730757	2.527672	23.790430
46.003985	2.719608	23.774805
46.422852	3.036534	23.795313
46.824188	3.310817	23.818750
47.174359	3.343459	23.844141
47.274243	3.664315	23.870508
47.669780	3.879036	23.859766
47.877794	4.137842	23.890039
48.193940	4.426597	23.937891
48.524007	4.750971	23.981836
49.119181	5.289086	23.956445
