Voltage	Current	Temperature
-0.005135	0.000027	26.501318
1.435863	0.000079	26.503223
2.876932	0.000134	26.486230
4.318050	0.000179	26.482031
5.759613	0.000234	26.470215
7.196734	0.000287	26.449219
8.638429	0.000343	26.456104
10.080375	0.000401	26.455273
11.521623	0.000455	26.435791
12.963175	0.000523	26.440430
14.404324	0.000581	26.432178
15.844692	0.000648	26.412744
17.285593	0.000727	26.416211
18.725895	0.000801	26.414404
20.166998	0.000889	26.416211
21.603703	0.000974	26.396875
23.045038	0.001079	26.396631
24.486546	0.001191	26.414209
25.927992	0.001318	26.386768
27.369404	0.001455	26.373779
28.811056	0.001611	26.374463
30.252420	0.001795	26.357861
31.694063	0.002005	26.347363
33.134857	0.002249	26.329443
34.574913	0.002541	26.346533
36.010719	0.002892	26.350146
37.450745	0.003314	26.325635
38.891712	0.003827	26.323193
40.333046	0.004445	26.318457
41.774162	0.005207	26.296191
43.215134	0.006224	26.300488
44.655605	0.007722	26.283789
46.095612	0.010231	26.299805
47.534824	0.014596	26.291650
48.971989	0.022268	26.284961
50.401291	0.035383	26.276172
51.828609	0.057604	26.285791
53.245556	0.094713	26.287793
54.648090	0.155793	26.273437
56.027237	0.254145	26.265479
57.373646	0.408012	26.273291
58.674259	0.639011	26.270312
59.917980	0.968979	26.272803
61.095440	1.414302	26.270410
62.203556	1.982582	26.281543
63.238964	2.667823	26.313232
64.209488	3.460499	26.354980
65.107262	4.331756	26.401221
65.975868	5.306114	26.464453
66.819153	6.366155	26.537256
67.607033	7.463896	26.646387
