Voltage	Current	Temperature
2.150692	0.000045	22.328564
1.831092	0.000033	22.323242
2.783293	0.000060	22.324902
4.242779	0.000100	22.315967
5.715204	0.000143	22.320508
7.191206	0.000190	22.317236
8.648368	0.000243	22.324902
10.114410	0.000293	22.307764
11.563930	0.000349	22.313672
13.065822	0.000412	22.321924
14.514455	0.000478	22.314355
15.965076	0.000551	22.317334
17.450226	0.000637	22.321875
18.932339	0.000721	22.310254
20.382601	0.000816	22.320508
21.830856	0.000919	22.309180
23.318472	0.001039	22.311914
24.804764	0.001166	22.301367
26.271463	0.001318	22.298730
27.753040	0.001483	22.302881
29.205782	0.001665	22.307471
30.694134	0.001878	22.298535
32.141426	0.002115	22.305371
33.592133	0.002390	22.304346
35.082115	0.002712	22.307275
36.563667	0.003089	22.306250
38.016487	0.003511	22.296875
39.465569	0.004028	22.297412
40.969307	0.004684	22.302588
42.452587	0.005500	22.306152
43.904362	0.006523	22.303271
45.356255	0.007911	22.294189
46.845665	0.010046	22.297998
48.327183	0.013497	22.294580
49.777073	0.019410	22.302637
51.255138	0.030190	22.284229
52.707359	0.048503	22.288525
54.185390	0.080177	22.302246
55.611485	0.131209	22.289990
57.024609	0.213967	22.287158
58.444179	0.349055	22.300244
59.824139	0.558482	22.313428
61.121018	0.860651	22.318262
62.387981	1.295396	22.335596
63.556561	1.858830	22.362744
64.688202	2.586514	22.395117
65.712936	3.424406	22.452490
66.686539	4.390345	22.510449
67.526474	5.366246	22.604980
68.371139	6.474614	22.713770
69.152000	7.618750	22.826514
