Voltage	Current	Temperature
-0.005057	-0.000008	21.741064
1.435851	0.000020	21.745850
2.876853	0.000061	21.751514
4.317721	0.000103	21.741992
5.759032	0.000148	21.739209
7.195987	0.000188	21.737500
8.637597	0.000243	21.735205
10.079370	0.000292	21.734570
11.520459	0.000353	21.740625
12.961855	0.000414	21.742969
14.402722	0.000477	21.742236
15.842926	0.000552	21.741211
17.283634	0.000636	21.729150
18.723942	0.000722	21.742627
20.165011	0.000820	21.748340
21.601620	0.000926	21.733936
23.042603	0.001045	21.725830
24.483921	0.001173	21.731250
25.925182	0.001317	21.734766
27.366489	0.001480	21.731348
28.808042	0.001659	21.732373
30.249252	0.001862	21.739404
31.690569	0.002098	21.728564
33.131142	0.002362	21.741602
34.570965	0.002665	21.753223
36.006779	0.003010	21.728955
37.446812	0.003414	21.742041
38.887936	0.003894	21.749316
40.329426	0.004467	21.752002
41.770451	0.005176	21.746338
43.211346	0.006074	21.746289
44.652134	0.007274	21.739502
46.092835	0.008988	21.758789
47.533577	0.011592	21.754785
48.973518	0.015782	21.756445
50.407311	0.022902	21.753027
51.842258	0.035523	21.763086
53.272358	0.056967	21.754443
54.696537	0.092674	21.762061
56.110489	0.151167	21.756055
57.509434	0.245501	21.763037
58.885201	0.394283	21.762744
60.225445	0.621508	21.785156
61.518871	0.954400	21.792432
62.754253	1.417379	21.811670
63.921669	2.024712	21.844775
65.026764	2.783803	21.888184
66.067123	3.684571	21.932324
67.050995	4.714885	22.014453
67.983765	5.856528	22.109473
68.873245	7.094439	22.224219
