Voltage	Current	Temperature
-0.005259	0.000111	21.333838
0.839415	0.000127	21.334863
1.683557	0.000137	21.331787
2.523761	0.000149	21.333936
3.368212	0.000168	21.333887
4.212754	0.000181	21.329443
5.052892	0.000205	21.332764
5.897475	0.000226	21.331006
6.742376	0.000256	21.327979
7.587348	0.000288	21.328174
8.427705	0.000310	21.327490
9.272616	0.000348	21.330225
10.117645	0.000389	21.334619
10.957741	0.000431	21.329053
11.802632	0.000478	21.331445
12.647451	0.000531	21.323242
13.491713	0.000592	21.328662
14.331918	0.000654	21.333398
15.176149	0.000736	21.326416
16.020252	0.000813	21.328467
16.864424	0.000902	21.322510
17.703899	0.000998	21.315674
18.548058	0.001105	21.320312
19.392620	0.001228	21.325537
20.236860	0.001363	21.323877
21.076702	0.001517	21.312744
21.921656	0.001674	21.331396
22.765993	0.001863	21.333301
23.606157	0.002070	21.331055
24.450621	0.002313	21.342236
25.295071	0.002581	21.312354
26.139751	0.002892	21.321387
26.979893	0.003252	21.327686
27.824436	0.003672	21.323096
28.668936	0.004177	21.325098
29.513369	0.004789	21.318018
30.353239	0.005523	21.314697
31.197798	0.006459	21.326611
32.041386	0.007661	21.329639
32.880222	0.009239	21.337695
33.723545	0.011402	21.322021
34.565575	0.014417	21.332129
35.407356	0.018721	21.332666
36.243153	0.024908	21.328516
37.081944	0.033988	21.340088
37.918850	0.047366	21.340967
38.747097	0.066999	21.325146
39.574863	0.096202	21.340332
40.394562	0.139328	21.333740
41.202515	0.202451	21.335937
41.993935	0.293521	21.330615
42.759678	0.421333	21.341113
43.501076	0.597332	21.336621
44.209568	0.830627	21.345752
44.876617	1.126012	21.353613
45.507603	1.489694	21.330957
46.099400	1.920252	21.343750
46.651630	2.413329	21.346191
47.161343	2.957866	21.356934
47.643742	3.562000	21.365625
48.098465	4.216042	21.375879
48.524502	4.908971	21.378418
48.934559	5.652056	21.388477
49.321228	6.424537	21.401025
49.659081	7.125287	21.412646
49.959770	7.804873	21.430469
50.287911	8.670002	21.443652
50.668438	9.667550	21.462695
51.007916	10.592897	21.487354
51.334568	11.591473	21.521582
51.501156	12.144508	21.543066
