Voltage	Current	Temperature
0.005288	0.000028	24.039453
0.527222	0.000057	24.068750
1.055066	0.000139	24.032617
1.587252	0.000222	24.064844
2.114953	0.000321	24.047266
2.647358	0.000423	24.052148
3.175189	0.000561	24.041406
3.707258	0.000695	24.050195
4.235088	0.000858	24.071680
4.767429	0.001036	24.046289
5.295272	0.001242	24.067773
5.827613	0.001453	24.032617
6.355327	0.001706	24.075586
6.887784	0.001991	24.072656
7.415860	0.002293	24.039453
7.948420	0.002640	24.041406
8.480760	0.003017	24.047266
9.008681	0.003423	24.046289
9.540905	0.003869	24.062891
10.068915	0.004363	24.050195
10.601100	0.004891	24.013086
11.128801	0.005454	24.091211
11.661179	0.006082	24.045313
12.188702	0.006747	24.066797
12.720984	0.007478	24.055078
13.247851	0.008244	24.040430
13.779876	0.009084	24.058008
14.307387	0.009990	24.060938
14.839409	0.010963	24.040430
15.366018	0.011993	24.079492
15.897526	0.013124	24.046289
16.424135	0.014333	24.052148
16.955900	0.015625	24.059961
17.487149	0.017028	24.039453
18.013502	0.018516	24.062891
18.544880	0.020125	24.050195
19.071747	0.021845	24.053125
19.602738	0.023703	24.078516
20.128964	0.025691	24.058008
20.659955	0.027830	24.035547
21.186564	0.030114	24.040430
21.717297	0.032581	24.003320
22.243523	0.035204	24.034570
22.773870	0.038035	24.065820
23.299835	0.041045	24.056055
23.830182	0.044294	24.058008
24.355502	0.047738	24.052148
24.885204	0.051450	24.034570
25.415038	0.055422	24.062891
25.940358	0.059639	24.066797
26.469803	0.064470	24.040430
26.994350	0.069199	24.061914
27.523023	0.074653	24.039453
28.047441	0.080350	24.085352
28.575727	0.086239	24.049219
29.099242	0.092884	24.055078
29.626757	0.100175	24.033594
30.149757	0.108270	24.058984
30.676496	0.116988	24.053125
31.197692	0.126700	24.089258
31.722497	0.137436	24.107813
32.242275	0.149628	24.119531
32.765021	0.163664	24.095117
33.285959	0.180186	24.099023
33.800196	0.199307	24.094141
34.316882	0.221478	24.075586
34.826608	0.247382	24.071680
35.337622	0.277861	24.071680
35.840907	0.312683	24.095117
36.343802	0.354656	24.124414
36.838191	0.402180	24.073633
37.332580	0.457213	24.109766
37.816917	0.519320	24.097070
38.301510	0.588255	24.108789
38.776825	0.663172	24.116602
39.251369	0.746060	24.105859
39.716501	0.836334	24.115625
40.178413	0.937298	24.113672
40.628079	1.048523	24.145898
41.071562	1.174659	24.123438
41.504861	1.315267	24.164453
41.923854	1.469690	24.137109
42.335633	1.639912	24.137109
42.733618	1.822415	24.187891
43.125934	2.017431	24.148828
43.503427	2.220889	24.183984
43.870610	2.431034	24.183008
44.210084	2.639182	24.202539
44.577782	2.865771	24.235742
44.949734	3.097540	24.269922
45.319883	3.329503	24.293359
45.645824	3.570074	24.263086
45.990710	3.805839	24.349023
46.305570	4.015958	24.357813
46.575319	4.141888	24.365625
46.934124	4.436661	24.416406
47.226170	4.677362	24.441797
47.541800	4.947392	24.480859
47.885011	5.247797	24.472070
48.227964	5.584852	24.518945
48.531482	5.850333	24.558984
