Voltage	Current	Temperature
0.005272	0.000018	24.013086
0.527208	0.000024	24.039453
1.055131	0.000077	24.047266
1.587329	0.000126	24.050195
2.115069	0.000180	24.037500
2.647513	0.000245	24.015039
3.175447	0.000320	24.044336
3.707568	0.000402	24.039453
4.235373	0.000494	24.055078
4.767765	0.000589	24.016992
5.295738	0.000691	24.051172
5.828169	0.000811	24.037500
6.355999	0.000927	24.052148
6.888482	0.001063	24.066797
7.416713	0.001218	24.064844
7.949415	0.001375	24.051172
8.481910	0.001553	24.061914
9.009999	0.001732	24.018945
9.542378	0.001941	24.072656
10.070621	0.002158	24.063867
10.603064	0.002388	24.043359
11.130933	0.002642	24.039453
11.663673	0.002918	24.034570
12.191409	0.003229	24.052148
12.723819	0.003531	24.034570
13.251459	0.003873	24.039453
13.783742	0.004247	24.080469
14.311640	0.004644	24.055078
14.843662	0.005073	24.048242
15.370657	0.005545	24.070703
15.902939	0.006047	24.075586
16.430321	0.006590	24.053125
16.962344	0.007188	24.040430
17.494109	0.007822	24.067773
18.020977	0.008519	24.035547
18.552999	0.009294	24.030664
19.080511	0.010111	24.079492
19.612533	0.011029	24.051172
20.139403	0.012029	24.031641
20.671167	0.013133	24.071680
21.198807	0.014354	24.055078
21.730571	0.015705	24.025781
22.257313	0.017211	24.024805
22.788562	0.018913	24.079492
23.315301	0.020801	24.080469
23.846936	0.022938	24.072656
24.372901	0.025344	24.058984
24.903763	0.028096	24.087305
25.434499	0.031217	24.061914
25.960077	0.034764	24.035547
26.490553	0.038855	24.050195
27.015616	0.043532	24.076563
27.544546	0.048904	24.069727
28.069093	0.054970	24.050195
28.597250	0.061989	24.046289
29.120894	0.069899	24.033594
29.647635	0.078789	24.074609
30.169733	0.088787	24.047266
30.695441	0.100261	24.087305
31.215477	0.113194	24.051172
31.738607	0.128096	24.060938
32.256066	0.145039	24.060938
32.776105	0.164822	24.073633
33.294852	0.187299	24.041406
33.806512	0.213146	24.068750
34.319588	0.243059	24.074609
34.826350	0.276644	24.120508
35.335045	0.314477	24.050195
35.836783	0.355987	24.057031
36.339806	0.402809	24.078516
36.832907	0.456993	24.062891
37.327940	0.516257	24.065820
37.813179	0.583007	24.094141
38.297000	0.660024	24.104883
38.769092	0.747732	24.089258
39.237320	0.849184	24.122461
39.696009	0.958375	24.106836
40.151734	1.079181	24.132227
40.595601	1.210162	24.122461
41.035346	1.355345	24.126367
41.466325	1.513492	24.164453
41.880679	1.689500	24.128320
42.293102	1.870534	24.178125
42.694180	2.059881	24.142969
43.090491	2.260000	24.214258
43.438729	2.450119	24.220117
43.838132	2.686992	24.235742
44.208666	2.924109	24.224023
44.570823	3.183959	24.244531
44.919962	3.454711	24.296289
45.257504	3.721688	24.355859
45.578161	3.986435	24.350000
45.877423	4.257290	24.394922
46.204785	4.547295	24.420313
46.390503	4.707697	24.477930
46.694147	5.002161	24.498438
47.005395	5.319267	24.530664
47.299632	5.611592	24.530664
47.646065	6.003145	24.595117
47.942363	6.329349	24.625391
48.240210	6.645953	24.665430
