Voltage	Current	Temperature
-0.005169	-0.000001	24.518262
0.953963	0.000037	24.503271
1.917447	0.000063	24.481445
2.876364	0.000094	24.478662
3.835307	0.000124	24.467285
4.794706	0.000162	24.460205
5.758505	0.000190	24.455615
6.717858	0.000231	24.462646
7.677597	0.000269	24.456201
8.636921	0.000310	24.459961
9.601094	0.000361	24.447510
10.560566	0.000412	24.460156
11.519930	0.000475	24.475684
12.479512	0.000548	24.455176
13.443000	0.000629	24.443018
14.402219	0.000727	24.444922
15.360794	0.000845	24.459277
16.323975	0.000994	24.455127
17.282856	0.001191	24.451855
18.241283	0.001439	24.438916
19.200144	0.001784	24.452197
20.163395	0.002266	24.451904
21.122049	0.002962	24.447363
22.081183	0.003976	24.436816
23.039560	0.005403	24.434180
24.002611	0.007353	24.444678
24.960577	0.010044	24.433447
25.918411	0.013910	24.444629
26.875215	0.019648	24.442920
27.835178	0.028535	24.439355
28.788372	0.042574	24.429102
29.737417	0.065256	24.431934
30.680521	0.102071	24.424121
31.617462	0.161592	24.443701
32.534241	0.255037	24.447021
33.428837	0.398295	24.440674
34.296108	0.611010	24.437549
35.120457	0.910140	24.464551
35.899132	1.310020	24.452295
36.630180	1.815940	24.471973
37.318676	2.427457	24.493311
37.961010	3.127757	24.524414
38.563446	3.903611	24.558057
39.083012	4.663865	24.591309
39.627373	5.564374	24.643018
40.143410	6.497009	24.689258
40.643795	7.469941	24.754053
41.137428	8.529731	24.840137
41.625004	9.634492	24.923828
42.080639	10.732848	25.035937
42.524876	11.816347	25.119092
