Voltage	Current	Temperature
-0.005224	0.000008	23.764990
0.976958	0.000025	23.757373
1.954330	0.000026	23.762891
2.936517	0.000032	23.755127
3.914011	0.000037	23.756592
4.896600	0.000039	23.749023
5.878784	0.000050	23.748047
6.856812	0.000057	23.762891
7.839763	0.000066	23.742432
8.822218	0.000072	23.746289
9.800144	0.000086	23.746045
10.782813	0.000108	23.742139
11.760723	0.000130	23.754980
12.743400	0.000152	23.736133
13.725338	0.000192	23.736182
14.703029	0.000237	23.735742
15.684648	0.000292	23.731934
16.666504	0.000362	23.735400
17.643627	0.000458	23.728760
18.625442	0.000581	23.731494
19.602947	0.000747	23.732812
20.584795	0.000978	23.732812
21.567003	0.001305	23.739941
22.544376	0.001787	23.734766
23.526571	0.002523	23.730811
24.508226	0.003689	23.729980
25.484833	0.005574	23.736865
26.465618	0.008772	23.718848
27.440151	0.014265	23.730127
28.417116	0.023968	23.740039
29.389593	0.041109	23.724365
30.350138	0.071130	23.726562
31.302509	0.123370	23.730273
32.233608	0.211167	23.738623
33.129768	0.351205	23.731836
33.988388	0.563099	23.739307
34.793560	0.859238	23.745361
35.548840	1.248492	23.756885
36.251061	1.727555	23.761621
36.902245	2.285821	23.768066
37.512619	2.916809	23.786426
38.084755	3.607150	23.821973
38.621815	4.344148	23.839453
39.128620	5.118610	23.876270
39.592266	5.889079	23.915332
39.972507	6.574565	23.967285
40.358871	7.299666	24.008301
40.743561	8.165125	24.068311
41.300266	9.278169	24.114258
41.730869	10.224565	24.184766
42.167614	11.213372	24.263184
