Voltage	Current	Temperature
-0.005264	0.000031	28.869824
1.435661	0.000088	28.860156
2.876632	0.000144	28.849854
4.317798	0.000209	28.823486
5.759435	0.000276	28.833740
7.196612	0.000347	28.817969
8.638252	0.000425	28.803027
10.080157	0.000503	28.809131
11.521530	0.000589	28.780469
12.963103	0.000674	28.761621
14.404359	0.000773	28.757764
15.844856	0.000878	28.751318
17.285677	0.000984	28.739941
18.725935	0.001102	28.728076
20.166937	0.001230	28.726416
21.603529	0.001369	28.706006
23.044851	0.001511	28.698926
24.486370	0.001675	28.677490
25.927809	0.001845	28.674854
27.369158	0.002035	28.661768
28.810821	0.002250	28.649854
30.252167	0.002480	28.637061
31.693712	0.002747	28.630029
33.134678	0.003044	28.625684
34.574795	0.003386	28.618408
36.010624	0.003791	28.610010
37.450649	0.004282	28.577539
38.891476	0.004877	28.565527
40.332661	0.005619	28.570752
41.773796	0.006607	28.557178
43.214676	0.007958	28.547363
44.655006	0.009898	28.536621
46.094769	0.012901	28.523730
47.533955	0.018062	28.515576
48.970737	0.027038	28.510059
50.399445	0.042424	28.490332
51.825947	0.068453	28.479932
53.241447	0.111650	28.464307
54.641872	0.182143	28.473291
56.018211	0.294422	28.474512
57.360706	0.467715	28.472168
58.657207	0.724036	28.463281
59.894665	1.083670	28.454053
61.065266	1.560406	28.465723
62.164928	2.157697	28.483984
63.181408	2.858688	28.519824
64.145653	3.668006	28.541406
64.958916	4.447637	28.592334
65.796570	5.393936	28.649414
66.668625	6.480775	28.715137
67.444511	7.579235	28.811670
