Voltage	Current	Temperature
0.136875	0.000001	23.289453
0.599296	0.000040	23.290430
1.051952	0.000084	23.301172
1.492871	0.000134	23.257227
1.938014	0.000177	23.292383
2.427093	0.000241	23.256250
2.914581	0.000291	23.264063
3.438019	0.000351	23.269922
3.946880	0.000407	23.259180
4.431629	0.000465	23.298242
4.938630	0.000528	23.274805
5.433885	0.000592	23.301172
5.934153	0.000655	23.310938
6.460666	0.000729	23.289453
6.945402	0.000803	23.265039
7.447363	0.000865	23.298242
7.929347	0.000945	23.307031
8.434461	0.001022	23.311914
8.923436	0.001106	23.299219
9.444831	0.001192	23.287500
9.927008	0.001293	23.312891
10.407971	0.001383	23.273828
10.934754	0.001485	23.311914
11.439790	0.001579	23.303125
11.931865	0.001696	23.358789
12.436541	0.001816	23.313867
12.941500	0.001938	23.334375
13.433311	0.002065	23.302148
13.955283	0.002196	23.278711
14.418998	0.002342	23.302148
14.920088	0.002491	23.305078
15.426979	0.002652	23.309961
15.911316	0.002837	23.314844
16.403385	0.003003	23.315820
16.923036	0.003191	23.326563
17.440236	0.003395	23.346094
17.923414	0.003622	23.278711
18.444739	0.003841	23.325586
18.938871	0.004084	23.308008
19.408385	0.004322	23.344141
19.941313	0.004590	23.317773
20.433768	0.004883	23.329492
20.907793	0.005186	23.329492
21.410173	0.005521	23.303125
21.925956	0.005881	23.334375
22.422539	0.006254	23.323633
22.923501	0.006643	23.308008
23.414282	0.007094	23.325586
23.909959	0.007560	23.368555
24.428320	0.008079	23.294336
24.932374	0.008607	23.322656
25.425091	0.009235	23.347070
25.924763	0.009869	23.353906
26.420055	0.010583	23.316797
26.933389	0.011424	23.320703
27.425718	0.012265	23.334375
27.930804	0.013251	23.329492
28.428544	0.014359	23.316797
28.931568	0.015589	23.375391
29.433177	0.016997	23.344141
29.932076	0.018620	23.341211
30.422986	0.020408	23.330469
30.922272	0.022523	23.326563
31.415372	0.025008	23.369531
31.923552	0.027815	23.335352
32.416781	0.031104	23.357813
32.913363	0.035014	23.410547
33.406205	0.039654	23.343164
33.906395	0.045204	23.375391
34.402716	0.051745	23.367578
34.895817	0.059628	23.349023
35.392010	0.068987	23.356836
35.885371	0.080262	23.362695
36.378600	0.093521	23.352930
36.866932	0.109264	23.391016
37.356423	0.128043	23.386133
37.840760	0.150201	23.338281
38.327931	0.176255	23.374414
38.810337	0.206684	23.385156
39.289517	0.242290	23.394922
39.762641	0.283099	23.374414
40.236023	0.330056	23.393945
40.703475	0.384124	23.414453
41.167450	0.445033	23.382227
41.626138	0.513487	23.383203
42.079932	0.589983	23.378320
42.528568	0.674911	23.370508
42.971920	0.768509	23.403711
43.409601	0.871093	23.417383
43.841998	0.982655	23.433984
44.270916	1.104104	23.438867
44.693131	1.234544	23.411523
45.110451	1.374276	23.448633
45.521969	1.523582	23.446680
45.928074	1.682297	23.454492
46.328382	1.850147	23.472070
46.723790	2.026877	23.488672
47.113914	2.212718	23.474023
47.497207	2.406807	23.472070
47.876763	2.610573	23.542383
48.251036	2.820138	23.539453
48.620925	3.039408	23.580469
48.985015	3.266873	23.574609
49.640377	3.687241	23.579492
50.032563	3.973599	23.581445
50.392273	4.239467	23.596094
50.762678	4.528686	23.649805
51.123932	4.804993	23.657617
