Voltage	Current	Temperature
-0.005172	0.000023	23.097949
0.977099	0.000041	23.096387
1.954538	0.000043	23.097559
2.936573	0.000048	23.093604
3.913840	0.000052	23.093994
4.896255	0.000060	23.094531
5.878309	0.000062	23.092871
6.856287	0.000076	23.116016
7.839143	0.000088	23.111084
8.821576	0.000102	23.077100
9.799483	0.000120	23.105566
10.782122	0.000145	23.110352
11.760061	0.000168	23.117822
12.742525	0.000208	23.120410
13.724475	0.000246	23.110889
14.701982	0.000302	23.128027
15.683506	0.000367	23.122217
16.665342	0.000460	23.133643
17.642403	0.000577	23.126221
18.624134	0.000725	23.132666
19.601685	0.000913	23.128662
20.583683	0.001179	23.129199
21.565800	0.001542	23.151123
22.542982	0.002046	23.120459
23.524977	0.002791	23.141943
24.506584	0.003924	23.162695
25.483238	0.005687	23.146484
26.464281	0.008586	23.159375
27.439356	0.013456	23.159961
28.417387	0.021905	23.150000
29.391764	0.036714	23.160449
30.355457	0.062630	23.158057
31.313330	0.108077	23.156299
32.252956	0.185628	23.148193
33.161484	0.312056	23.162158
34.036209	0.508307	23.181738
34.860336	0.789799	23.174854
35.635895	1.168539	23.171436
36.358696	1.643581	23.187354
37.029964	2.205345	23.209619
37.659443	2.846641	23.238525
38.249985	3.555723	23.262939
38.801842	4.314424	23.319238
39.321335	5.114869	23.351709
39.799725	5.926306	23.399219
40.249779	6.739120	23.447021
40.646767	7.547683	23.513428
41.059017	8.396855	23.574805
41.491978	9.372638	23.654541
41.937874	10.421185	23.742578
42.391396	11.526353	23.828564
