Voltage	Current	Temperature
33.011128	0.006229	22.460205
33.061749	0.006299	22.461865
33.112213	0.006380	22.466504
33.162598	0.006454	22.463867
33.213020	0.006535	22.456445
33.263386	0.006612	22.460254
33.313858	0.006692	22.461963
33.364166	0.006770	22.455518
33.414627	0.006858	22.455322
33.464977	0.006934	22.460205
33.510998	0.007008	22.463818
33.561436	0.007094	22.458496
33.611809	0.007181	22.467432
33.662224	0.007270	22.458105
33.712635	0.007354	22.470361
33.763023	0.007444	22.463721
33.813355	0.007536	22.463086
33.863796	0.007630	22.462500
33.914200	0.007721	22.460156
33.964600	0.007818	22.450488
34.010395	0.007905	22.457080
34.060699	0.008003	22.457764
34.111099	0.008096	22.458252
34.161442	0.008197	22.452930
34.211876	0.008297	22.458496
34.262276	0.008402	22.459277
34.312664	0.008509	22.458350
34.362900	0.008610	22.459668
34.413376	0.008718	22.470947
34.463730	0.008827	22.466602
34.509510	0.008927	22.466455
34.559994	0.009041	22.462549
34.610352	0.009154	22.466016
34.660805	0.009268	22.459961
34.711201	0.009379	22.464355
34.761601	0.009502	22.463672
34.811970	0.009618	22.464551
34.862385	0.009737	22.460303
34.912663	0.009867	22.464844
34.963028	0.009989	22.452148
35.008884	0.010103	22.456885
35.059185	0.010237	22.456738
35.109596	0.010365	22.453467
35.159946	0.010498	22.454053
35.210316	0.010631	22.450830
35.260864	0.010764	22.458594
35.311218	0.010908	22.450586
35.361626	0.011045	22.454297
35.412045	0.011188	22.451904
35.462299	0.011328	22.460693
35.508164	0.011464	22.454053
