Voltage	Current	Temperature
-0.005087	0.000076	28.016260
1.436018	0.000128	28.003857
2.877044	0.000183	27.981055
4.317951	0.000259	27.962646
5.759128	0.000335	27.960986
7.196097	0.000418	27.949805
8.637718	0.000508	27.939209
10.079632	0.000604	27.938965
11.520886	0.000703	27.911865
12.962338	0.000811	27.909570
14.403264	0.000920	27.906348
15.843577	0.001042	27.899365
17.284325	0.001183	27.870557
18.724630	0.001335	27.854150
20.165821	0.001501	27.843506
21.602474	0.001682	27.843408
23.043383	0.001887	27.813623
24.484634	0.002117	27.805518
25.925825	0.002376	27.802148
27.367115	0.002664	27.798486
28.808723	0.002987	27.792285
30.249901	0.003342	27.771289
31.691214	0.003746	27.750342
33.131737	0.004199	27.740820
34.571495	0.004714	27.724268
36.007198	0.005294	27.728760
37.447147	0.005966	27.728418
38.888172	0.006762	27.701904
40.329433	0.007737	27.693457
41.770176	0.008960	27.666748
43.210575	0.010566	27.662695
44.650726	0.012793	27.656104
46.090462	0.016076	27.651953
47.529808	0.021181	27.646875
48.967053	0.029947	27.621533
50.396122	0.044945	27.616406
51.823334	0.070121	27.606592
53.240887	0.111624	27.592725
54.645100	0.179080	27.583105
56.027676	0.286555	27.571191
57.379662	0.453251	27.558447
58.688683	0.702109	27.550977
59.940975	1.055672	27.558984
61.128002	1.531384	27.563281
62.243790	2.136183	27.591602
63.286480	2.864078	27.614893
64.242531	3.684787	27.673047
65.144966	4.606564	27.730371
66.031769	5.647786	27.806396
66.847351	6.731714	27.893359
67.549911	7.759651	27.996143
