Voltage	Current	Temperature
-0.005252	-0.000002	24.058057
1.215429	0.000004	24.055859
2.436212	0.000008	24.050537
3.656921	0.000012	24.056836
4.878179	0.000011	24.045410
6.099266	0.000015	24.043652
7.320748	0.000018	24.050293
8.542048	0.000025	24.045410
9.763403	0.000031	24.045508
10.980272	0.000038	24.050928
12.201655	0.000047	24.038916
13.422534	0.000056	24.047070
14.643415	0.000067	24.027490
15.863795	0.000088	24.045605
17.084429	0.000120	24.034961
18.304623	0.000151	24.033984
19.525354	0.000197	24.019727
20.745897	0.000263	24.028564
21.967104	0.000362	24.039160
23.187887	0.000488	24.020264
24.409092	0.000664	24.028711
25.629904	0.000899	24.027197
26.851183	0.001214	24.030127
28.072128	0.001640	24.027783
29.293158	0.002204	24.023193
30.513823	0.002967	24.027979
31.729860	0.003973	24.016357
32.950165	0.005332	24.019092
34.169308	0.007194	24.024316
35.388142	0.009779	24.015186
36.606281	0.013449	24.027637
37.824226	0.018790	24.017529
39.040451	0.026715	24.020850
40.255199	0.038709	24.017920
41.466396	0.057062	24.028027
42.672203	0.085430	24.025146
43.868942	0.129488	24.017187
45.052731	0.198128	24.028125
46.215797	0.304316	24.020215
47.349354	0.465666	24.044141
48.441296	0.702328	24.044189
49.481979	1.032947	24.041846
50.464031	1.468320	24.061963
51.383602	2.007627	24.095020
52.251358	2.646994	24.121680
53.068081	3.369930	24.158740
53.836346	4.157508	24.226172
54.534473	4.959284	24.285693
55.228725	5.829285	24.376172
55.924995	6.794561	24.464746
56.600563	7.804034	24.593213
