Voltage	Current	Temperature
-0.005016	-0.000009	21.606006
1.215747	-0.000004	21.573047
2.436646	0.000004	21.552734
3.657258	0.000003	21.542090
4.878319	0.000006	21.532031
6.099236	0.000016	21.520898
7.320628	0.000024	21.523535
8.541921	0.000030	21.526562
9.763229	0.000045	21.498877
10.980118	0.000062	21.505420
12.201204	0.000080	21.495703
13.421890	0.000103	21.500293
14.642652	0.000127	21.496191
15.862898	0.000165	21.484424
17.083450	0.000210	21.497656
18.303679	0.000264	21.482080
19.524475	0.000343	21.496045
20.745121	0.000440	21.492822
21.966341	0.000562	21.488965
23.186880	0.000717	21.488623
24.407894	0.000927	21.487305
25.628565	0.001195	21.477393
26.849821	0.001545	21.490088
28.070555	0.002001	21.493164
29.291464	0.002614	21.492090
30.512052	0.003418	21.482617
31.727812	0.004490	21.478760
32.947659	0.005946	21.491211
34.166386	0.007953	21.488379
35.384720	0.010754	21.487451
36.602261	0.014736	21.490723
37.819221	0.020484	21.490723
39.034386	0.028884	21.481689
40.247642	0.041306	21.487842
41.456490	0.059895	21.499658
42.659134	0.087959	21.497070
43.851822	0.130505	21.499609
45.030312	0.195218	21.490918
46.186523	0.293370	21.494678
47.311104	0.440376	21.502930
48.391102	0.654067	21.508984
49.415760	0.950968	21.522607
50.376949	1.340664	21.532910
51.271267	1.822205	21.554346
52.108387	2.390932	21.588574
52.890530	3.032092	21.633691
53.628098	3.734406	21.686182
54.254921	4.402965	21.744092
54.711784	4.933624	21.798926
55.400028	5.793152	21.879199
56.115295	6.760280	21.972217
