Vload_(V)	ILoad_(A)	RsLoad_(ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(A)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)	(Carrier_Density+Doping)/qWni^2_(cm^2/C)	Carrier_Density_at_Vmp_(cm-3)	Lifetime_at_Vmp_(s)	Efficiency_(%)	Intensity_(suns)	Dark_IV_Voltage_(V)	Dark_IV_Current_(A)
4.80953	8.431642	0	37.271759	-0.332477	37.43465	-0.332477	1.856568E+14	1.486738E-5	67261.271401	5.911423E+16	6.728338E+12	9.803992E-6	13.650983	1.154921	0	0
4.942837	8.431173	0.871729	37.148498	0.261292	37.020811	0.261292	1.715814E+14	1.473878E-5	67848.152744	5.904822E+16	0	0	13.634349	1.152708	0	0
4.949474	8.432926	-0.615979	37.02295	0.830471	36.618176	0.830471	1.58328E+14	1.461872E-5	68405.41996	5.898607E+16	0	0	13.662503	1.146283	0	0
5.155082	8.429384	1.543859	36.899117	1.359299	36.238299	1.359299	1.462474E+14	1.451299E-5	68903.750943	5.892941E+16	0	0	13.70244	1.142327	0	0
6.707466	8.413533	2.18011	36.775971	1.839299	35.884101	1.839299	1.351384E+14	1.438703E-5	69507.040015	5.887731E+16	0	0	13.672197	1.139612	0	0
9.457732	8.387821	2.115292	36.656581	2.275255	35.556074	2.275255	1.251667E+14	1.426904E-5	70081.748924	5.883054E+16	0	0	13.684776	1.134819	0	0
12.220733	8.368143	1.891494	36.539739	2.673617	35.249722	2.673617	1.161141E+14	1.415284E-5	70657.178946	5.878809E+16	0	0	13.689675	1.125497	0	0
14.936893	8.358257	1.608285	36.42275	3.049466	34.955007	3.049466	1.077006E+14	1.404404E-5	71204.54387	5.874863E+16	0	0	13.706915	1.115816	0	0
17.639579	8.350755	1.312775	36.306121	3.402259	34.672602	3.402259	9.991499E+13	1.394274E-5	71721.919916	5.871212E+16	0	0	13.715573	1.108142	0	0
20.338301	8.343017	1.01545	36.187646	3.725269	34.40352	3.725269	9.257801E+13	1.380555E-5	72434.642817	5.867771E+16	0	0	13.682605	1.099305	0	0
23.06378	8.332218	0.72043	36.070739	4.029006	34.145926	4.029006	8.586287E+13	1.368752E-5	73059.250619	5.864621E+16	0	0	13.703055	1.088645	0	0
23.7819	8.333222	0.631388	35.954273	4.311323	33.899683	4.311323	7.965439E+13	1.356785E-5	73703.647481	5.86171E+16	0	0	13.733645	1.077309	0	0
24.489321	8.325855	0.566019	35.840257	4.569753	33.667799	4.569753	7.400905E+13	1.344984E-5	74350.322441	5.859062E+16	0	0	13.754783	1.067182	0	0
25.209807	8.319422	0.495399	35.727891	4.807851	33.447724	4.807851	6.883486E+13	1.333145E-5	75010.598372	5.856635E+16	0	0	13.773637	1.057669	0	0
25.922881	8.299228	0.452814	35.614872	5.033388	33.233516	5.033388	6.399359E+13	1.321639E-5	75663.645035	5.854365E+16	0	0	13.783211	1.047224	0	0
26.579058	8.273552	0.418156	35.502228	5.243154	33.027624	5.243154	5.950564E+13	1.309801E-5	76347.462813	5.85226E+16	0	0	13.803926	1.036054	0	0
27.27166	8.206901	0.420702	35.394338	5.433832	32.83569	5.433832	5.550117E+13	1.299362E-5	76960.864178	5.850382E+16	0	0	13.822483	1.025538	0	0
27.927981	8.103881	0.43206	35.284177	5.612224	32.647804	5.612224	5.16892E+13	1.286686E-5	77719.059589	5.848594E+16	0	0	13.825702	1.015666	0	0
28.624303	7.956123	0.437667	35.175242	5.779425	32.466715	5.779425	4.817617E+13	1.274839E-5	78441.299584	5.846947E+16	0	0	13.830426	1.005794	0	0
29.276524	7.759281	0.44503	35.06856	5.934965	32.293565	5.934965	4.496652E+13	1.264035E-5	79111.76026	5.845442E+16	0	0	13.835869	0.995365	0	0
29.946956	7.495565	0.449805	34.964296	6.07826	32.128734	6.07826	4.203563E+13	1.253595E-5	79770.577769	5.844067E+16	0	0	13.847503	0.985223	0	0
