Vload_(V)	ILoad_(A)	RsLoad_(ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(A)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)	(Carrier_Density+Doping)/qWni^2_(cm^2/C)	Carrier_Density_at_Vmp_(cm-3)	Lifetime_at_Vmp_(s)	Efficiency_(%)	Intensity_(suns)	Dark_IV_Voltage_(V)	Dark_IV_Current_(A)
6.591725	10.915587	0	49.07653	-0.317061	49.13384	-0.317061	1.419044E+15	8.729378E-5	11452.227586	8.123787E+16	6.523579E+13	7.591374E-5	19.899882	1.131977	0	0
6.540112	10.91736	-0.58849	48.946507	0.40685	48.872824	0.40685	1.329592E+15	8.742541E-5	11435.387742	8.081836E+16	0	0	19.841023	1.129321	0	0
6.611924	10.918691	-0.600696	48.809198	1.132776	48.603622	1.132776	1.240864E+15	8.764563E-5	11407.025411	8.040223E+16	0	0	19.838106	1.123656	0	0
8.325009	10.910932	1.574956	48.673767	1.795624	48.347237	1.795624	1.158811E+15	8.779896E-5	11387.427594	8.001742E+16	0	0	19.894132	1.1198	0	0
12.235365	10.874382	2.258501	48.541588	2.410465	48.102383	2.410465	1.083671E+15	8.804137E-5	11356.347678	7.966502E+16	0	0	19.823755	1.115984	0	0
16.199079	10.869274	1.928018	48.40766	2.986344	47.862439	2.986344	1.012244E+15	8.821111E-5	11334.739722	7.933004E+16	0	0	19.84075	1.110478	0	0
20.493363	10.830955	1.691443	48.275333	3.514518	47.632418	3.514518	9.460657E+14	8.832762E-5	11320.001209	7.901967E+16	0	0	19.829503	1.101882	0	0
24.097161	10.853856	1.278918	48.146894	3.990424	47.415527	3.990424	8.857767E+14	8.838203E-5	11313.215305	7.873692E+16	0	0	19.822413	1.093166	0	0
28.045125	10.850638	0.928317	48.018307	4.439726	47.20304	4.439726	8.290958E+14	8.846609E-5	11302.624823	7.847109E+16	0	0	19.838583	1.085399	0	0
31.985322	10.849285	0.570247	47.88977	4.854861	46.996575	4.854861	7.759087E+14	8.846177E-5	11303.319001	7.822165E+16	0	0	19.802628	1.076069	0	0
33.15021	10.833743	0.514849	47.761462	5.239149	46.795737	5.239149	7.260839E+14	8.838541E-5	11313.209229	7.798798E+16	0	0	19.815354	1.065594	0	0
34.309803	10.836211	0.400483	47.635603	5.594323	46.602495	5.594323	6.802035E+14	8.832705E-5	11320.791628	7.777281E+16	0	0	19.820441	1.055192	0	0
35.429032	10.823674	0.332085	47.509729	5.930068	46.412589	5.930068	6.371139E+14	8.83032E-5	11323.944534	7.757072E+16	0	0	19.805801	1.045595	0	0
36.59992	10.825237	0.219745	47.383723	6.244653	46.226241	6.244653	5.966219E+14	8.826025E-5	11329.537922	7.738082E+16	0	0	19.820081	1.036436	0	0
37.769675	10.781335	0.201739	47.260429	6.531131	46.047658	6.531131	5.594147E+14	8.816329E-5	11342.069694	7.720632E+16	0	0	19.804735	1.026325	0	0
38.874357	10.714781	0.18665	47.142657	6.79755	45.878236	6.79755	5.259776E+14	8.82565E-5	11330.150931	7.704951E+16	0	0	19.80738	1.016126	0	0
40.009916	10.605553	0.172445	47.019363	7.043839	45.706769	7.043839	4.93052E+14	8.799445E-5	11363.949631	7.689509E+16	0	0	19.815375	1.006381	0	0
