Vload_(V)	ILoad_(A)	RsLoad_(ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(A)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)	(Carrier_Density+Doping)/qWni^2_(cm^2/C)	Carrier_Density_at_Vmp_(cm-3)	Lifetime_at_Vmp_(s)	Efficiency_(%)	Intensity_(suns)	Dark_IV_Voltage_(V)	Dark_IV_Current_(A)
3.410069	6.362274	0	65.403469	0.098748	65.342357	0.098748	3.86922E+15	0.000244	4076.713771	3.156837E+16	2.228515E+14	0.000412	19.598683	1.111053	0	0
3.379021	6.361543	2.453266	65.220317	0.527536	64.895617	0.527536	3.698585E+15	0.000248	4011.500652	3.076812E+16	0	0	19.583874	1.109513	0	0
5.819736	6.358122	5.21796	65.035939	0.933168	64.464728	0.933168	3.526428E+15	0.000254	3920.855387	2.996073E+16	0	0	19.578065	1.105939	0	0
11.474315	6.340097	6.059368	64.849071	1.304372	64.05511	1.304372	3.359975E+15	0.00026	3830.431193	2.918008E+16	0	0	19.584079	1.103841	0	0
16.495776	6.340495	5.256678	64.672371	1.637441	63.680983	1.637441	3.198048E+15	0.000265	3750.584695	2.842066E+16	0	0	19.601748	1.10187	0	0
21.35218	6.336602	4.580113	64.501184	1.940461	63.332427	1.940461	3.050991E+15	0.000271	3673.649745	2.773099E+16	0	0	19.579428	1.097378	0	0
27.668932	6.308494	3.951119	64.333264	2.226753	62.998931	2.226753	2.913952E+15	0.000277	3600.77796	2.708829E+16	0	0	19.569195	1.090644	0	0
33.435984	6.307034	3.049707	64.163752	2.489836	62.679515	2.489836	2.784553E+15	0.000283	3525.063474	2.648143E+16	0	0	19.555157	1.083678	0	0
39.226508	6.321292	1.989191	63.997955	2.732742	62.37723	2.732742	2.658816E+15	0.000288	3457.799625	2.589174E+16	0	0	19.583494	1.077503	0	0
44.996482	6.295839	1.303218	63.827381	2.961533	62.080234	2.961533	2.540438E+15	0.000294	3392.718062	2.533656E+16	0	0	19.609263	1.070266	0	0
46.450759	6.28225	1.158855	63.658807	3.17357	61.796386	3.17357	2.423251E+15	0.000299	3333.358563	2.478697E+16	0	0	19.570017	1.061545	0	0
47.900008	6.319886	0.633357	63.49346	3.372113	61.524753	3.372113	2.311882E+15	0.000304	3276.795927	2.426466E+16	0	0	19.53011	1.052226	0	0
49.382206	6.324958	0.339078	63.328276	3.554645	61.263776	3.554645	2.2068E+15	0.00031	3219.716878	2.377184E+16	0	0	19.565005	1.042795	0	0
50.857726	6.306276	0.293897	63.164603	3.725955	61.011797	3.725955	2.105806E+15	0.000315	3168.756191	2.329819E+16	0	0	19.614107	1.033284	0	0
52.232683	6.187061	0.591787	62.999051	3.886215	60.765453	3.886215	2.009542E+15	0.00032	3118.482388	2.284673E+16	0	0	19.574671	1.023167	0	0
53.787506	6.136193	0.457216	62.841504	4.033595	60.534859	4.033595	1.915912E+15	0.000325	3072.557141	2.240761E+16	0	0	19.552134	1.01238	0	0
55.135238	5.966375	0.499219	62.681261	4.171135	60.308226	4.171135	1.830194E+15	0.00033	3025.450981	2.200561E+16	0	0	19.572447	1.001952	0	0
56.653168	5.681974	0.511659	62.521712	4.298926	60.088559	4.298926	1.746295E+15	0.000335	2983.947352	2.161213E+16	0	0	19.606071	0.991755	0	0
58.040416	5.302337	0.50916	62.359509	4.420592	59.870649	4.420592	1.665954E+15	0.000339	2945.817636	2.123534E+16	0	0	19.603712	0.981694	0	0
59.402271	4.77873	0.501398	62.199389	4.534929	59.659479	4.534929	1.587445E+15	0.000343	2909.580528	2.086715E+16	0	0	19.591046	0.97172	0	0
60.700334	4.101772	0.495498	62.042699	4.641801	59.456276	4.641801	1.512985E+15	0.000348	2873.341235	2.051793E+16	0	0	19.581627	0.962058	0	0
61.967753	3.255803	0.488363	61.885478	4.740843	59.257545	4.740843	1.442955E+15	0.000352	2836.881547	2.018951E+16	0	0	19.571792	0.952404	0	0
63.135352	2.285185	0.516586	61.731892	4.832307	59.066875	4.832307	1.375424E+15	0.000356	2805.118554	1.987279E+16	0	0	19.608127	0.942718	0	0
64.140282	1.299385	0.580964	61.57949	4.917915	58.881012	4.917915	1.312021E+15	0.00036	2775.04258	1.957544E+16	0	0	19.621774	0.933287	0	0
54.519859	6.051953	0.484507	61.428721	4.997887	58.700187	4.997887	1.25154E+15	0.000364	2746.593839	1.929179E+16	0	0	19.604341	0.924223	0	0
65.444991	0	0	61.279627	5.07189	58.524566	5.07189	1.194024E+15	0.000367	2719.704691	1.902205E+16	0	0	19.603135	0.915287	0	0
0	0	0	61.13286	5.140994	58.354105	5.140994	1.139345E+15	0.000371	2695.823959	1.876561E+16	0	0	19.61624	0.90592	0	0
0	0	0	60.986052	5.206036	58.186165	5.206036	1.087594E+15	0.000374	2673.035386	1.852291E+16	0	0	19.641833	0.896425	0	0
0	0	0	60.840062	5.267292	58.021338	5.267292	1.037825E+15	0.000377	2652.195103	1.82895E+16	0	0	19.658931	0.887624	0	0
0	0	0	60.692846	5.325372	57.857426	5.325372	9.902581E+14	0.00038	2632.48157	1.806641E+16	0	0	19.598908	0.879438	0	0
0	0	0	60.548774	5.379951	57.698515	5.379951	9.441769E+14	0.000382	2614.650874	1.78503E+16	0	0	19.567434	0.871364	0	0
0	0	0	60.402947	5.431447	57.539938	5.431447	9.008586E+14	0.000385	2596.254761	1.764714E+16	0	0	19.670274	0.862786	0	0
0	0	0	60.253117	5.481296	57.3789	5.481296	8.587505E+14	0.000387	2580.899285	1.744966E+16	0	0	19.685492	0.854425	0	0
0	0	0	60.109209	5.530166	57.223968	5.530166	8.172526E+14	0.000389	2566.824985	1.725504E+16	0	0	19.638654	0.846605	0	0
0	0	0	59.967506	5.573387	57.074205	5.573387	7.790277E+14	0.000393	2543.488937	1.707577E+16	0	0	19.627702	0.838866	0	0
0	0	0	59.826906	5.614728	56.926628	5.614728	7.429037E+14	0.000395	2528.715482	1.690635E+16	0	0	19.61764	0.830959	0	0
0	0	0	59.686796	5.653131	56.781212	5.653131	7.085009E+14	0.000398	2512.630535	1.674501E+16	0	0	19.640947	0.822765	0	0
0	0	0	59.549095	5.688578	56.639665	5.688578	6.756011E+14	0.0004	2499.693822	1.659071E+16	0	0	19.672544	0.814786	0	0
0	0	0	59.411884	5.722135	56.499696	5.722135	6.445707E+14	0.000402	2489.134047	1.644519E+16	0	0	19.660938	0.807246	0	0
0	0	0	59.275367	5.754184	56.361281	5.754184	6.14896E+14	0.000403	2479.351406	1.630601E+16	0	0	19.615806	0.800113	0	0
0	0	0	59.138279	5.784134	56.223574	5.784134	5.865664E+14	0.000405	2469.025516	1.617315E+16	0	0	19.582942	0.792797	0	0
0	0	0	59.00556	5.813111	56.090408	5.813111	5.592796E+14	0.000406	2461.998102	1.604518E+16	0	0	19.62555	0.785009	0	0
0	0	0	58.868471	5.84038	55.954335	5.84038	5.33936E+14	0.000408	2449.64741	1.592632E+16	0	0	19.658975	0.777485	0	0
0	0	0	58.736692	5.865375	55.824265	5.865375	5.088309E+14	0.000409	2442.910207	1.580858E+16	0	0	19.634931	0.770488	0	0
0	0	0	58.602584	5.889554	55.692643	5.889554	4.856925E+14	0.00041	2436.758206	1.570007E+16	0	0	19.627775	0.763563	0	0
0	0	0	58.47011	5.912281	55.56331	5.912281	4.631132E+14	0.000411	2431.245126	1.559417E+16	0	0	19.592605	0.756406	0	0
0	0	0	58.338167	5.933613	55.435243	5.933613	4.417358E+14	0.000412	2426.386414	1.549392E+16	0	0	19.636155	0.749097	0	0
0	0	0	58.206755	5.954023	55.308201	5.954023	4.213289E+14	0.000413	2423.345479	1.539821E+16	0	0	19.652043	0.742243	0	0
0	0	0	58.077997	5.972996	55.184318	5.972996	4.018522E+14	0.000413	2419.84494	1.530687E+16	0	0	19.621024	0.735972	0	0
0	0	0	57.944462	5.991485	55.056504	5.991485	3.83562E+14	0.000414	2417.439048	1.522109E+16	0	0	19.600022	0.72935	0	0
0	0	0	57.813376	6.008628	54.931607	6.008628	3.653936E+14	0.000414	2417.1361	1.513588E+16	0	0	19.624692	0.722456	0	0
0	0	0	57.684333	6.025003	54.808975	6.025003	3.483235E+14	0.000413	2418.383204	1.505582E+16	0	0	19.632296	0.715467	0	0
0	0	0	57.560802	6.040379	54.691796	6.040379	3.322333E+14	0.000414	2418.123549	1.498036E+16	0	0	19.613216	0.708916	0	0
0	0	0	57.430207	6.055371	54.568589	6.055371	3.174709E+14	0.000414	2415.215232	1.491113E+16	0	0	19.606406	0.702565	0	0
0	0	0	57.304634	6.069177	54.450475	6.069177	3.025212E+14	0.000414	2416.53534	1.484102E+16	0	0	19.54345	0.696334	0	0
0	0	0	57.178408	6.082421	54.332108	6.082421	2.887606E+14	0.000414	2417.819401	1.477648E+16	0	0	19.556297	0.689735	0	0
0	0	0	57.055367	6.094937	54.216969	6.094937	2.75513E+14	0.000413	2419.581453	1.471435E+16	0	0	19.619458	0.682905	0	0
0	0	0	56.930653	6.106988	54.100616	6.106988	2.631437E+14	0.000413	2420.033363	1.465634E+16	0	0	19.606917	0.67677	0	0
0	0	0	56.807612	6.118017	53.986276	6.118017	2.51134E+14	0.000413	2421.464709	1.460002E+16	0	0	19.642323	0.670857	0	0
0	0	0	56.68792	6.128995	53.874981	6.128995	2.397875E+14	0.000412	2426.490454	1.45468E+16	0	0	19.568741	0.664785	0	0
0	0	0	56.562878	6.139407	53.759245	6.139407	2.292107E+14	0.000412	2424.380058	1.44972E+16	0	0	19.493371	0.658379	0	0
0	0	0	56.441389	6.148857	53.647147	6.148857	2.186287E+14	0.000412	2428.279632	1.444757E+16	0	0	19.615061	0.65178	0	0
0	0	0	56.32182	6.158101	53.536886	6.158101	2.087878E+14	0.000411	2434.92655	1.440142E+16	0	0	19.595031	0.645605	0	0
0	0	0	56.198126	6.167358	53.423002	6.167358	1.995104E+14	0.00041	2437.791618	1.435791E+16	0	0	19.530083	0.639916	0	0
0	0	0	56.080966	6.175341	53.315525	6.175341	1.903229E+14	0.00041	2439.606348	1.431482E+16	0	0	19.517521	0.634131	0	0
0	0	0	55.959558	6.183452	53.204259	6.183452	1.819906E+14	0.000409	2446.82393	1.427574E+16	0	0	19.562443	0.627684	0	0
0	0	0	55.838927	6.191158	53.093896	6.191158	1.737214E+14	0.000408	2452.073204	1.423696E+16	0	0	19.605613	0.621461	0	0
0	0	0	55.721359	6.198301	52.986531	6.198301	1.65859E+14	0.000407	2457.636457	1.420009E+16	0	0	19.585235	0.615812	0	0
0	0	0	55.601952	6.205311	52.877626	6.205311	1.585226E+14	0.000406	2464.045378	1.416568E+16	0	0	19.562855	0.610434	0	0
0	0	0	55.479892	6.211794	52.766631	6.211794	1.513887E+14	0.000405	2469.854943	1.413223E+16	0	0	19.518693	0.604841	0	0
0	0	0	55.360159	6.218359	52.657691	6.218359	1.444135E+14	0.000403	2482.224518	1.409951E+16	0	0	19.522019	0.598769	0	0
0	0	0	55.241325	6.224331	52.549832	6.224331	1.378706E+14	0.000402	2486.593389	1.406883E+16	0	0	19.581727	0.592993	0	0
