Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
4.46562	9.34880	0.00000	39.0414	-0.635779	39.2513	-0.635779	567905000000000	0.0000388961	25709.0
4.48816	9.34757	1.24831	38.9648	-0.170830	39.0212	-0.170830	541486000000000	0.0000388980	25707.8
4.54666	9.35359	-0.498766	38.8596	0.397057	38.7285	0.397057	507112000000000	0.0000387398	25812.8
5.10026	9.35624	-0.557898	38.7385	1.00989	38.4050	1.00989	470148000000000	0.0000385554	25936.3
6.83258	9.35473	-0.743110	38.6127	1.59950	38.0843	1.59950	434495000000000	0.0000383426	26080.3
8.63547	9.35110	-0.936056	38.4870	2.14569	37.7780	2.14569	401499000000000	0.0000381176	26234.4
10.6173	9.34160	1.33238	38.3624	2.65287	37.4857	2.65287	371213000000000	0.0000379116	26376.9
12.4435	9.34599	0.785543	38.2384	3.11964	37.2073	3.11964	343262000000000	0.0000376840	26536.3
14.2572	9.33713	1.12172	38.1164	3.54923	36.9431	3.54923	317787000000000	0.0000374715	26686.8
16.0606	9.33951	0.843043	37.9945	3.94270	36.6909	3.94270	294170000000000	0.0000372113	26873.4
17.8700	9.33598	0.774790	37.8733	4.30776	36.4487	4.30776	272397000000000	0.0000369523	27061.8
19.6639	9.33707	0.544739	37.7522	4.64418	36.2161	4.64418	252212000000000	0.0000366607	27277.0
21.4808	9.33392	0.451041	37.6325	4.95432	35.9935	4.95432	233708000000000	0.0000363685	27496.2
23.2836	9.33006	0.355918	37.5151	5.23986	35.7813	5.23986	216862000000000	0.0000360922	27706.8
23.8822	9.33511	0.157732	37.3974	5.50589	35.5753	5.50589	201169000000000	0.0000357982	27934.3
24.4833	9.32614	0.286787	37.2834	5.74952	35.3803	5.74952	187037000000000	0.0000355362	28140.2
25.0793	9.32622	0.221787	37.1704	5.97470	35.1925	5.97470	173998000000000	0.0000352653	28356.5
25.6762	9.31906	0.226256	37.0563	6.18700	35.0078	6.18700	161742000000000	0.0000349824	28585.8
26.2714	9.31529	0.197740	36.9436	6.38134	34.8304	6.38134	150477000000000	0.0000346773	28837.3
26.8753	9.29701	0.250073	36.8308	6.56295	34.6571	6.56295	139971000000000	0.0000343590	29104.4
27.4702	9.27441	0.271969	36.7200	6.73182	34.4900	6.73182	130364000000000	0.0000340656	29355.1
28.0786	9.24001	0.293447	36.6113	6.88674	34.3296	6.88674	121575000000000	0.0000337680	29613.8
28.6719	9.19580	0.305335	36.5028	7.03226	34.1725	7.03226	113386000000000	0.0000334717	29876.0
29.2644	9.13149	0.317599	36.3954	7.16696	34.0201	7.16696	105819000000000	0.0000331665	30150.9
29.8525	9.04306	0.327279	36.2898	7.29353	33.8722	7.29353	98867300000000	0.0000328961	30398.7
30.4385	8.93279	0.329853	36.1854	7.41132	33.7284	7.41132	92439100000000	0.0000326271	30649.3
31.0124	8.78747	0.332930	36.0807	7.52065	33.5871	7.52065	86416100000000	0.0000323254	30935.4
31.6042	8.59546	0.333417	35.9772	7.62307	33.4492	7.62307	80836600000000	0.0000320328	31218.0
32.1739	8.36123	0.333083	35.8739	7.71826	33.3139	7.71826	75627900000000	0.0000317184	31527.5
