Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
3.03824	5.91905	0.00000	50.3484	0.858763	49.9078	0.858763	6253800000000000	0.000549765	1754.04
2.79776	5.92053	-0.485110	52.1582	0.112725	52.1038	0.112725	10648700000000000	0.000815840	1037.49
3.04240	5.92041	-0.526296	52.7507	-0.201212	52.8459	-0.201212	12625400000000000	0.000917663	825.120
5.06881	5.91980	-0.867904	52.9064	-0.113719	52.9600	-0.113719	13199700000000000	0.000973323	738.181
7.34194	5.91901	0.0715278	52.8930	0.171978	52.8120	0.171978	13149000000000000	0.00101778	695.522
9.91521	5.91660	3.12150	52.8127	0.511039	52.5715	0.511039	12851100000000000	0.00105709	671.845
12.0514	5.91314	3.45203	52.7075	0.851116	52.3042	0.851116	12470000000000000	0.00109457	655.464
14.3024	5.91149	3.26818	52.5920	1.17643	52.0323	1.17643	12064200000000000	0.00113159	642.112
16.6474	5.91187	2.83042	52.4723	1.48448	51.7631	1.48448	11656900000000000	0.00116933	629.624
18.9475	5.91131	2.50101	52.3510	1.76890	51.5024	1.76890	11257300000000000	0.00120665	618.376
21.4014	5.91007	2.20645	52.2289	2.03262	51.2497	2.03262	10868300000000000	0.00124399	607.785
23.8493	5.90956	1.84064	52.1056	2.27966	51.0026	2.27966	10487900000000000	0.00128194	597.474
26.2468	5.91029	1.36618	51.9820	2.50952	50.7626	2.50952	10119400000000000	0.00132029	587.421
28.6211	5.90558	1.35297	51.8575	2.72427	50.5282	2.72427	9760770000000000	0.00135910	577.628
30.9226	5.90594	0.940260	51.7340	2.92377	50.3013	2.92377	9416490000000000	0.00139849	567.863
33.2410	5.89841	0.838039	51.6105	3.10822	50.0810	3.10822	9083640000000000	0.00143759	558.639
35.5751	5.88032	0.802271	51.4877	3.27753	49.8682	3.27753	8763660000000000	0.00147584	550.088
36.3209	5.87011	0.802038	51.3661	3.43465	49.6620	3.43465	8457110000000000	0.00151429	541.648
37.0924	5.86181	0.755553	51.2449	3.58085	49.4611	3.58085	8161640000000000	0.00155276	533.436
37.8674	5.84665	0.745462	51.1231	3.71494	49.2650	3.71494	7874210000000000	0.00158922	526.316
38.6381	5.83429	0.696039	51.0015	3.83721	49.0745	3.83721	7596750000000000	0.00162326	520.244
39.4165	5.81080	0.690612	50.8816	3.95121	48.8895	3.95121	7331990000000000	0.00165745	514.099
40.1706	5.78835	0.659228	50.7625	4.05876	48.7081	4.05876	7077290000000000	0.00169237	507.740
40.9442	5.75721	0.636389	50.6395	4.16368	48.5235	4.16368	6822970000000000	0.00172908	501.065
41.7015	5.71739	0.617435	50.5169	4.26077	48.3429	4.26077	6577750000000000	0.00176453	494.901
42.4753	5.66773	0.595470	50.3975	4.35098	48.1687	4.35098	6346640000000000	0.00180048	488.542
43.2248	5.60194	0.581972	50.2775	4.43471	47.9970	4.43471	6121970000000000	0.00183471	482.830
43.9943	5.51442	0.570152	50.1594	4.51317	47.8297	4.51317	5907850000000000	0.00186935	477.006
44.7355	5.41229	0.552702	50.0386	4.58803	47.6610	4.58803	5695980000000000	0.00190367	471.443
45.4752	5.26888	0.546237	49.9204	4.65842	47.4972	4.65842	5495360000000000	0.00193918	465.551
46.2186	5.08374	0.539200	49.8014	4.72330	47.3352	4.72330	5299840000000000	0.00197165	460.563
46.9574	4.84371	0.534263	49.6846	4.78240	47.1781	4.78240	5113900000000000	0.00200141	456.236
47.6568	4.55120	0.533731	49.5675	4.83885	47.0221	4.83885	4933600000000000	0.00203174	451.783
48.3304	4.20080	0.534378	49.4514	4.89258	46.8683	4.89258	4760410000000000	0.00206304	447.104
48.9985	3.78171	0.539480	49.3348	4.94479	46.7145	4.94479	4591880000000000	0.00209664	441.951
49.6481	3.31577	0.537963	49.2190	4.99211	46.5641	4.99211	4429960000000000	0.00212598	437.794
50.2663	2.80321	0.545028	49.1025	5.03743	46.4137	5.03743	4272060000000000	0.00215559	433.615
50.8470	2.26556	0.567348	48.9867	5.07986	46.2654	5.07986	4120140000000000	0.00218405	429.685
51.3973	1.71326	0.448548	48.8721	5.11941	46.1198	5.11941	3974390000000000	0.00221099	426.064
51.8793	1.18190	0.379147	48.7580	5.15644	45.9761	5.15644	3833960000000000	0.00223643	422.741
52.2904	0.668379	0.243086	48.6443	5.19052	45.8342	5.19052	3698380000000000	0.00225826	420.113
52.6223	0.247506	-0.361014	48.5315	5.22302	45.6939	5.22302	3567940000000000	0.00228034	417.400
43.7262	5.54996	0.570502	48.4186	5.25387	45.5544	5.25387	3441550000000000	0.00230159	414.821
52.5192	0.00000	0.00000	48.3055	5.28404	45.4150	5.28404	3318860000000000	0.00232499	411.825
0.00000	0.00000	0.00000	48.1921	5.31212	45.2762	5.31212	3199620000000000	0.00234515	409.418
0.00000	0.00000	0.00000	48.0773	5.33938	45.1363	5.33938	3082780000000000	0.00236577	406.919
0.00000	0.00000	0.00000	47.9645	5.36542	44.9990	5.36542	2971490000000000	0.00238760	404.173
0.00000	0.00000	0.00000	47.8510	5.38951	44.8620	5.38951	2863150000000000	0.00240522	402.155
0.00000	0.00000	0.00000	47.7369	5.41242	44.7249	5.41242	2757570000000000	0.00242129	400.381
