Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
4.53343	9.61961	0.00000	39.8690	-0.652372	40.0509	-0.652372	944143000000000	0.0000645083	15500.4
4.52279	9.61500	2.14125	39.7994	-0.226623	39.8627	-0.226623	905089000000000	0.0000645139	15499.2
4.57270	9.61517	2.12614	39.6936	0.343964	39.5973	0.343964	848650000000000	0.0000642120	15572.2
5.02941	9.61705	1.91316	39.5616	0.997778	39.2817	0.997778	782894000000000	0.0000637288	15690.5
6.77075	9.61296	1.99763	39.4238	1.60543	38.9721	1.60543	719394000000000	0.0000629998	15872.2
8.56508	9.60654	1.98065	39.2859	2.16713	38.6744	2.16713	660784000000000	0.0000622287	16069.0
10.5403	9.61068	1.67842	39.1510	2.67995	38.3928	2.67995	607873000000000	0.0000614761	16265.9
12.3691	9.60687	1.57791	39.0205	3.15297	38.1262	3.15297	560591000000000	0.0000608414	16435.7
14.1770	9.60326	1.45977	38.8889	3.59648	37.8660	3.59648	516452000000000	0.0000601783	16616.8
15.9718	9.60109	1.30926	38.7575	4.00358	37.6158	4.00358	475748000000000	0.0000594537	16819.4
17.7779	9.60274	1.09443	38.6269	4.37879	37.3750	4.37879	438388000000000	0.0000587071	17033.4
19.5719	9.59875	0.961909	38.4983	4.72741	37.1433	4.72741	404370000000000	0.0000580104	17238.0
21.3828	9.59815	0.778879	38.3695	5.05248	36.9176	5.05248	372877000000000	0.0000572999	17451.8
23.1814	9.59814	0.591630	38.2419	5.35128	36.7002	5.35128	344019000000000	0.0000565662	17678.2
24.9772	9.59300	0.442102	38.1175	5.62495	36.4930	5.62495	318005000000000	0.0000558711	17898.2
26.7761	9.58568	0.299510	37.9944	5.88093	36.2919	5.88093	294147000000000	0.0000552177	18110.0
27.3646	9.57808	0.278415	37.8717	6.11591	36.0969	6.11591	272113000000000	0.0000545071	18346.1
27.9648	9.55429	0.301632	37.7513	6.33125	35.9096	6.33125	252061000000000	0.0000537970	18588.3
28.5739	9.52402	0.308013	37.6328	6.53257	35.7282	6.53257	233757000000000	0.0000531441	18816.7
29.1654	9.48313	0.312510	37.5145	6.72111	35.5504	6.72111	216781000000000	0.0000524904	19051.0
29.7523	9.42658	0.314737	37.3984	6.89666	35.3784	6.89666	201294000000000	0.0000518827	19274.2
30.3445	9.35244	0.313096	37.2843	7.05703	35.2128	7.05703	187151000000000	0.0000512562	19509.8
30.9295	9.25287	0.311634	37.1732	7.20662	35.0533	7.20662	174316000000000	0.0000507005	19723.6
31.5146	9.12355	0.308839	37.0616	7.34614	34.8959	7.34614	162287000000000	0.0000500987	19960.5
32.0934	8.95439	0.306914	36.9518	7.47724	34.7428	7.47724	151270000000000	0.0000495554	20179.4
