Vload_(V)	ILoad_(A)	RsLoad_(ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(A)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)	(Carrier_Density+Doping)/qWni^2_(cm^2/C)	Carrier_Density_at_Vmp_(cm-3)	Lifetime_at_Vmp_(s)	Efficiency_(%)	Intensity_(suns)	Dark_IV_Voltage_(V)	Dark_IV_Current_(A)
3.138364	5.986766	0	52.143374	0.420949	51.753154	0.420949	8.472102E+15	0.000685	1340.31477	7.564355E+16	3.960349E+14	0.000692	18.720844	1.107945	0	0
3.078869	5.984384	4.030649	52.030624	0.697908	51.388454	0.697908	8.41561E+15	0.000654	1411.224318	7.537861E+16	0	0	18.809471	1.104899	0	0
3.764125	5.981991	4.480854	51.916771	1.003989	50.999927	1.003989	8.157317E+15	0.000652	1423.357364	7.416725E+16	0	0	18.871241	1.101398	0	0
7.788152	5.980021	4.095902	51.793077	1.316283	50.600958	1.316283	7.834771E+15	0.000659	1415.599012	7.265455E+16	0	0	18.882712	1.100263	0	0
12.34351	5.958217	4.366785	51.673671	1.601073	50.235267	1.601073	7.519935E+15	0.000671	1395.658226	7.117801E+16	0	0	18.901569	1.097961	0	0
16.328424	5.954676	3.772358	51.554469	1.87492	49.883648	1.87492	7.189897E+15	0.000685	1374.449787	6.963018E+16	0	0	18.932806	1.092756	0	0
20.097052	5.949969	3.225898	51.429877	2.129204	49.548606	2.129204	6.882818E+15	0.000698	1353.759181	6.819002E+16	0	0	19.002604	1.085818	0	0
23.750262	5.946811	2.663252	51.306142	2.36537	49.234026	2.36537	6.587213E+15	0.000713	1331.19455	6.680366E+16	0	0	19.05902	1.079351	0	0
27.957645	5.942185	2.022484	51.177425	2.585124	48.93306	2.585124	6.289581E+15	0.000725	1313.074764	6.540781E+16	0	0	19.090956	1.073331	0	0
32.368416	5.935096	1.36918	51.048871	2.791559	48.647134	2.791559	6.005123E+15	0.000738	1295.783338	6.407374E+16	0	0	19.133974	1.065145	0	0
36.750517	5.937055	0.60817	50.925055	2.987464	48.377291	2.987464	5.720612E+15	0.000748	1282.388402	6.273942E+16	0	0	19.196819	1.055528	0	0
37.877517	5.955791	0.131901	50.801769	3.166785	48.124849	3.166785	5.447701E+15	0.000758	1269.227803	6.14595E+16	0	0	19.218472	1.046255	0	0
39.003197	5.956666	-0.07461	50.678973	3.333857	47.885753	3.333857	5.195133E+15	0.000771	1253.020458	6.027499E+16	0	0	19.222785	1.037502	0	0
40.113134	5.92184	0.196011	50.554626	3.489214	47.657661	3.489214	4.953365E+15	0.000781	1239.057645	5.914113E+16	0	0	19.238011	1.028285	0	0
41.241679	5.858956	0.365503	50.435342	3.635305	47.443486	3.635305	4.721902E+15	0.000792	1225.970333	5.80556E+16	0	0	19.268832	1.018101	0	0
42.362979	5.732981	0.509252	50.30977	3.772819	47.233586	3.772819	4.496727E+15	0.000801	1214.995753	5.699956E+16	0	0	19.275535	1.008108	0	0
43.472616	5.542865	0.5811	50.188118	3.8992	47.03777	3.8992	4.289168E+15	0.000811	1201.87529	5.602613E+16	0	0	19.28448	0.998787	0	0
44.57524	5.17737	0.680806	50.064669	4.02024	46.846746	4.02024	4.079328E+15	0.00082	1192.406473	5.504201E+16	0	0	19.260994	0.989162	0	0
45.595982	4.782644	0.709984	49.940566	4.13167	46.664672	4.13167	3.884253E+15	0.000828	1183.115369	5.412713E+16	0	0	19.263612	0.979362	0	0
46.58292	4.36532	0.699089	49.818587	4.23666	46.490916	4.23666	3.694303E+15	0.000836	1173.972538	5.323629E+16	0	0	19.279345	0.969361	0	0
47.552762	3.773028	0.725099	49.694362	4.334527	46.322608	4.334527	3.511224E+15	0.000842	1167.215337	5.237767E+16	0	0	19.266803	0.959793	0	0
48.4458	3.036143	0.799312	49.574589	4.425921	46.164018	4.425921	3.338731E+15	0.000849	1159.847527	5.15687E+16	0	0	19.251281	0.950743	0	0
49.295419	2.302564	0.891484	49.450364	4.511521	46.007955	4.511521	3.170416E+15	0.000854	1154.831583	5.077933E+16	0	0	19.251062	0.941374	0	0
50.039275	1.567921	1.072173	49.330386	4.590629	45.861151	4.590629	3.014938E+15	0.000859	1148.697279	5.005016E+16	0	0	19.249074	0.932101	0	0
50.662128	0.910323	1.43158	49.209755	4.667191	45.716942	4.667191	2.860515E+15	0.000863	1145.760262	4.932593E+16	0	0	19.248895	0.922788	0	0
51.202209	0.395123	2.269714	49.088756	4.736536	45.578943	4.736536	2.717764E+15	0.000866	1142.542685	4.865645E+16	0	0	19.261571	0.913851	0	0
42.73139	5.621678	0.618891	48.972331	4.800698	45.449005	4.800698	2.580365E+15	0.00087	1138.542758	4.801206E+16	0	0	19.264891	0.90469	0	0
52.279242	0	0	48.84929	4.862426	45.317089	4.862426	2.44852E+15	0.000871	1137.880346	4.739373E+16	0	0	19.244533	0.895665	0	0
0	0	0	48.726821	4.920503	45.189124	4.920503	2.327122E+15	0.000873	1136.740733	4.682439E+16	0	0	19.249745	0.886528	0	0
0	0	0	48.608967	4.976774	45.066525	4.976774	2.204457E+15	0.000872	1138.470585	4.62491E+16	0	0	19.240591	0.877726	0	0
0	0	0	48.487805	5.029282	44.945091	5.029282	2.087913E+15	0.000871	1140.769003	4.570253E+16	0	0	19.212112	0.869173	0	0
0	0	0	48.371175	5.07919	44.829375	5.07919	1.980812E+15	0.000872	1139.703661	4.520024E+16	0	0	19.21645	0.860595	0	0
0	0	0	48.250381	5.128708	44.711772	5.128708	1.875689E+15	0.000871	1141.685601	4.470723E+16	0	0	19.214385	0.851994	0	0
0	0	0	48.131669	5.171782	44.600723	5.171782	1.779108E+15	0.000872	1141.506309	4.425427E+16	0	0	19.192802	0.843656	0	0
0	0	0	48.01312	5.214276	44.490801	5.214276	1.683674E+15	0.000873	1140.940973	4.38067E+16	0	0	19.184168	0.83555	0	0
0	0	0	47.890406	5.25376	44.38067	5.25376	1.594279E+15	0.00087	1144.930831	4.338745E+16	0	0	19.187163	0.827364	0	0
0	0	0	47.772797	5.290733	44.276248	5.290733	1.509194E+15	0.000869	1146.860472	4.298841E+16	0	0	19.186682	0.819178	0	0
0	0	0	47.65139	5.325903	44.170969	5.325903	1.425364E+15	0.000865	1152.669814	4.259526E+16	0	0	19.179914	0.811088	0	0
0	0	0	47.53378	5.358693	44.070306	5.358693	1.348917E+15	0.000862	1156.921699	4.223673E+16	0	0	19.186229	0.80303	0	0
0	0	0	47.4127	5.389819	43.968843	5.389819	1.273848E+15	0.000857	1163.541205	4.188467E+16	0	0	19.178582	0.795116	0	0
0	0	0	47.292314	5.419592	43.86916	5.419592	1.204708E+15	0.000853	1169.572114	4.156041E+16	0	0	19.176918	0.787346	0	0
0	0	0	47.173724	5.448048	43.771936	5.448048	1.13706E+15	0.000847	1178.022336	4.124315E+16	0	0	19.183134	0.779672	0	0
0	0	0	47.052889	5.474264	43.675008	5.474264	1.073211E+15	0.000842	1186.106785	4.094371E+16	0	0	19.146688	0.772086	0	0
0	0	0	46.934789	5.499181	43.581078	5.499181	1.013501E+15	0.000837	1193.189205	4.066368E+16	0	0	19.150232	0.764699	0	0
0	0	0	46.813872	5.522614	43.48653	5.522614	9.55777E+14	0.00083	1203.883275	4.039296E+16	0	0	19.128254	0.757289	0	0
0	0	0	46.694956	5.544931	43.394317	5.544931	9.022704E+14	0.000823	1213.450392	4.014202E+16	0	0	19.111665	0.749855	0	0
0	0	0	46.574161	5.566397	43.301685	5.566397	8.503386E+14	0.000815	1225.845184	3.989847E+16	0	0	19.103873	0.742836	0	0
0	0	0	46.454469	5.585833	43.211276	5.585833	8.019565E+14	0.000807	1237.449164	3.967156E+16	0	0	19.121883	0.735721	0	0
0	0	0	46.332	5.604834	43.119569	5.604834	7.554186E+14	0.000799	1249.98926	3.94533E+16	0	0	19.129212	0.728654	0	0
0	0	0	46.205734	5.623161	43.026031	5.623161	7.117806E+14	0.00079	1265.4042	3.924865E+16	0	0	19.115237	0.721548	0	0
0	0	0	46.08645	5.640463	42.93793	5.640463	6.695615E+14	0.00078	1281.548905	3.905064E+16	0	0	19.078107	0.714681	0	0
0	0	0	45.965737	5.657051	42.849537	5.657051	6.284844E+14	0.000769	1299.896433	3.8858E+16	0	0	19.080105	0.707638	0	0
0	0	0	45.842329	5.672331	42.760335	5.672331	5.918539E+14	0.00076	1314.747463	3.86862E+16	0	0	19.099098	0.701027	0	0
0	0	0	45.723453	5.687065	42.674618	5.687065	5.568299E+14	0.000751	1330.576384	3.852195E+16	0	0	19.117119	0.694328	0	0
0	0	0	45.599596	5.700947	42.586312	5.700947	5.230459E+14	0.00074	1350.945609	3.83635E+16	0	0	19.088969	0.687813	0	0
