Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
3.15619	5.92153	0.00000	50.3295	0.935980	49.8072	0.935980	6218470000000000	0.000554854	1738.08
2.81917	5.92103	2.55327	52.1292	0.178617	52.0260	0.178617	10559800000000000	0.000817959	1037.45
3.16746	5.92311	-0.545667	52.7210	-0.139911	52.8027	-0.139911	12518300000000000	0.000918709	828.349
5.24748	5.92156	-0.337237	52.8824	-0.0915041	52.9361	-0.0915041	13109600000000000	0.000969848	745.799
7.45464	5.91968	3.28527	52.8759	0.170171	52.7762	0.170171	13085200000000000	0.00101209	703.825
9.90093	5.91922	3.05278	52.7993	0.505255	52.5036	0.505255	12802100000000000	0.00105145	679.007
12.0085	5.91675	3.27445	52.6947	0.853831	52.1959	0.853831	12424500000000000	0.00109063	660.648
14.2456	5.91904	2.38458	52.5775	1.18612	51.8861	1.18612	12014100000000000	0.00112860	646.448
16.5338	5.91690	2.48437	52.4572	1.49335	51.5887	1.49335	11606300000000000	0.00116594	634.060
18.8695	5.91630	2.18329	52.3361	1.77704	51.3050	1.77704	11209000000000000	0.00120311	622.615
21.3432	5.91632	1.76283	52.2144	2.04305	51.0318	2.04305	10822900000000000	0.00124134	611.140
23.8229	5.91433	1.61750	52.0907	2.29292	50.7665	2.29292	10442800000000000	0.00128023	600.084
26.2160	5.91261	1.39009	51.9675	2.52353	50.5135	2.52353	10077000000000000	0.00131922	589.458
28.5790	5.91173	1.07298	51.8440	2.73396	50.2726	2.73396	9722480000000000	0.00135683	580.097
30.8966	5.91001	0.827778	51.7225	2.92784	50.0436	2.92784	9385000000000000	0.00139456	570.864
33.2009	5.90069	0.845437	51.6015	3.10699	49.8240	3.10699	9060000000000000	0.00143196	562.087
35.5156	5.88544	0.772308	51.4819	3.27322	49.6137	3.27322	8748910000000000	0.00146958	553.404
36.2696	5.87898	0.734701	51.3632	3.42534	49.4126	3.42534	8449920000000000	0.00150586	545.548
37.0377	5.86831	0.723807	51.2440	3.56787	49.2170	3.56787	8159420000000000	0.00154214	537.933
37.7873	5.85706	0.697537	51.1247	3.69962	49.0277	3.69962	7877970000000000	0.00157723	530.998
38.5569	5.84253	0.671704	51.0054	3.82388	48.8430	3.82388	7605490000000000	0.00161288	523.987
39.3308	5.82324	0.652665	50.8849	3.94159	48.6613	3.94159	7339130000000000	0.00164893	517.042
40.0847	5.80065	0.631851	50.7655	4.05197	48.4849	4.05197	7083590000000000	0.00168548	510.009
40.8452	5.77017	0.617638	50.6430	4.15627	48.3093	4.15627	6829960000000000	0.00172115	503.571
41.6028	5.73500	0.593118	50.5218	4.25196	48.1401	4.25196	6587340000000000	0.00175516	497.718
42.3671	5.69334	0.562901	50.4028	4.34086	47.9771	4.34086	6356830000000000	0.00178900	491.893
43.1412	5.64349	0.527527	50.2854	4.42392	47.8189	4.42392	6136470000000000	0.00182275	486.111
43.8934	5.56648	0.518695	50.1668	4.50262	47.6624	4.50262	5921130000000000	0.00185634	480.494
44.6353	5.45449	0.526018	50.0487	4.57607	47.5095	4.57607	5713460000000000	0.00188902	475.185
45.3726	5.30600	0.534528	49.9301	4.64669	47.3578	4.64669	5511560000000000	0.00192322	469.535
46.1084	5.10861	0.543663	49.8122	4.71369	47.2089	4.71369	5317300000000000	0.00195835	463.701
46.8444	4.84690	0.554302	49.6945	4.77501	47.0636	4.77501	5129450000000000	0.00199021	458.782
47.5400	4.53085	0.566438	49.5767	4.83265	46.9203	4.83265	4947490000000000	0.00202122	454.118
48.2184	4.16679	0.574179	49.4601	4.88680	46.7803	4.88680	4773140000000000	0.00205205	449.497
