Vload_(V)	ILoad_(A)	RsLoad_(ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(A)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)	(Carrier_Density+Doping)/qWni^2_(cm^2/C)	Carrier_Density_at_Vmp_(cm-3)	Lifetime_at_Vmp_(s)	Efficiency_(%)	Intensity_(suns)	Dark_IV_Voltage_(V)	Dark_IV_Current_(A)
5.650476	9.216423	0	38.669794	-0.379776	38.806597	-0.379776	6.7512E+14	4.811073E-5	20784.627295	4.026086E+16	3.158166E+13	3.771432E-5	15.670547	1.146028	0	0
5.779519	9.213345	1.465939	38.554749	0.260882	38.460697	0.260882	6.298893E+14	4.809862E-5	20789.958052	4.004873E+16	0	0	15.632966	1.143817	0	0
5.738962	9.216313	0.766703	38.437417	0.88258	38.118972	0.88258	5.866936E+14	4.814224E-5	20771.209693	3.984615E+16	0	0	15.633372	1.138541	0	0
6.31302	9.21428	1.276389	38.318991	1.469791	37.788231	1.469791	5.459294E+14	4.819298E-5	20749.414025	3.965497E+16	0	0	15.645885	1.135077	0	0
8.288444	9.209097	1.529242	38.19867	2.010661	37.47198	2.010661	5.072591E+14	4.814045E-5	20772.123683	3.947361E+16	0	0	15.596174	1.131261	0	0
10.74917	9.201275	1.544532	38.082253	2.503928	37.176546	2.503928	4.723226E+14	4.811882E-5	20781.518989	3.930976E+16	0	0	15.616176	1.125713	0	0
13.190361	9.199193	1.328878	37.970181	2.94646	36.903564	2.94646	4.408579E+14	4.808326E-5	20796.935805	3.91622E+16	0	0	15.590437	1.116853	0	0
15.595809	9.172167	1.392491	37.861572	3.352002	36.647223	3.352002	4.122776E+14	4.807561E-5	20800.28527	3.902816E+16	0	0	15.597731	1.107953	0	0
18.003459	9.142672	1.276543	37.754956	3.726284	36.404003	3.726284	3.859486E+14	4.807358E-5	20801.199795	3.890468E+16	0	0	15.609054	1.099971	0	0
20.407894	9.12367	1.073493	37.646184	4.076072	36.167289	4.076072	3.607504E+14	4.799261E-5	20836.326675	3.87865E+16	0	0	15.609152	1.090065	0	0
22.818907	9.110923	0.841354	37.536725	4.404232	35.937541	4.404232	3.369916E+14	4.788909E-5	20881.396001	3.867508E+16	0	0	15.635735	1.078858	0	0
25.22622	9.0978	0.605886	37.427806	4.710349	35.716166	4.710349	3.148484E+14	4.77819E-5	20928.262183	3.857123E+16	0	0	15.652817	1.067746	0	0
27.630022	9.076091	0.381698	37.319181	4.996255	35.502268	4.996255	2.941661E+14	4.766758E-5	20978.475453	3.847423E+16	0	0	15.650185	1.057792	0	0
28.533328	9.007062	0.374407	37.207321	5.265829	35.290879	5.265829	2.742426E+14	4.747149E-5	21065.151789	3.838079E+16	0	0	15.6576	1.047934	0	0
29.419885	8.896118	0.37222	37.098598	5.513575	35.090467	5.513575	2.561338E+14	4.730328E-5	21140.072154	3.829586E+16	0	0	15.663756	1.036943	0	0
30.307948	8.720061	0.372899	36.991361	5.744573	34.89753	5.744573	2.39412E+14	4.715689E-5	21205.714061	3.821744E+16	0	0	15.685357	1.025863	0	0
31.203566	8.455882	0.370773	36.885316	5.958885	34.711765	5.958885	2.23922E+14	4.700754E-5	21273.098212	3.81448E+16	0	0	15.707259	1.01551	0	0
32.069629	8.077333	0.369416	36.77968	6.156489	34.532398	6.156489	2.094639E+14	4.681202E-5	21361.963609	3.807699E+16	0	0	15.704021	1.005764	0	0
32.922285	7.579745	0.365247	36.674453	6.340472	34.358314	6.340472	1.959686E+14	4.659778E-5	21460.185399	3.80137E+16	0	0	15.706572	0.995826	0	0
33.764164	6.943154	0.35907	36.570826	6.511368	34.190545	6.511368	1.835102E+14	4.639212E-5	21555.3267	3.795527E+16	0	0	15.708833	0.985409	0	0
34.592816	6.152273	0.352886	36.467721	6.670225	34.02762	6.670225	1.718848E+14	4.616421E-5	21661.752251	3.790075E+16	0	0	15.721514	0.975128	0	0
35.357753	5.275284	0.346229	36.364829	6.818511	33.868699	6.818511	1.610035E+14	4.591582E-5	21778.944728	3.784972E+16	0	0	15.740834	0.96535	0	0
36.108766	4.279721	0.339038	36.260696	6.957172	33.711962	6.957172	1.506796E+14	4.560896E-5	21925.480601	3.78013E+16	0	0	15.746438	0.955923	0	0
36.824445	3.194666	0.341618	36.15898	7.086743	33.560945	7.086743	1.412239E+14	4.534759E-5	22051.855434	3.775695E+16	0	0	15.745205	0.94624	0	0
37.496626	2.071909	0.346915	36.058114	7.207537	33.413947	7.207537	1.32424E+14	4.507873E-5	22183.381893	3.771568E+16	0	0	15.74439	0.936678	0	0
38.054785	1.064704	0.347355	35.958718	7.320902	33.271111	7.320902	1.242808E+14	4.483694E-5	22303.014581	3.767749E+16	0	0	15.750565	0.926979	0	0
30.595714	8.645736	0.372561	35.858456	7.426016	33.130367	7.426016	1.165669E+14	4.452291E-5	22460.325906	3.764131E+16	0	0	15.76771	0.917432	0	0
38.602943	0	0	35.760595	7.523994	32.99464	7.523994	1.094935E+14	4.424234E-5	22602.763434	3.760814E+16	0	0	15.777144	0.908253	0	0
0	0	0	35.663045	7.615667	32.8615	7.615667	1.028644E+14	4.394405E-5	22756.192305	3.757705E+16	0	0	15.779703	0.89956	0	0
0	0	0	35.565004	7.702562	32.729573	7.702562	9.660155E+13	4.363735E-5	22916.131706	3.754768E+16	0	0	15.780232	0.891195	0	0
0	0	0	35.465787	7.784443	32.598251	7.784443	9.064741E+13	4.328912E-5	23100.477527	3.751975E+16	0	0	15.775621	0.882797	0	0
0	0	0	35.366604	7.861155	32.468827	7.861155	8.505823E+13	4.291918E-5	23299.591772	3.749354E+16	0	0	15.791699	0.874049	0	0
0	0	0	35.270768	7.933036	32.344562	7.933036	7.998213E+13	4.261824E-5	23464.123678	3.746974E+16	0	0	15.810716	0.86554	0	0
0	0	0	35.175407	8.002243	32.221732	8.002243	7.522907E+13	4.237042E-5	23601.363973	3.744744E+16	0	0	15.810342	0.857334	0	0
0	0	0	35.080257	8.068152	32.100303	8.068152	7.076567E+13	4.214426E-5	23728.015791	3.742651E+16	0	0	15.803544	0.849336	0	0
0	0	0	34.98635	8.128442	31.982186	8.128442	6.661809E+13	4.187272E-5	23881.88846	3.740706E+16	0	0	15.803635	0.841186	0	0
0	0	0	34.891674	8.185718	31.864371	8.185718	6.268075E+13	4.158725E-5	24045.823138	3.738859E+16	0	0	15.813367	0.832884	0	0
0	0	0	34.79793	8.238909	31.748992	8.238909	5.900979E+13	4.128206E-5	24223.592299	3.737138E+16	0	0	15.828083	0.824806	0	0
0	0	0	34.704348	8.288968	31.634913	8.288968	5.555819E+13	4.096525E-5	24410.930707	3.735519E+16	0	0	15.821718	0.817327	0	0
0	0	0	34.610392	8.335747	31.521642	8.335747	5.229451E+13	4.060694E-5	24626.327388	3.733988E+16	0	0	15.813528	0.809847	0	0
0	0	0	34.517088	8.380229	31.409868	8.380229	4.924211E+13	4.027077E-5	24831.903689	3.732557E+16	0	0	15.809235	0.80252	0	0
0	0	0	34.423866	8.422532	31.298965	8.422532	4.63693E+13	3.994204E-5	25036.274255	3.73121E+16	0	0	15.815627	0.794833	0	0
0	0	0	34.331935	8.462249	31.19032	8.462249	4.369955E+13	3.962465E-5	25236.812344	3.729958E+16	0	0	15.827531	0.787154	0	0
0	0	0	34.240265	8.499445	31.08286	8.499445	4.118967E+13	3.928645E-5	25454.067982	3.72878E+16	0	0	15.8261	0.779898	0	0
0	0	0	34.149526	8.534465	30.977143	8.534465	3.884659E+13	3.895429E-5	25671.111702	3.727682E+16	0	0	15.814422	0.772906	0	0
0	0	0	34.059604	8.567508	30.872979	8.567508	3.665552E+13	3.862887E-5	25887.370197	3.726654E+16	0	0	15.802096	0.766001	0	0
0	0	0	33.969845	8.59849	30.769734	8.59849	3.459114E+13	3.828103E-5	26122.595749	3.725686E+16	0	0	15.811669	0.758561	0	0
0	0	0	33.880266	8.627851	30.667262	8.627851	3.264634E+13	3.793105E-5	26363.622321	3.724774E+16	0	0	15.818887	0.751337	0	0
0	0	0	33.791667	8.655126	30.566556	8.655126	3.082998E+13	3.75613E-5	26623.14487	3.723922E+16	0	0	15.820571	0.7446	0	0
0	0	0	33.703313	8.681929	30.466264	8.681929	2.911893E+13	3.725569E-5	26841.534029	3.723119E+16	0	0	15.802745	0.738143	0	0
0	0	0	33.615678	8.706716	30.367447	8.706716	2.751529E+13	3.691595E-5	27088.560358	3.722367E+16	0	0	15.792813	0.731366	0	0
0	0	0	33.527128	8.730528	30.268048	8.730528	2.59843E+13	3.657031E-5	27344.58456	3.721649E+16	0	0	15.789073	0.724605	0	0
0	0	0	33.43861	8.752585	30.169326	8.752585	2.453876E+13	3.61782E-5	27640.954304	3.720971E+16	0	0	15.801983	0.717636	0	0
