Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
2.97294	6.30279	0.00000	65.0968	-0.439558	65.2286	-0.439558	3913000000000000	0.000243626	4079.24
3.01095	6.30378	-0.508856	65.6813	-0.561617	65.8322	-0.561617	4488010000000000	0.000274458	3610.11
5.57168	6.29809	5.09588	65.6105	-0.235259	65.6746	-0.235259	4414620000000000	0.000283446	3495.66
8.47597	6.28977	6.30972	65.4629	0.130033	65.4264	0.130033	4264900000000000	0.000290038	3417.64
11.3128	6.28470	6.06700	65.2988	0.539027	65.1429	0.539027	4103830000000000	0.000298888	3317.78
14.0766	6.28325	5.66532	65.1190	0.935450	64.8396	0.935450	3933560000000000	0.000307646	3224.80
16.8951	6.28062	5.28605	64.9408	1.30796	64.5378	1.30796	3770980000000000	0.000316926	3131.70
19.7213	6.27806	4.90376	64.7600	1.65275	64.2348	1.65275	3612010000000000	0.000326074	3045.13
22.6057	6.27474	4.51513	64.5806	1.96911	63.9361	1.96911	3460190000000000	0.000335172	2963.67
25.7526	6.27389	4.02865	64.4040	2.26437	63.6416	2.26437	3316190000000000	0.000344709	2882.74
28.8852	6.21607	4.07982	64.2268	2.53683	63.3487	2.53683	3176940000000000	0.000354125	2807.10
31.7869	6.21060	3.64390	64.0515	2.78622	63.0610	2.78622	3044180000000000	0.000363392	2736.47
34.7547	6.21104	3.16360	63.8780	3.01714	62.7775	3.01714	2917600000000000	0.000372759	2668.57
37.6635	6.21238	2.68845	63.7057	3.22986	62.4980	3.22986	2796390000000000	0.000382006	2604.78
40.5508	6.21174	2.22667	63.5372	3.42819	62.2246	3.42819	2682080000000000	0.000391668	2541.24
43.2643	6.24421	1.58117	63.3672	3.61116	61.9519	3.61116	2570820000000000	0.000400942	2483.16
46.1315	6.22589	1.24925	63.2044	3.78014	61.6901	3.78014	2468010000000000	0.000410690	2424.81
47.0772	6.21319	1.16884	63.0410	3.93654	61.4297	3.93654	2368320000000000	0.000420149	2370.80
48.0028	6.20172	1.07529	62.8792	4.07999	61.1742	4.07999	2273090000000000	0.000429279	2320.91
48.9481	6.18616	0.989118	62.7211	4.21209	60.9253	4.21209	2183110000000000	0.000438338	2273.43
49.8840	6.16358	0.918356	62.5666	4.33611	60.6823	4.33611	2098150000000000	0.000447845	2225.61
50.8376	6.13278	0.855290	62.4083	4.45315	60.4356	4.45315	2014000000000000	0.000457083	2181.05
51.7784	6.09359	0.798622	62.2524	4.56299	60.1931	4.56299	1933920000000000	0.000466620	2136.86
52.7327	6.04310	0.742957	62.0980	4.66494	59.9544	4.66494	1857280000000000	0.000476021	2095.02
53.6751	5.97621	0.696209	61.9424	4.75814	59.7166	4.75814	1782660000000000	0.000484465	2058.86
54.6031	5.89082	0.653551	61.7915	4.84645	59.4854	4.84645	1712690000000000	0.000493674	2020.76
55.5338	5.77803	0.616117	61.6416	4.92838	59.2572	4.92838	1645460000000000	0.000502569	1985.28
56.4460	5.63653	0.580983	61.4924	5.00377	59.0317	5.00377	1580730000000000	0.000510820	1953.49
57.3683	5.44973	0.551355	61.3453	5.07327	58.8108	5.07327	1519070000000000	0.000518639	1924.29
58.2778	5.21231	0.524904	61.2049	5.13866	58.5992	5.13866	1462030000000000	0.000527201	1893.26
59.1643	4.92146	0.501373	61.0555	5.20186	58.3764	5.20186	1403330000000000	0.000535087	1865.58
60.0421	4.55927	0.480299	60.9091	5.26049	58.1589	5.26049	1347740000000000	0.000542795	1839.30
60.9033	4.12281	0.459977	60.7639	5.31651	57.9432	5.31651	1294390000000000	0.000550918	1812.37
61.7352	3.61334	0.443244	60.6242	5.36901	57.7357	5.36901	1244740000000000	0.000559577	1784.49
62.5228	3.04469	0.427782	60.4791	5.41923	57.5218	5.41923	1194870000000000	0.000567689	1759.16
63.2740	2.41406	0.433472	60.3370	5.46573	57.3129	5.46573	1147630000000000	0.000575534	1735.33
63.9750	1.75358	0.433010	60.1969	5.50888	57.1078	5.50888	1102570000000000	0.000582983	1713.30
54.2602	5.92593	0.667673	60.0634	5.54872	56.9127	5.54872	1061040000000000	0.000590667	1691.13
65.4066	0.00000	0.00000	59.9277	5.58657	56.7151	5.58657	1020150000000000	0.000597917	1670.75
0.00000	0.00000	0.00000	59.7923	5.62200	56.5187	5.62200	980632000000000	0.000604667	1652.21
0.00000	0.00000	0.00000	59.6613	5.65553	56.3288	5.65553	943644000000000	0.000611997	1632.52
0.00000	0.00000	0.00000	59.5258	5.68758	56.1334	5.68758	906601000000000	0.000618609	1615.16
0.00000	0.00000	0.00000	59.3955	5.71836	55.9450	5.71836	872123000000000	0.000626425	1595.10
