Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
3.47831	5.85759	0.00000	49.9806	0.756173	49.5908	0.756173	5596780000000000	0.000488040	1997.01
2.70835	5.85744	1.37808	51.5490	0.125389	51.4849	0.125389	8922030000000000	0.000692389	1312.13
3.42254	5.85621	3.54831	52.0476	-0.0490535	52.0726	-0.0490535	10313400000000000	0.000776731	1110.88
5.57839	5.85553	3.60897	52.1658	0.0977932	52.1160	0.0977932	10672000000000000	0.000824227	1024.20
7.80206	5.85119	4.16268	52.1380	0.385140	51.9417	0.385140	10586600000000000	0.000860560	975.989
10.2403	5.83887	4.59314	52.0484	0.716602	51.6831	0.716602	10315900000000000	0.000892621	943.643
12.3534	5.83483	4.34628	51.9343	1.05038	51.3985	1.05038	9980610000000000	0.000923574	917.394
14.6326	5.83040	4.06871	51.8097	1.36657	51.1122	1.36657	9626110000000000	0.000953485	894.966
16.9372	5.82871	3.70990	51.6815	1.66493	50.8311	1.66493	9273650000000000	0.000983940	873.561
19.2637	5.82816	3.32074	51.5520	1.93673	50.5621	1.93673	8929870000000000	0.00101314	854.655
21.6404	5.82961	2.88497	51.4225	2.18562	50.3046	2.18562	8598190000000000	0.00104163	837.307
24.1153	5.82847	2.48185	51.2949	2.41526	50.0587	2.41526	8282480000000000	0.00107032	820.421
26.5548	5.82341	2.15376	51.1664	2.63302	49.8178	2.63302	7975440000000000	0.00110025	803.298
28.9098	5.82326	1.75201	51.0373	2.83444	49.5845	2.83444	7677440000000000	0.00112970	787.342
31.2924	5.81837	1.41789	50.9080	3.01976	49.3591	3.01976	7389470000000000	0.00115834	772.663
33.6750	5.81673	1.03072	50.7791	3.19148	49.1410	3.19148	7112200000000000	0.00118668	758.719
36.0235	5.80264	0.787302	50.6523	3.35181	48.9308	3.35181	6848990000000000	0.00121588	744.582
36.7870	5.79452	0.727996	50.5219	3.50344	48.7212	3.50344	6587590000000000	0.00124480	731.304
37.5736	5.78206	0.689090	50.3936	3.64167	48.5206	3.64167	6339250000000000	0.00127260	719.086
38.3417	5.76358	0.672559	50.2675	3.76902	48.3277	3.76902	6103580000000000	0.00130000	707.390
39.1211	5.74282	0.642603	50.1435	3.88745	48.1414	3.88745	5879660000000000	0.00132758	695.863
39.9020	5.71903	0.605997	50.0197	3.99755	47.9596	3.99755	5663540000000000	0.00135448	685.042
40.6778	5.68158	0.596287	49.8948	4.10212	47.7793	4.10212	5452670000000000	0.00138173	674.377
41.4491	5.63790	0.577137	49.7716	4.20035	47.6041	4.20035	5251870000000000	0.00140973	663.571
