Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
3.05353	6.28469	0.00000	64.5238	-0.392256	64.6463	-0.392256	3413290000000000	0.000214595	4640.59
3.06653	6.28711	-0.504001	65.0732	-0.545968	65.2270	-0.545968	3891190000000000	0.000239136	4156.59
5.35713	6.27792	5.70129	64.9973	-0.251418	65.0692	-0.251418	3821840000000000	0.000245458	4049.76
8.16153	6.27021	6.36377	64.8521	0.133076	64.8130	0.133076	3692240000000000	0.000251957	3946.31
11.2558	6.26951	5.90277	64.6771	0.551358	64.5097	0.551358	3541140000000000	0.000259275	3836.10
13.9335	6.26440	5.63512	64.4981	0.945616	64.2016	0.945616	3392230000000000	0.000266713	3730.25
16.7548	6.25973	5.30606	64.3183	1.31021	63.8944	1.31021	3248200000000000	0.000274107	3630.69
19.6145	6.25480	4.94927	64.1390	1.65512	63.5870	1.65512	3109830000000000	0.000281981	3530.28
22.4689	6.25279	4.52577	63.9591	1.97489	63.2808	1.97489	2976180000000000	0.000289886	3434.93
25.5403	6.25434	4.01034	63.7785	2.26914	62.9764	2.26914	2847050000000000	0.000297629	3346.43
28.7448	6.19032	4.06855	63.6046	2.53711	62.6834	2.53711	2727340000000000	0.000305501	3260.97
31.6471	6.18681	3.61801	63.4296	2.78533	62.3912	2.78533	2611170000000000	0.000313236	3181.17
34.6247	6.18685	3.13651	63.2591	3.01323	62.1072	3.01323	2502130000000000	0.000321065	3104.24
37.5127	6.18251	2.69080	63.0890	3.22584	61.8255	3.22584	2397280000000000	0.000328991	3030.06
40.1962	6.23272	1.93391	62.9204	3.41923	61.5492	3.41923	2297020000000000	0.000336508	2962.94
43.0704	6.22604	1.52951	62.7585	3.59885	61.2830	3.59885	2204140000000000	0.000344496	2894.72
45.9647	6.19874	1.24397	62.5939	3.76862	61.0143	3.76862	2112950000000000	0.000352527	2829.25
46.8913	6.19267	1.12576	62.4315	3.92557	60.7509	3.92557	2026170000000000	0.000360538	2766.82
47.8490	6.17529	1.05028	62.2692	4.07089	60.4896	4.07089	1942420000000000	0.000368323	2708.75
48.7946	6.15475	0.976220	62.1086	4.20386	60.2335	4.20386	1862470000000000	0.000375730	2655.73
49.7330	6.12997	0.903865	61.9501	4.32736	59.9820	4.32736	1786310000000000	0.000383103	2604.97
50.6759	6.09347	0.847551	61.7942	4.44226	59.7354	4.44226	1713920000000000	0.000390503	2555.92
51.6180	6.04899	0.790141	61.6389	4.55016	59.4909	4.55016	1644260000000000	0.000397937	2508.47
52.5772	5.98626	0.742661	61.4816	4.65284	59.2446	4.65284	1576160000000000	0.000405457	2462.23
53.5058	5.90582	0.702694	61.3269	4.74830	59.0032	4.74830	1511470000000000	0.000412975	2417.66
54.4486	5.80720	0.656796	61.1715	4.83529	58.7636	4.83529	1448730000000000	0.000419588	2379.80
55.3678	5.67694	0.620979	61.0199	4.91575	58.5307	4.91575	1389660000000000	0.000426136	2343.46
56.2832	5.50833	0.589086	60.8697	4.99179	58.3003	4.99179	1333080000000000	0.000432829	2307.43
57.1890	5.29887	0.558853	60.7269	5.06376	58.0804	5.06376	1281090000000000	0.000440467	2267.59
58.0931	5.03311	0.532419	60.5740	5.13131	57.8487	5.13131	1227300000000000	0.000446685	2236.21
58.9758	4.70406	0.510916	60.4273	5.19351	57.6268	5.19351	1177470000000000	0.000452978	2205.31
59.8538	4.30397	0.488535	60.2855	5.25120	57.4126	5.25120	1130900000000000	0.000459350	2174.87
60.6855	3.84125	0.468273	60.1470	5.30553	57.2036	5.30553	1086890000000000	0.000465964	2144.13
61.5054	3.30206	0.449595	60.0060	5.35686	56.9923	5.35686	1043580000000000	0.000472149	2116.17
62.2719	2.71477	0.437446	59.8696	5.40611	56.7873	5.40611	1003030000000000	0.000479244	2084.95
63.0039	2.07699	0.439874	59.7314	5.45119	56.5816	5.45119	963280000000000	0.000485145	2059.70
63.6813	1.41806	0.429206	59.5960	5.49351	56.3805	5.49351	925631000000000	0.000491115	2034.76
53.7168	5.89002	0.686946	59.4625	5.53324	56.1829	5.53324	889718000000000	0.000497020	2010.68
64.8022	0.00000	0.00000	59.3234	5.57097	55.9784	5.57097	853507000000000	0.000501997	1990.83
0.00000	0.00000	0.00000	59.1906	5.60666	55.7829	5.60666	820104000000000	0.000507739	1968.40
0.00000	0.00000	0.00000	59.0598	5.63997	55.5910	5.63997	788284000000000	0.000513256	1947.31
0.00000	0.00000	0.00000	58.9265	5.67181	55.3962	5.67181	756914000000000	0.000518433	1927.94
0.00000	0.00000	0.00000	58.7945	5.70197	55.2037	5.70197	726876000000000	0.000523625	1908.88
0.00000	0.00000	0.00000	58.6659	5.73031	55.0164	5.73031	698582000000000	0.000528969	1889.66
0.00000	0.00000	0.00000	58.5350	5.75744	54.8264	5.75744	670737000000000	0.000534023	1871.83
0.00000	0.00000	0.00000	58.4076	5.78241	54.6421	5.78241	644522000000000	0.000538660	1855.77
0.00000	0.00000	0.00000	58.2785	5.80619	54.4559	5.80619	618854000000000	0.000542916	1841.27
0.00000	0.00000	0.00000	58.1536	5.82863	54.2760	5.82863	594854000000000	0.000547535	1825.78
0.00000	0.00000	0.00000	58.0298	5.84970	54.0980	5.84970	571831000000000	0.000551839	1811.58
0.00000	0.00000	0.00000	57.9064	5.86964	53.9210	5.86964	549638000000000	0.000555899	1798.39
