Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
2.64631	5.95351	0.00000	51.5825	0.0505194	51.5523	0.0505194	9009940000000000	0.000678981	1338.04
2.64627	5.96094	-0.475704	52.1202	-0.311231	52.3099	-0.311231	10532400000000000	0.000747883	1152.96
2.97081	5.95918	-0.530850	52.2449	-0.0989498	52.3055	-0.0989498	10918400000000000	0.000802485	1048.24
4.63674	5.96426	-0.808143	52.2120	0.219981	52.0776	0.219981	10815300000000000	0.000839124	997.547
6.53552	5.95423	-1.13151	52.1210	0.576573	51.7696	0.576573	10534700000000000	0.000871557	963.144
8.73661	5.95528	-1.50059	52.0053	0.924093	51.4443	0.924093	10188000000000000	0.000901113	937.438
10.7150	5.95519	-1.83285	51.8814	1.25161	51.1248	1.25161	9828700000000000	0.000929888	915.037
12.7036	5.94785	3.18245	51.7533	1.56308	50.8124	1.56308	9469620000000000	0.000959475	893.378
14.7585	5.95490	-2.51205	51.6238	1.85449	50.5124	1.85449	9118960000000000	0.000989631	872.439
16.9333	5.95286	0.448764	51.4936	2.11972	50.2289	2.11972	8778940000000000	0.00101864	853.765
19.3371	5.95015	1.67611	51.3640	2.36617	49.9585	2.36617	8452040000000000	0.00104808	835.537
21.5553	5.94774	1.71181	51.2348	2.59282	49.7015	2.59282	8137410000000000	0.00107712	818.478
23.7591	5.94654	1.49862	51.1064	2.80103	49.4573	2.80103	7835630000000000	0.00110568	802.502
25.9455	5.94704	1.06971	50.9776	2.99684	49.2211	2.99684	7543340000000000	0.00113493	786.654
28.0693	5.94253	1.17170	50.8475	3.17846	48.9930	3.17846	7258260000000000	0.00116351	772.018
30.2014	5.93814	1.05247	50.7189	3.34678	48.7749	3.34678	6986130000000000	0.00119220	757.770
32.4039	5.94231	0.459673	50.5907	3.50548	48.5637	3.50548	6724290000000000	0.00122190	743.336
33.0881	5.93180	0.751794	50.4598	3.65348	48.3570	3.65348	6466300000000000	0.00125064	730.184
33.8028	5.93703	0.482954	50.3307	3.78959	48.1595	3.78959	6220650000000000	0.00127880	717.747
