Make	Model	Serial_Number	Comment	Measurement_Date	Measurement_Time	Intensity_Actual_(suns)	Intensity_Set_(suns)	Vmp_(V)	pVmp_(V)	Voc_(V)	pVoc_(V)	Imp_(A)	pImp_(A)	Isc_(A)	pIsc_(A)	Pmp_(W)	pPmp_(W)	FF	pFF	Efficiency_(%)	pEfficiency_(%)	Rs_(Ohm)	Rsh_(Ohm)
PANASONIC	VBHN240SA11	R0WF6GF08413	X	20190909	121428	0.249	0.25	42.60579973369009	46.5421907120014	50.25121734091186	52.794685823860284	1.4063649711495994	1.4512449134746592	1.522884037453887	1.5229339723021071	59.919304313276676	67.54411753275956	0.7829848173033748	0.8400714928935481	18.966332160056407	0.21379823802466177	3.5987846544361832	22751.14378800204
PANASONIC	VBHN240SA11	R0WF6GF08413	X	20190909	121721	0.250	0.25	42.51238305476927	46.68324870850652	50.25304926894658	52.74726295058727	1.4155351521603885	1.4543414570196407	1.5313018932267815	1.5313533863603794	60.177772616133545	67.89338394513963	0.7820110150694229	0.8405278405633578	18.96857247757477	0.21400602217801673	3.6442288844156274	22824.91029952384
PANASONIC	VBHN240SA11	R0WF6GF08413	X	20190909	122016	0.250	0.25	42.526118922399895	46.67662897674114	50.245580876354204	52.74231059849042	1.4086062887193314	1.450165269799482	1.526817317098455	1.526881007158651	59.90255854891865	67.68882625338614	0.7808370713427685	0.8405288767835516	18.945042670152354	0.2140756142520524	3.6515723634839325	22195.29320801285
PANASONIC	VBHN240SA11	R0WF6GF08414	X	20190909	122945	0.250	0.25	42.60191341568439	46.849339063324344	50.45055317762493	52.98725633632348	1.404410917718411	1.4434791641150393	1.5217511883836203	1.5217997782834176	59.8305923166816	67.62604479046948	0.7793162287394129	0.8386582795567348	18.913793166783737	0.21378110667608607	3.7814687911858287	20577.887290000686
PANASONIC	VBHN240SA11	R0WF6GF08414	X	20190909	123238	0.250	0.25	42.628980538608516	46.77272725935283	50.45376830833824	52.95067129543903	1.4052010695232564	1.4469445057653298	1.5232671708468937	1.5233224218136676	59.90228904553877	67.67754072758085	0.7794239157855819	0.8390372920439034	18.9265136003818	0.21383154390764425	3.760078178941953	19865.874169386745
PANASONIC	VBHN240SA11	R0WF6GF08414	X	20190909	123533	0.250	0.25	42.6149796822749	46.69275219953512	50.45007909640247	52.94699972108253	1.408601960047004	1.4506612524277458	1.52443748318218	1.5245128985636849	60.02754390781568	67.735366385076	0.7805111361748976	0.8391566210301813	18.949974434385926	0.2138324138785611	3.7025279283219112	20034.88203844738
PANASONIC	VBHN240SA11	R0WF6GF08414	X	20200904	154641	0.249	0.25	42.84178041717111	46.85140630380064	50.50047689985809	52.82420402198829	1.3916095335027872	1.445443158177799	1.5203470818705842	1.5205133543760116	59.61903006076833	67.72104469283683	0.7765093366114518	0.8431414661004792	18.894672884142228	0.21462391882915474	3.853598621328739	23424.941753009476
PANASONIC	VBHN240SA11	R0WF6GF08410	X	20200904	161042	0.249	0.25	42.6415698765034	46.665432767614824	50.31757327214036	52.668440180752	1.3969768748855356	1.44161734736465	1.516055737385158	1.5162221077020799	59.56928702629091	67.27369740007231	0.7808858371516163	0.8424264927450736	18.8626857881238	0.21302296522414788	3.6818816497327456	26369.408526512296
PANASONIC	VBHN240SA11	R0WF6GF08411	X	20200904	173422	0.250	0.25	41.67199205814371	45.58873051414115	49.33058779896535	51.97808909785499	1.4088121539592124	1.4407061874820584	1.5139236432665155	1.5140783529472517	58.708008891204635	65.67996613117528	0.786098720690869	0.8345728659854491	18.5743495580658	0.20780174169135235	3.4024379694374236	26341.966541496695
PANASONIC	VBHN240SA11	R0WF6GF08413	X	20200904	174401	0.249	0.25	42.42148205490872	46.31744532637964	50.11008571515435	52.501912825101115	1.3998198751929989	1.442650425721711	1.5101447295377695	1.5103081914974665	59.38243371560437	66.81988221844367	0.7847191945206078	0.8426844914570985	18.864891527477468	0.21227655234994453	3.6363084190346058	26581.897852036887
PANASONIC	VBHN240SA11	R0WF6GF08414	X	20210901	144109	0.250	0.25	42.79829428149584	46.90964981807985	50.622323770635276	52.82388094289582	1.4038418876018268	1.4539122794107142	1.526008347156612	1.5262725060999847	60.0820382302736	68.20251589336287	0.7777601203903179	0.8459369771128299	18.999301383097865	0.21567180353921603	3.8720240883315036	24349.20559884482
PANASONIC	VBHN240SA11	R0WF6GF08413	X	20210901	151859	0.249	0.25	42.60752080739852	46.399382470193075	50.10594736851573	52.39704235638757	1.3846959732449686	1.4337121158847703	1.502425114400641	1.5026799722727453	58.99846249195595	66.52335681708723	0.7837157623367802	0.8448913903980406	18.699424547580918	0.21084422185112528	3.6730160859572547	28769.381768584313
PANASONIC	VBHN240SA11	R0WF6GF08410	X	20210901	153713	0.249	0.25	42.590895327876304	46.701484716610224	50.30582023711176	52.59469253168482	1.3898756222548534	1.4266366358443658	1.500093618935005	1.5003865342853293	59.19604714622341	66.62604904504188	0.7844334580930044	0.8443042624902236	18.75507889550371	0.2110912580444454	3.662556775567342	28891.113338055613
PANASONIC	VBHN240SA11	R0WF6GF08411	X	20210901	155522	0.249	0.25	41.688928114656406	45.44571224030997	49.11371169577798	51.68869983631147	1.3914060349418043	1.4297646565308748	1.5035967373359784	1.5038404889539119	58.00622616898798	64.97667315206776	0.7854896743465708	0.8359110952743329	18.37577239072398	0.20583937887467885	3.3932464316159883	25709.837563422312
PANASONIC	VBHN240SA11	R0WF6GF08411	PIDP	20220808	090915	0.250	0.25	40.94460350075923	44.64840506953137	48.49622141170261	51.649273662047946	1.3913509588814963	1.419821691544426	1.4936180245524957	1.4938055684462928	56.96831334180402	63.392774010582755	0.7864767958861917	0.8216397921222286	18.0139790415547	0.20045460983916305	3.2212636920013544	23077.00082986399
PANASONIC	VBHN240SA11	R0WF6GF08413	PIDP	20220808	104141	0.250	0.25	42.02825738986894	45.82953228183489	49.66304238121631	52.33397841988006	1.3853819751572187	1.4320864324494107	1.501547589159201	1.5017156762950454	58.225190235192606	65.63185138631802	0.780797643639417	0.8351090496783508	18.375199762598385	0.20712656758033762	3.6045418200384574	25373.47997452045
PANASONIC	VBHN240SA11	R0WF6GF08410	PIDP	20220808	105324	0.250	0.25	42.32061258460835	46.2921128515755	49.99213819379557	52.545316677152385	1.3830980320607966	1.4279912548649696	1.5013864576345242	1.501575671870516	58.53355598137919	66.10473232127208	0.7798493282062884	0.8378211391000745	18.451097685173917	0.20837703315002418	3.666464153853768	27642.14126067668
PANASONIC	VBHN240SA11	R0WF6GF08414	X	20220809	091703	0.249	0.25	42.693694339079734	46.82368433343393	50.49988816238937	52.8870663805102	1.3964740975336523	1.4480214853987061	1.5224806801007282	1.5226326754829482	59.62063827254397	67.80170094033913	0.7754510966751671	0.8419687370346346	18.877931575435706	0.21468335598804078	3.9182371792030786	25673.42275172262
PANASONIC	VBHN240SA11	R0WF6GF08411	X	20230908	114605	0.250	0.25	40.727731407498055	44.87933690293742	48.547192343179105	51.36951773160593	1.4010514831966279	1.4185465080506194	1.493652841916694	1.493783251613419	57.061648495709036	63.66342664728918	0.7869198970251047	0.8296538565157388	18.05299228254587	0.20141642946581956	3.3525001560304175	23569.62413491846
PANASONIC	VBHN240SA11	R0WF6GF08410	X	20230908	123148	0.249	0.25	42.22952741811407	46.4749790495478	50.02686149583861	52.43860903373299	1.3856801012749909	1.417030544786206	1.4924975937042775	1.4926287583163211	58.516615829527304	65.85646488150823	0.7837224807509598	0.841386319491585	18.52409770163271	0.2084761007545532	3.693899163880905	28058.24405888298
PANASONIC	VBHN240SA11	R0WF6GF08413	X	20230908	124353	0.250	0.25	41.5316025629116	46.176237939645276	49.79647776815092	52.225247429989956	1.4039443144315695	1.4242713063119168	1.4965250252264777	1.496667566915739	58.308057287431346	65.76749073086847	0.7824308454083616	0.8414056394504364	18.437409080918258	0.20796133283142346	3.766350158202424	25574.695394931427
PANASONIC	VBHN240SA11	R0WF6GF08414	X	20231009	124524	0.250	0.25	42.261934695883994	46.796866742406145	50.46927551963771	52.80042816068146	1.4074868743749152	1.4469106969779446	1.520556335859127	1.5207703130197934	59.48311837014654	67.71088707463888	0.7751114322009205	0.8432521033961335	18.801734166950364	0.21402410194161767	3.9496778313413134	24033.29283541948
PANASONIC	VBHN240SA11	R0WF6GF08414	X	20231009	124656	0.250	0.25	42.36370130343629	46.816039286020676	50.46080620015082	52.754864297526815	1.4047453322295296	1.4447218645644675	1.5193468433777972	1.5194602151637477	59.510211661968164	67.63615556882316	0.7762120530367792	0.8437758107894343	18.82728541628519	0.21398095718222918	3.96378468710227	23170.311539988452
PANASONIC	VBHN240SA11	R0WF6GF08414	X	20231009	124828	0.250	0.25	42.29278710075967	46.823370269100124	50.45314172924313	52.741801430325886	1.4077902329964616	1.4431479913564735	1.5181850283912475	1.5184218056508667	59.53937260664819	67.57305275239227	0.777304773278819	0.8437740181773317	18.834295677911395	0.21375617506180294	3.9328296040386603	22292.06737317167
PANASONIC	VBHN240SA11	R0WF6GF08414	X	20240617	151801	0.248	0.25	42.62729534710431	46.84255198849331	50.46324156110946	52.79318970511167	1.382592856854452	1.4348131453352875	1.5091691798060558	1.5093402206083428	58.93619405393144	67.21030935414181	0.7738717887517343	0.8434723428348992	18.740807338108436	0.21371849318739927	3.9614595197171187	23931.731344473443
PANASONIC	VBHN240SA11	R0WF6GF08414	X	20240617	151933	0.249	0.25	42.3859711908789	46.90521763785997	50.4618897616563	52.74024006172465	1.4021644343528705	1.4395728464498274	1.5165174723240886	1.5166802538803454	59.43210131935577	67.52347766828272	0.7766228367005741	0.8441481379785132	18.808892556152536	0.21369626990908183	3.9434535610995383	22762.670609663703
PANASONIC	VBHN240SA11	R0WF6GF08414	X	20240705	150542	0.250	0.25	42.53342529243279	46.694760977079056	50.419649905852985	52.77668694169225	1.399212865696208	1.4511049870143422	1.5240337693329544	1.5242395335423513	59.51331589130045	67.75900052128212	0.7744969868740361	0.842309397133372	18.773176741660514	0.21374236564933907	3.8692851401555957	22954.919866705455
PANASONIC	VBHN240SA11	R0WF6GF08414	X	20240705	150715	0.249	0.25	41.98869428809242	46.70951732982664	50.408131353765754	52.72775730041812	1.4146020998433742	1.4457010758503563	1.5189978745794475	1.5192633371488105	59.397295109617026	67.52799945618123	0.7757269925836455	0.8429688500073508	18.800158158594257	0.21373651233894708	3.9689437528256217	23835.292575222553
PANASONIC	VBHN240SA11	R0WF6GF08414	X	20240708	092232	0.250	0.25	42.743335708788145	46.761677153142124	50.39922191822915	52.76343851118768	1.3820169781668135	1.4447748907237037	1.5205837678794853	1.5207956380985066	59.07201565302904	67.56009699898803	0.7708104756550973	0.8419500287677946	18.67862882068389	0.21362568400335077	3.9835009320134396	23483.084668595373
PANASONIC	VBHN240SA11	R0WF6GF08414	X	20240708	092403	0.249	0.25	42.5591753368851	46.61216421050127	50.38825220213127	52.7277463891812	1.3932744747379648	1.4432881944375981	1.5143871134929856	1.5146121225048748	59.29661266277953	67.27478632220321	0.7770763383285701	0.8423870635386316	18.8311366761535	0.21364807182108042	3.868223134664543	23759.30488812996
PANASONIC	VBHN240SA11	R0WF6GF08413	X	20240708	132223	0.250	0.25	42.027559004723656	45.865826121067315	49.58097459494533	52.1183593443722	1.3787268926291993	1.4222359855154147	1.4928937065689527	1.4931186336449105	57.94452583137297	65.23202841477483	0.7828318137999514	0.8382543812629627	18.302377189081547	0.20604210177343082	3.5905798010738104	25348.878407799344
PANASONIC	VBHN240SA11	R0WF6GF08413	X	20240708	132352	0.249	0.25	41.79853213970674	45.89873745025256	49.57106828452539	52.085753205025306	1.3823106918905224	1.418376803842782	1.4898502263620927	1.4900712923516795	57.77855788204626	65.10170452510823	0.7823404911195108	0.8388153380791218	18.29545523173239	0.20614313757711347	3.673191825394241	24529.601961794182
PANASONIC	VBHN240SA11	R0WF6GF08410	X	20240708	133333	0.249	0.25	42.462919287327715	46.09753147741122	49.814543459010025	52.3255391844356	1.364690866529648	1.41967429127986	1.4909370719342459	1.4911632249029656	57.94875811760176	65.4434803299448	0.7802408155796071	0.838740261382303	18.339248039071315	0.20711129233784048	3.6462033603048014	26163.418194792037
PANASONIC	VBHN240SA11	R0WF6GF08410	X	20240708	133503	0.250	0.25	42.47188406284219	46.02471288314616	49.8212478701726	52.3008485949646	1.3732800346503014	1.427347168437128	1.4965771575609814	1.4968102386315971	58.32579041748351	65.69324361189047	0.7822524276733491	0.8391608710128254	18.388828682795065	0.20711623344483013	3.6218885056608507	28366.97911263387
PANASONIC	VBHN240SA11	R0WF6GF08411	X	20240708	134412	0.249	0.25	41.45386349191825	45.598564071163	49.37303368178184	52.009850741910014	1.3732685672531184	1.4155579002801408	1.4864646938731205	1.4866741831877957	56.92728772465293	64.54740761236496	0.7756683681962678	0.8347903064000475	18.045537180811415	0.20461059898511497	3.841070665812083	25545.42113988104
PANASONIC	VBHN240SA11	R0WF6GF08411	X	20240708	134542	0.249	0.25	41.58994058753017	45.74518935210224	49.369036133191294	51.97465055278039	1.3709312510054144	1.4093414562577629	1.484735142562806	1.4849625275738743	57.016949278903596	64.47059177827887	0.7778580312893117	0.8353232778779753	18.107402138779484	0.20474524614496076	3.7586659348816234	22766.608647884263
