Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
3.19247	6.39978	0.00000	65.9726	-1.26131	66.3359	-1.26131	4801730000000000	0.000263107	3762.46
3.14124	6.39967	0.236201	65.9390	-0.993114	66.2267	-0.993114	4764610000000000	0.000270544	3658.57
5.38802	6.39525	4.93999	65.8053	-0.617439	65.9881	-0.617439	4619260000000000	0.000276332	3583.41
8.57796	6.38448	6.21903	65.6552	-0.187769	65.7121	-0.187769	4460820000000000	0.000284260	3484.87
11.4943	6.36689	6.20898	65.4756	0.252982	65.3967	0.252982	4277630000000000	0.000292132	3392.73
14.2064	6.36327	5.83974	65.3154	0.624617	65.1158	0.624617	4119930000000000	0.000299468	3311.07
17.0086	6.36269	5.40771	65.1479	0.986575	64.8246	0.986575	3960480000000000	0.000307127	3229.94
19.8516	6.35741	5.03159	64.9833	1.32318	64.5391	1.32318	3809150000000000	0.000314978	3150.74
22.7234	6.35792	4.57324	64.8167	1.64130	64.2526	1.64130	3661180000000000	0.000322982	3073.90
25.6463	6.35474	4.15197	64.6523	1.93827	63.9708	1.93827	3520170000000000	0.000331212	2998.65
29.1596	6.25425	4.19502	64.4867	2.21595	63.6899	2.21595	3382890000000000	0.000339421	2927.19
32.0971	6.24963	3.74238	64.3211	2.46982	63.4134	2.46982	3250380000000000	0.000347193	2862.71
35.0135	6.25017	3.27378	64.1617	2.70751	63.1458	2.70751	3127050000000000	0.000355522	2796.54
37.8929	6.24557	2.82859	63.9975	2.93055	62.8748	2.93055	3004320000000000	0.000363528	2735.84
40.7579	6.23534	2.40221	63.8366	3.13909	62.6097	3.13909	2888090000000000	0.000371814	2675.67
43.2449	6.33088	1.58434	63.6741	3.33404	62.3449	3.33404	2774660000000000	0.000379927	2619.30
46.0720	6.31429	1.23929	63.5173	3.51457	62.0895	3.51457	2668820000000000	0.000388300	2563.50
47.0255	6.30537	1.13449	63.3579	3.68266	61.8336	3.68266	2564840000000000	0.000396256	2512.70
47.9605	6.29278	1.04505	63.2034	3.84013	61.5854	3.84013	2467400000000000	0.000404655	2461.14
48.8896	6.27505	0.968822	63.0499	3.98610	61.3409	3.98610	2373680000000000	0.000412826	2412.97
49.8198	6.25050	0.903785	62.8980	4.12269	61.1003	4.12269	2283980000000000	0.000421053	2366.34
