Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
4.10821	9.08240	0.00000	37.9126	-0.583376	38.0778	-0.583376	279265000000000	0.0000202774	49315.9
4.11239	9.08387	-0.463546	37.8805	-0.470687	38.0139	-0.470687	273640000000000	0.0000201033	49742.9
4.17960	9.08954	-0.470674	37.8293	-0.177676	37.8797	-0.177676	264874000000000	0.0000200751	49812.9
5.02576	9.08723	-0.563899	37.7162	0.430846	37.5936	0.430846	246506000000000	0.0000199971	50007.2
6.80752	9.08212	-0.497273	37.5888	1.06465	37.2849	1.06465	227294000000000	0.0000198961	50261.0
8.61554	9.07184	1.56571	37.4645	1.63892	36.9952	1.63892	209969000000000	0.0000197975	50511.4
10.5897	9.07449	1.20540	37.3409	2.16366	36.7195	2.16366	194041000000000	0.0000196834	50804.3
12.4000	9.06734	1.33609	37.2206	2.64452	36.4588	2.64452	179673000000000	0.0000195872	51053.8
14.2253	9.07592	0.709423	37.0998	3.09041	36.2070	3.09041	166309000000000	0.0000194795	51336.0
16.0253	9.05869	1.11769	36.9801	3.50680	35.9641	3.50680	154038000000000	0.0000193896	51574.1
17.8399	9.05269	0.985335	36.8614	3.88468	35.7326	3.88468	142745000000000	0.0000192744	51882.2
19.6403	9.04253	0.881038	36.7434	4.23486	35.5093	4.23486	132339000000000	0.0000191601	52191.8
21.4581	9.03867	0.705979	36.6257	4.56017	35.2931	4.56017	122708000000000	0.0000190437	52510.7
23.2550	9.03333	0.539373	36.5110	4.85753	35.0875	4.85753	113985000000000	0.0000189350	52812.1
25.0649	9.01719	0.415279	36.3967	5.13431	34.8880	5.13431	105908000000000	0.0000188267	53116.1
26.8651	8.97836	0.330099	36.2840	5.39230	34.6951	5.39230	98497000000000	0.0000187334	53380.6
27.4586	8.94472	0.329378	36.1692	5.63702	34.5037	5.63702	91483500000000	0.0000186354	53661.4
28.0633	8.89548	0.330453	36.0569	5.85806	34.3215	5.85806	85099400000000	0.0000185233	53986.1
28.6594	8.83367	0.327007	35.9474	6.06048	34.1473	6.06048	79299900000000	0.0000184171	54297.2
29.2418	8.75547	0.322022	35.8367	6.25043	33.9753	6.25043	73838000000000	0.0000182988	54648.3
29.8370	8.64620	0.317752	35.7292	6.42250	33.8117	6.42250	68890300000000	0.0000181771	55014.3
30.4121	8.49545	0.318038	35.6234	6.58139	33.6535	6.58139	64344300000000	0.0000180562	55382.6
30.9939	8.31286	0.311851	35.5193	6.72801	33.5007	6.72801	60164700000000	0.0000179347	55757.7
31.5712	8.06324	0.310242	35.4144	6.86595	33.3493	6.86595	56224500000000	0.0000178033	56169.5
32.1383	7.76147	0.306319	35.3123	6.99435	33.2035	6.99435	52633900000000	0.0000176912	56525.3
32.7032	7.38850	0.303123	35.2102	7.11577	33.0597	7.11577	49275400000000	0.0000175849	56866.9
33.2537	6.93953	0.301368	35.1096	7.22807	32.9200	7.22807	46172800000000	0.0000174756	57222.7
33.7939	6.42062	0.298567	35.0102	7.33247	32.7838	7.33247	43301000000000	0.0000173664	57582.5
34.3262	5.82608	0.296256	34.9109	7.42998	32.6497	7.42998	40607600000000	0.0000172472	57980.4
34.8535	5.15564	0.293292	34.8155	7.51919	32.5221	7.51919	38177600000000	0.0000171405	58341.4
35.3604	4.43608	0.291142	34.7198	7.60344	32.3956	7.60344	35887600000000	0.0000170302	58719.1
35.8515	3.66770	0.291153	34.6246	7.68313	32.2709	7.68313	33744600000000	0.0000169252	59083.6
36.3183	2.87562	0.295632	34.5294	7.75884	32.1473	7.75884	31727800000000	0.0000168239	59439.1
36.7542	2.07488	0.305271	34.4347	7.83015	32.0255	7.83015	29842700000000	0.0000167256	59788.8
30.3322	8.52040	0.317524	34.3427	7.89662	31.9079	7.89662	28117500000000	0.0000166419	60089.3
37.7912	0.00000	0.00000	34.2497	7.95995	31.7901	7.95995	26475000000000	0.0000165539	60408.9
0.00000	0.00000	0.00000	34.1595	8.01740	31.6770	8.01740	24972500000000	0.0000164567	60765.5
0.00000	0.00000	0.00000	34.0692	8.07184	31.5647	8.07184	23554400000000	0.0000163584	61130.6
0.00000	0.00000	0.00000	33.9779	8.12323	31.4523	8.12323	22202200000000	0.0000162454	61555.8
0.00000	0.00000	0.00000	33.8879	8.17179	31.3420	8.17179	20945300000000	0.0000161431	61946.0
0.00000	0.00000	0.00000	33.7982	8.21750	31.2329	8.21750	19763300000000	0.0000160371	62355.5
0.00000	0.00000	0.00000	33.7102	8.26003	31.1265	8.26003	18668800000000	0.0000159325	62764.9
0.00000	0.00000	0.00000	33.6216	8.30115	31.0198	8.30115	17627400000000	0.0000158355	63149.3
