Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
3.34653	6.44533	0.00000	65.1352	-0.321261	65.2334	-0.321261	3948620000000000	0.000244963	4056.37
3.37107	6.44982	-0.556601	65.7014	-0.479421	65.8355	-0.479421	4509090000000000	0.000273344	3624.64
5.87607	6.44317	2.52813	65.6445	-0.213817	65.7048	-0.213817	4449720000000000	0.000280504	3532.14
8.65073	6.43938	4.28578	65.5028	0.177559	65.4516	0.177559	4304980000000000	0.000288326	3437.54
11.5289	6.43702	4.55425	65.3297	0.603378	65.1507	0.603378	4133760000000000	0.000297038	3338.21
14.2379	6.43110	5.12347	65.1456	1.01010	64.8375	1.01010	3958390000000000	0.000305721	3244.95
17.0637	6.43252	4.54733	64.9666	1.38402	64.5330	1.38402	3794090000000000	0.000314680	3153.93
19.9548	6.42815	4.40711	64.7871	1.72791	64.2315	1.72791	3635460000000000	0.000323504	3069.21
22.8215	6.42602	4.04040	64.6092	2.05090	63.9330	2.05090	3483970000000000	0.000332811	2984.56
25.7835	6.41797	3.82344	64.4284	2.35591	63.6322	2.35591	3335760000000000	0.000342419	2901.93
28.9174	6.37391	3.85529	64.2468	2.63576	63.3341	2.63576	3192370000000000	0.000351773	2825.82
31.8087	6.36889	3.43551	64.0723	2.88675	63.0496	2.88675	3059690000000000	0.000360932	2755.06
34.6983	6.36896	2.98138	63.8982	3.11850	62.7685	3.11850	2932110000000000	0.000369977	2688.60
37.5750	6.36191	2.57361	63.7244	3.33214	62.4908	3.33214	2809310000000000	0.000378807	2626.76
40.4871	6.35696	2.14412	63.5581	3.52911	62.2247	3.52911	2696040000000000	0.000388090	2564.66
43.2830	6.39204	1.45895	63.3876	3.71447	61.9552	3.71447	2583970000000000	0.000397203	2506.52
46.1214	6.37621	1.14043	63.2234	3.88607	61.6956	3.88607	2479830000000000	0.000406754	2448.28
47.0681	6.36273	1.07658	63.0566	4.04467	61.4355	4.04467	2377730000000000	0.000415774	2395.77
47.9824	6.35215	0.989534	62.8957	4.19185	61.1847	4.19185	2282650000000000	0.000425218	2343.09
48.9100	6.33705	0.913446	62.7333	4.32830	60.9344	4.32830	2189950000000000	0.000434241	2294.91
49.8406	6.31350	0.857349	62.5753	4.45519	60.6913	4.45519	2102840000000000	0.000443555	2247.17
50.7843	6.28403	0.800270	62.4159	4.57283	60.4488	4.57283	2017970000000000	0.000452395	2203.70
51.7268	6.25095	0.736408	62.2608	4.68072	60.2141	4.68072	1938200000000000	0.000461076	2162.60
52.6544	6.20109	0.693678	62.1049	4.78342	59.9791	4.78342	1860670000000000	0.000469987	2121.97
53.6035	6.13455	0.654403	61.9503	4.87917	59.7474	4.87917	1786380000000000	0.000478809	2083.22
54.5224	6.04923	0.619965	61.7970	4.97007	59.5181	4.97007	1715170000000000	0.000488047	2044.10
55.4459	5.93506	0.591260	61.6427	5.05305	59.2900	5.05305	1645930000000000	0.000496262	2010.57
56.3657	5.79252	0.560543	61.4935	5.12823	59.0708	5.12823	1581240000000000	0.000503968	1980.10
57.2660	5.61875	0.529745	61.3457	5.19863	58.8545	5.19863	1519200000000000	0.000511540	1951.05
58.1727	5.39670	0.499879	61.2021	5.26624	58.6439	5.26624	1460930000000000	0.000520127	1919.07
59.0596	5.12849	0.470556	61.0533	5.32997	58.4278	5.32997	1402480000000000	0.000527848	1891.22
59.9450	4.78239	0.447049	60.9032	5.38912	58.2114	5.38912	1345520000000000	0.000534767	1866.97
60.7942	4.36093	0.428630	60.7581	5.44437	58.0025	5.44437	1292300000000000	0.000541966	1842.36
61.6404	3.84835	0.413909	60.6180	5.49667	57.8007	5.49667	1242570000000000	0.000549841	1816.14
62.4421	3.27379	0.398187	60.4736	5.54708	57.5938	5.54708	1193030000000000	0.000557540	1791.23
63.1971	2.63866	0.398044	60.3279	5.59563	57.3855	5.59563	1144660000000000	0.000565501	1766.17
63.9009	1.96079	0.400603	60.1883	5.63940	57.1868	5.63940	1099860000000000	0.000572883	1743.55
