Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
2.65917	5.85770	0.00000	50.0761	0.639227	49.7070	0.639227	5760960000000000	0.000491088	1981.20
2.65611	5.85612	3.79331	51.6331	-0.0430145	51.6556	-0.0430145	9143750000000000	0.000689331	1311.89
2.80683	5.86400	-0.495836	52.1324	-0.223090	52.2456	-0.223090	10569600000000000	0.000773228	1107.83
4.46851	5.85558	3.79589	52.2471	-0.0608566	52.2778	-0.0608566	10925400000000000	0.000821164	1019.64
6.50153	5.86085	-1.12645	52.2169	0.237777	52.0970	0.237777	10830500000000000	0.000857285	971.756
8.93703	5.84978	4.17591	52.1266	0.567596	51.8386	0.567596	10551800000000000	0.000887300	942.188
11.0208	5.84179	4.37786	52.0115	0.900462	51.5511	0.900462	10206400000000000	0.000915885	918.918
13.0269	5.83833	4.13945	51.8903	1.22011	51.2614	1.22011	9854090000000000	0.000945219	896.765
15.0995	5.83953	3.74969	51.7586	1.52945	50.9634	1.52945	9484310000000000	0.000974769	876.564
17.2299	5.83845	3.41618	51.6220	1.81754	50.6685	1.81754	9114400000000000	0.00100355	858.567
19.5846	5.83749	3.03994	51.4879	2.08149	50.3864	2.08149	8764350000000000	0.00103246	841.053
21.7629	5.83614	2.70572	51.3576	2.32478	50.1170	2.32478	8436240000000000	0.00106224	823.262
23.9939	5.83538	2.34583	51.2274	2.55034	49.8551	2.55034	8119760000000000	0.00109212	806.207
26.1417	5.83410	2.01421	51.0909	2.76179	49.5920	2.76179	7799830000000000	0.00112074	791.277
28.2693	5.83476	1.63143	50.9629	2.95377	49.3469	2.95377	7510520000000000	0.00115051	775.540
30.4318	5.83223	1.32730	50.8350	3.13223	49.1077	3.13223	7231220000000000	0.00118026	760.466
32.6165	5.82484	1.09705	50.7091	3.29657	48.8771	3.29657	6965910000000000	0.00120991	745.956
33.3583	5.82393	0.984647	50.5803	3.44921	48.6483	3.44921	6703580000000000	0.00123814	733.066
34.0597	5.82220	0.892015	50.4556	3.58721	48.4310	3.58721	6458220000000000	0.00126533	721.074
34.7712	5.81934	0.811559	50.3297	3.71944	48.2145	3.71944	6218800000000000	0.00129376	708.743
35.4860	5.81058	0.800298	50.2040	3.84227	48.0025	3.84227	5987930000000000	0.00132165	697.111
36.2015	5.79843	0.799109	50.0794	3.95923	47.7941	3.95923	5766800000000000	0.00135126	684.844
36.8903	5.78914	0.757961	49.9488	4.06949	47.5817	4.06949	5543040000000000	0.00137891	674.204
