Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
4.14355	9.10379	0.00000	37.8949	-0.525572	38.0421	-0.525572	276159000000000	0.0000201277	49682.7
4.13689	9.11080	-0.464829	37.8148	-0.0745389	37.8357	-0.0745389	262453000000000	0.0000200687	49828.6
4.22807	9.11371	-0.474646	37.7095	0.473766	37.5761	0.473766	245454000000000	0.0000199614	50096.6
5.22519	9.10466	-0.584757	37.5909	1.06158	37.2910	1.06158	227601000000000	0.0000198623	50346.5
6.91750	9.09662	1.57404	37.4689	1.62867	37.0072	1.62867	210561000000000	0.0000197694	50583.2
8.73354	9.09437	1.51005	37.3447	2.16000	36.7302	2.16000	194515000000000	0.0000196602	50864.2
10.5944	9.09810	1.05729	37.2252	2.63983	36.4717	2.63983	180208000000000	0.0000195662	51108.5
12.3981	9.09338	1.15368	37.1057	3.08554	36.2219	3.08554	166938000000000	0.0000194678	51366.9
14.2145	9.08092	1.30697	36.9853	3.50569	35.9777	3.50569	154546000000000	0.0000193753	51612.1
16.0206	9.07523	1.17132	36.8649	3.89164	35.7426	3.89164	143071000000000	0.0000192649	51907.9
17.8315	9.06002	1.10556	36.7449	4.24782	35.5157	4.24782	132463000000000	0.0000191448	52233.5
19.6350	9.06015	0.905620	36.6296	4.56690	35.3038	4.56690	123010000000000	0.0000190290	52551.4
21.4593	9.04853	0.770169	36.5157	4.86357	35.0994	4.86357	114331000000000	0.0000189237	52843.8
23.2506	9.03862	0.615679	36.4040	5.13481	34.9040	5.13481	106404000000000	0.0000188152	53148.5
25.0661	9.03184	0.439448	36.2965	5.38230	34.7196	5.38230	99297100000000	0.0000187263	53401.0
26.8681	8.98215	0.366116	36.1858	5.61932	34.5344	5.61932	92467000000000	0.0000186244	53693.0
27.4602	8.95713	0.342919	36.0758	5.83925	34.3545	5.83925	86143400000000	0.0000185196	53996.8
