Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
3.32739	6.02341	0.00000	51.8179	-0.622233	52.1181	-0.622233	9649170000000000	0.000645894	1393.68
2.92759	6.02750	-0.508936	52.3490	-0.879379	52.7659	-0.879379	11250700000000000	0.000725040	1169.11
3.67218	6.02321	2.04512	52.4781	-0.762470	52.8381	-0.762470	11676400000000000	0.000765437	1080.12
5.94437	6.02223	3.04488	52.4569	-0.461192	52.6748	-0.461192	11605300000000000	0.000796125	1032.51
8.54865	6.01563	4.10661	52.3766	-0.0983243	52.4232	-0.0983243	11340500000000000	0.000824071	1000.00
10.8106	5.99926	4.52297	52.2726	0.270135	52.1442	0.270135	11006000000000000	0.000850988	974.025
12.9311	5.97510	4.56654	52.1584	0.627196	51.8592	0.627196	10649300000000000	0.000877890	950.839
15.1390	5.97370	4.21246	52.0399	0.965229	51.5776	0.965229	10290800000000000	0.000905027	929.146
17.3939	5.97694	3.79786	51.9194	1.28081	51.3035	1.28081	9937650000000000	0.000932128	908.877
19.6652	5.97113	3.48207	51.7985	1.57143	51.0398	1.57143	9594910000000000	0.000958731	890.222
21.9989	5.97191	3.08288	51.6788	1.83978	50.7871	1.83978	9266300000000000	0.000985283	872.402
24.5712	5.97139	2.65763	51.5596	2.09112	50.5422	2.09112	8949920000000000	0.00101247	854.715
26.8498	5.97002	2.28935	51.4404	2.32144	50.3066	2.32144	8643380000000000	0.00103863	838.795
29.1920	5.96825	1.91417	51.3240	2.53574	50.0809	2.53574	8353430000000000	0.00106546	822.725
31.5077	5.96343	1.57029	51.2057	2.73763	49.8585	2.73763	8068030000000000	0.00109229	807.454
33.8321	5.96196	1.19286	51.0883	2.92331	49.6444	2.92331	7793980000000000	0.00111839	793.307
36.1476	5.95065	0.893288	50.9713	3.09570	49.4365	3.09570	7529230000000000	0.00114401	780.010
36.8987	5.94341	0.815902	50.8535	3.25801	49.2322	3.25801	7271080000000000	0.00116963	767.206
37.6566	5.93336	0.750093	50.7368	3.41241	49.0324	3.41241	7023350000000000	0.00119659	753.825
38.4246	5.91594	0.711235	50.6187	3.55848	48.8348	3.55848	6780770000000000	0.00122372	740.854
39.1791	5.89613	0.670779	50.4992	3.69436	48.6402	3.69436	6542950000000000	0.00124969	729.132
39.9482	5.86637	0.648471	50.3813	3.82088	48.4515	3.82088	6315840000000000	0.00127561	717.719
40.6976	5.83366	0.617847	50.2652	3.93889	48.2687	3.93889	6099420000000000	0.00130164	706.505
41.4613	5.78487	0.603346	50.1501	4.04873	48.0906	4.04873	5891420000000000	0.00132718	695.858
42.2186	5.72679	0.582834	50.0354	4.15179	47.9159	4.15179	5690410000000000	0.00135249	685.624
42.9581	5.64920	0.570952	49.9197	4.24955	47.7427	4.24955	5494190000000000	0.00137782	675.673
43.7171	5.54508	0.560786	49.8056	4.34279	47.5730	4.34279	5306630000000000	0.00140462	665.191
44.4520	5.41576	0.551275	49.6919	4.42927	47.4069	4.42927	5125370000000000	0.00143023	655.579
