Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
4.54111	9.87979	0.00000	39.8627	-0.559242	40.0203	-0.559242	940526000000000	0.0000632328	15813.1
4.53909	9.88392	-0.469383	39.9556	-0.594965	40.1233	-0.594965	994896000000000	0.0000666601	14999.8
4.59890	9.87725	1.87492	39.8802	-0.114075	39.9123	-0.114075	950547000000000	0.0000667532	14979.1
5.40622	9.87319	2.08113	39.7676	0.510050	39.6240	0.510050	887781000000000	0.0000664983	15036.7
7.05448	9.87609	1.74296	39.6409	1.16263	39.3138	1.16263	821770000000000	0.0000661618	15113.3
8.77701	9.87628	1.55177	39.5127	1.77429	39.0140	1.77429	759778000000000	0.0000657869	15199.6
10.6384	9.87673	1.31951	39.3818	2.34441	38.7234	2.34441	701054000000000	0.0000652948	15314.4
12.4332	9.86552	1.57726	39.2520	2.86932	38.4468	2.86932	647098000000000	0.0000647821	15435.7
14.2438	9.86373	1.43009	39.1261	3.34180	38.1891	3.34180	598570000000000	0.0000642544	15562.5
16.0401	9.87159	1.06120	39.0032	3.78758	37.9420	3.78758	554559000000000	0.0000638858	15652.4
17.8462	9.85792	1.14474	38.8794	4.20013	37.7036	4.20013	513409000000000	0.0000634415	15762.1
19.6378	9.85137	1.00837	38.7565	4.58026	37.4753	4.58026	475447000000000	0.0000629647	15881.5
21.4385	9.84291	0.879713	38.6337	4.93417	37.2547	4.93417	440256000000000	0.0000624766	16005.7
23.2394	9.82481	0.773054	38.5126	5.25902	37.0440	5.25902	408025000000000	0.0000619733	16135.7
25.0434	9.81121	0.631614	38.3949	5.55734	36.8441	5.55734	378874000000000	0.0000615173	16255.3
26.8386	9.80942	0.453226	38.2774	5.83454	36.6506	5.83454	351825000000000	0.0000610398	16382.5
27.4260	9.80516	0.404223	38.1623	6.09310	36.4646	6.09310	327136000000000	0.0000606319	16492.8
28.0321	9.81346	0.320963	38.0476	6.33197	36.2847	6.33197	304225000000000	0.0000601819	16616.1
28.6345	9.79756	0.298469	37.9334	6.55377	36.1102	6.55377	282982000000000	0.0000597126	16746.7
