Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
2.68932	6.05239	0.00000	52.0085	0.105379	51.9384	0.105379	10197500000000000	0.000762785	1138.36
2.68768	6.05902	-0.478000	52.5801	-0.346377	52.8138	-0.346377	12023300000000000	0.000835866	956.394
2.94470	6.05918	-0.520501	52.7143	-0.152430	52.8175	-0.152430	12494600000000000	0.000895777	857.200
4.49232	6.05467	-0.773847	52.6811	0.178372	52.5605	0.178372	12376400000000000	0.000937275	812.652
6.48908	6.05289	-1.10291	52.5889	0.549393	52.2182	0.549393	12053600000000000	0.000974370	785.125
8.72296	6.04335	4.15750	52.4734	0.913852	51.8585	0.913852	11660400000000000	0.00100945	764.940
10.7279	6.03028	4.52387	52.3494	1.25510	51.5073	1.25510	11251900000000000	0.00104337	748.265
12.7282	6.03028	4.19216	52.2229	1.57304	51.1707	1.57304	10849400000000000	0.00107745	732.716
14.8128	6.03092	3.82837	52.0956	1.87271	50.8467	1.87271	10457700000000000	0.00111302	716.913
17.1198	6.02691	3.55203	51.9662	2.14983	50.5369	2.14983	10073400000000000	0.00114825	702.445
19.4698	6.02135	3.28574	51.8365	2.40386	50.2432	2.40386	9701280000000000	0.00118282	689.206
21.6298	6.01078	3.09477	51.7082	2.63580	49.9665	2.63580	9345990000000000	0.00121686	676.792
23.7878	6.01143	2.72751	51.5816	2.84899	49.7047	2.84899	9007510000000000	0.00125084	664.779
25.9415	6.00942	2.39479	51.4548	3.04494	49.4549	3.04494	8679700000000000	0.00128385	653.849
28.0647	6.00633	2.07913	51.3297	3.22803	49.2159	3.22803	8367340000000000	0.00131788	642.575
30.2244	6.00396	1.74730	51.2044	3.40144	48.9838	3.40144	8065090000000000	0.00135337	630.922
32.3968	6.00140	1.41401	51.0779	3.56102	48.7603	3.56102	7770130000000000	0.00138739	620.558
33.0791	5.99706	1.34418	50.9526	3.70425	48.5490	3.70425	7487700000000000	0.00141851	611.896
33.7844	5.99946	1.20304	50.8269	3.83845	48.3439	3.83845	7214020000000000	0.00144950	603.501
34.4921	5.99437	1.13363	50.7031	3.96747	48.1443	3.96747	6953360000000000	0.00148359	593.782
35.1839	5.99427	1.01914	50.5775	4.09161	47.9468	4.09161	6697870000000000	0.00151955	583.618
35.8930	5.98621	0.967126	50.4491	4.20911	47.7514	4.20911	6445700000000000	0.00155556	573.889
36.5888	5.97431	0.935928	50.3238	4.31167	47.5688	4.31167	6207790000000000	0.00158641	566.384
37.2988	5.96381	0.881925	50.2043	4.40334	47.3990	4.40334	5988410000000000	0.00161542	559.506
38.0039	5.94674	0.854627	50.0851	4.49040	47.2328	4.49040	5776710000000000	0.00164516	552.447
38.7067	5.92410	0.836671	49.9665	4.57127	47.0714	4.57127	5572760000000000	0.00167374	545.913
39.4083	5.90998	0.771314	49.8486	4.64870	46.9131	4.64870	5376600000000000	0.00170389	538.904
40.1087	5.88050	0.747806	49.7313	4.72111	46.7588	4.72111	5187510000000000	0.00173339	532.233
40.8144	5.85210	0.705437	49.6137	4.78871	46.6075	4.78871	5004030000000000	0.00176152	526.123
41.5170	5.82863	0.641113	49.4961	4.85278	46.4587	4.85278	4826360000000000	0.00178973	520.075
42.2097	5.78108	0.618355	49.3796	4.91301	46.3135	4.91301	4656010000000000	0.00181783	514.120
42.9136	5.71927	0.598188	49.2619	4.97081	46.1690	4.97081	4489290000000000	0.00184639	508.141
43.6190	5.63672	0.585233	49.1446	5.02461	46.0275	5.02461	4328490000000000	0.00187345	502.673
44.3086	5.51563	0.591771	49.0273	5.07501	45.8883	5.07501	4172750000000000	0.00189917	497.641
45.0093	5.36343	0.593192	48.9101	5.12402	45.7503	5.12402	4022300000000000	0.00192735	491.991
45.6600	5.15137	0.615412	48.7941	5.16938	45.6158	5.16938	3877970000000000	0.00195366	486.896
46.3253	4.90634	0.622638	48.6778	5.21235	45.4826	5.21235	3737880000000000	0.00197939	482.012
46.9777	4.60560	0.633966	48.5607	5.25285	45.3504	5.25285	3601370000000000	0.00200370	477.546
47.6089	4.25679	0.647436	48.4456	5.29040	45.2219	5.29040	3471400000000000	0.00202656	473.443
48.2261	3.87488	0.657157	48.3300	5.32622	45.0942	5.32622	3345050000000000	0.00204913	469.438
48.8304	3.43660	0.674795	48.2142	5.35984	44.9677	5.35984	3222550000000000	0.00206994	465.867
49.4132	2.95345	0.705740	48.0989	5.39229	44.8426	5.39229	3104450000000000	0.00209209	461.991
43.1005	5.69861	0.595829	47.9830	5.42297	44.7180	5.42297	2989500000000000	0.00211284	458.460
52.5204	0.00000	0.00000	47.8678	5.45166	44.5955	5.45166	2878940000000000	0.00213186	455.316
0.00000	0.00000	0.00000	47.7528	5.47857	44.4743	5.47857	2772110000000000	0.00214904	452.568
0.00000	0.00000	0.00000	47.6384	5.50421	44.3545	5.50421	2669260000000000	0.00216607	449.838
0.00000	0.00000	0.00000	47.5247	5.52853	44.2362	5.52853	2570210000000000	0.00218253	447.217
