Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
6.64817	9.82612	0.00000	39.8083	-0.168244	39.8576	-0.168244	910000000000000	0.0000639025	15647.5
6.65159	9.84266	-0.700066	39.8569	-0.0717512	39.8779	-0.0717512	937210000000000	0.0000664549	15046.3
6.68956	9.83904	-0.704035	39.8359	0.0513155	39.8208	0.0513155	925357000000000	0.0000664405	15049.6
6.75218	9.83861	-0.710413	39.7261	0.704913	39.5196	0.704913	865614000000000	0.0000666045	15012.7
7.20070	9.84357	-0.755821	39.5989	1.34212	39.2060	1.34212	800963000000000	0.0000662589	15091.3
8.82746	9.84157	-0.921188	39.4714	1.92946	38.9068	1.92946	740760000000000	0.0000658363	15188.3
10.5801	9.83909	-1.09945	39.3441	2.47973	38.6188	2.47973	684939000000000	0.0000654349	15281.6
12.3431	9.83669	-1.27885	39.2119	2.99729	38.3356	2.99729	631243000000000	0.0000648758	15413.4
14.1837	9.83993	-1.46561	39.0832	3.47395	38.0681	3.47395	582856000000000	0.0000643978	15527.9
15.9500	9.83077	-1.64628	38.9549	3.91336	37.8118	3.91336	538146000000000	0.0000638766	15654.7
17.7825	9.82384	0.479995	38.8304	4.31535	37.5706	4.31535	497952000000000	0.0000634173	15768.2
19.5908	9.78918	1.06527	38.7071	4.68502	37.3399	4.68502	460996000000000	0.0000629323	15889.7
21.3875	9.79423	0.847307	38.5850	5.02261	37.1200	5.02261	427017000000000	0.0000623906	16027.8
23.1702	9.78971	0.696509	38.4652	5.33554	36.9095	5.33554	396024000000000	0.0000618943	16156.3
24.9696	9.78825	0.521072	38.3466	5.62566	36.7070	5.62566	367515000000000	0.0000614058	16284.9
26.7621	9.79362	0.303223	38.2284	5.89426	36.5114	5.89426	341111000000000	0.0000608878	16423.5
27.3440	9.78246	0.306067	38.1128	6.14453	36.3236	6.14453	317061000000000	0.0000604421	16544.6
27.9854	9.78339	0.236788	37.9987	6.37481	36.1432	6.37481	294954000000000	0.0000599794	16672.2
28.5669	9.76913	0.231951	37.8854	6.58789	35.9687	6.58789	274487000000000	0.0000594902	16809.4
29.1457	9.74429	0.241718	37.7729	6.78721	35.7990	6.78721	255553000000000	0.0000590195	16943.4
29.7490	9.70292	0.256700	37.6610	6.97076	35.6345	6.97076	237988000000000	0.0000584961	17095.1
30.3453	9.63860	0.271812	37.5505	7.14351	35.4747	7.14351	221809000000000	0.0000580303	17232.3
30.9421	9.55167	0.280000	37.4417	7.30417	35.3200	7.30417	206935000000000	0.0000575875	17364.8
31.5252	9.43467	0.285577	37.3351	7.45186	35.1714	7.45186	193317000000000	0.0000571444	17499.5
32.0941	9.28671	0.287621	37.2302	7.58779	35.0279	7.58779	180783000000000	0.0000566847	17641.4
32.6761	9.08568	0.289510	37.1271	7.71523	34.8886	7.71523	169241000000000	0.0000562692	17771.7
33.2593	8.82611	0.290689	37.0248	7.83514	34.7524	7.83514	158515000000000	0.0000558774	17896.3
33.8038	8.52861	0.289222	36.9234	7.94765	34.6192	7.94765	148538000000000	0.0000554966	18019.1
34.3794	8.14177	0.287472	36.8227	8.05210	34.4892	8.05210	139252000000000	0.0000550905	18151.9
34.9357	7.69269	0.285665	36.7227	8.14934	34.3618	8.14934	130589000000000	0.0000546590	18295.2
35.4888	7.17339	0.282271	36.6242	8.24120	34.2375	8.24120	122587000000000	0.0000542836	18421.7
36.0356	6.56559	0.280695	36.5260	8.32740	34.1153	8.32740	115094000000000	0.0000538967	18554.0
36.5782	5.88175	0.278095	36.4311	8.40741	33.9980	8.40741	108276000000000	0.0000535638	18669.3
37.0928	5.15895	0.274674	36.3361	8.48322	33.8820	8.48322	101861000000000	0.0000532348	18784.7
37.5988	4.36540	0.276223	36.2421	8.55616	33.7677	8.55616	95875800000000	0.0000529845	18873.4
38.0608	3.58073	0.279203	36.1503	8.62356	33.6573	8.62356	90375600000000	0.0000527442	18959.4
38.5216	2.74254	0.283154	36.0586	8.68599	33.5484	8.68599	85194200000000	0.0000524431	19068.3
32.0895	9.28401	0.289146	35.9683	8.74449	33.4420	8.74449	80374000000000	0.0000521518	19174.8
39.7892	0.00000	0.00000	35.8797	8.79859	33.3387	8.79859	75915900000000	0.0000518527	19285.4
0.00000	0.00000	0.00000	35.7910	8.85042	33.2358	8.85042	71692400000000	0.0000515690	19391.5
0.00000	0.00000	0.00000	35.7025	8.89863	33.1342	8.89863	67713300000000	0.0000512383	19516.7
0.00000	0.00000	0.00000	35.6153	8.94511	33.0344	8.94511	64009900000000	0.0000509915	19611.1
0.00000	0.00000	0.00000	35.5276	8.98885	32.9350	8.98885	60487700000000	0.0000507029	19722.7
0.00000	0.00000	0.00000	35.4398	9.02992	32.8362	9.02992	57154800000000	0.0000503806	19848.9
0.00000	0.00000	0.00000	35.3551	9.06840	32.7412	9.06840	54110800000000	0.0000501198	19952.2
0.00000	0.00000	0.00000	35.2698	9.10382	32.6465	9.10382	51208800000000	0.0000497575	20097.5
0.00000	0.00000	0.00000	35.1867	9.13841	32.5543	9.13841	48534100000000	0.0000495308	20189.5
0.00000	0.00000	0.00000	35.1048	9.17084	32.4638	9.17084	46031100000000	0.0000493010	20283.6
0.00000	0.00000	0.00000	35.0229	9.20110	32.3740	9.20110	43659000000000	0.0000490246	20397.9
0.00000	0.00000	0.00000	34.9424	9.23078	32.2858	9.23078	41444600000000	0.0000488579	20467.5
0.00000	0.00000	0.00000	34.8610	9.25750	32.1975	9.25750	39319000000000	0.0000485297	20605.9
0.00000	0.00000	0.00000	34.7809	9.28359	32.1107	9.28359	37335100000000	0.0000482976	20705.0
