Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
6.43151	9.87787	0.00000	40.1019	-0.275841	40.1755	-0.275841	1086530000000000	0.0000751019	13313.3
6.48447	9.88859	-0.681599	40.1082	-0.106512	40.1366	-0.106512	1090670000000000	0.0000766660	13041.6
6.52512	9.89728	-0.685761	39.9948	0.624464	39.8281	0.624464	1018730000000000	0.0000772663	12940.5
6.58782	9.90161	-0.692118	39.8676	1.30993	39.5175	1.30993	943340000000000	0.0000772723	12939.8
7.13406	9.89124	-0.747289	39.7446	1.90938	39.2337	1.90938	875453000000000	0.0000771061	12967.9
8.89650	9.87056	1.80340	39.6244	2.46787	38.9633	2.46787	813568000000000	0.0000770562	12976.4
10.5629	9.86927	1.66957	39.5058	2.96872	38.7096	2.96872	756548000000000	0.0000768501	13011.4
12.3826	9.86197	1.65308	39.3883	3.43832	38.4652	3.43832	703836000000000	0.0000767094	13035.4
14.1757	9.86460	1.41461	39.2692	3.87640	38.2274	3.87640	654012000000000	0.0000764822	13074.2
15.9970	9.85983	1.32666	39.1512	4.27389	38.0013	4.27389	607965000000000	0.0000761403	13133.0
17.7918	9.85806	1.16723	39.0343	4.64638	37.7829	4.64638	565411000000000	0.0000758527	13182.9
19.5969	9.85440	1.01689	38.9185	4.98961	37.5732	4.98961	526077000000000	0.0000755314	13239.1
21.3968	9.85292	0.843808	38.8072	5.30382	37.3758	5.30382	490791000000000	0.0000753057	13278.8
23.2220	9.84707	0.694905	38.6957	5.59576	37.1839	5.59576	457695000000000	0.0000750154	13330.2
24.9634	9.84295	0.545298	38.5845	5.86555	36.9982	5.86555	426866000000000	0.0000746671	13392.5
26.7781	9.84013	0.377812	38.4748	6.11919	36.8183	6.11919	398431000000000	0.0000743962	13441.3
27.3525	9.84032	0.318613	38.3660	6.35302	36.6445	6.35302	372056000000000	0.0000740798	13498.7
27.9827	9.83317	0.287417	38.2576	6.57140	36.4752	6.57140	347443000000000	0.0000737482	13559.5
28.5619	9.82998	0.241683	38.1497	6.77497	36.3103	6.77497	324547000000000	0.0000734077	13622.4
29.1578	9.81518	0.231742	38.0415	6.96608	36.1483	6.96608	303053000000000	0.0000730451	13690.0
29.7452	9.78493	0.244507	37.9364	7.14091	35.9939	7.14091	283513000000000	0.0000727005	13754.9
30.3443	9.73804	0.257284	37.8329	7.30109	35.8450	7.30109	265483000000000	0.0000723090	13829.4
30.9241	9.66967	0.269565	37.7309	7.45069	35.7004	7.45069	248816000000000	0.0000719464	13899.1
31.5126	9.58040	0.274149	37.6283	7.59108	35.5577	7.59108	233089000000000	0.0000715369	13978.7
32.0894	9.45950	0.278081	37.5265	7.72282	35.4179	7.72282	218436000000000	0.0000711378	14057.1
32.6789	9.30132	0.278537	37.4264	7.84542	35.2825	7.84542	204933000000000	0.0000707659	14131.0
33.2571	9.09416	0.279188	37.3273	7.96009	35.1502	7.96009	192364000000000	0.0000703975	14205.0
33.8285	8.83752	0.276893	37.2295	8.06585	35.0215	8.06585	180701000000000	0.0000699890	14287.9
34.4255	8.49370	0.274893	37.1347	8.16372	34.8980	8.16372	170068000000000	0.0000696317	14361.2
34.9864	8.09954	0.271356	37.0396	8.25654	34.7755	8.25654	160019000000000	0.0000692682	14436.6
35.5365	7.62064	0.269554	36.9443	8.34411	34.6543	8.34411	150540000000000	0.0000688856	14516.8
36.0887	7.05257	0.266739	36.8506	8.42572	34.5363	8.42572	141761000000000	0.0000685139	14595.6
36.6134	6.41682	0.265020	36.7576	8.50324	34.4200	8.50324	133549000000000	0.0000681849	14666.0
37.1402	5.69942	0.261671	36.6655	8.57582	34.3061	8.57582	125881000000000	0.0000678526	14737.8
37.6405	4.93290	0.259315	36.5729	8.64627	34.1921	8.64627	118608000000000	0.0000675896	14795.1
38.1357	4.09428	0.260489	36.4822	8.71037	34.0818	8.71037	111893000000000	0.0000672637	14866.8
38.5968	3.24084	0.264280	36.3933	8.76982	33.9747	8.76982	105677000000000	0.0000669349	14939.9
39.0327	2.37658	0.268061	36.3054	8.82517	33.8696	8.82517	99864200000000	0.0000665794	15019.6
32.5770	9.32822	0.279855	36.2185	8.87785	33.7662	8.87785	94430400000000	0.0000662729	15089.1
40.0406	0.00000	0.00000	36.1330	8.92680	33.6654	8.92680	89373800000000	0.0000659526	15162.4
0.00000	0.00000	0.00000	36.0479	8.97361	33.5655	8.97361	84606700000000	0.0000656670	15228.3
0.00000	0.00000	0.00000	35.9629	9.01741	33.4665	9.01741	80096500000000	0.0000653307	15306.7
0.00000	0.00000	0.00000	35.8786	9.05871	33.3689	9.05871	75861200000000	0.0000649960	15385.5
0.00000	0.00000	0.00000	35.7953	9.09835	33.2728	9.09835	71892500000000	0.0000647279	15449.3
0.00000	0.00000	0.00000	35.7118	9.13476	33.1774	9.13476	68123800000000	0.0000643398	15542.5
0.00000	0.00000	0.00000	35.6297	9.16949	33.0837	9.16949	64605500000000	0.0000640084	15622.9
0.00000	0.00000	0.00000	35.5490	9.20284	32.9920	9.20284	61330000000000	0.0000637649	15682.6
0.00000	0.00000	0.00000	35.4673	9.23386	32.8999	9.23386	58178700000000	0.0000634024	15772.3
0.00000	0.00000	0.00000	35.3866	9.26318	32.8091	9.26318	55222400000000	0.0000630517	15860.0
0.00000	0.00000	0.00000	35.3056	9.29111	32.7185	9.29111	52406900000000	0.0000626848	15952.8
0.00000	0.00000	0.00000	35.2251	9.31791	32.6288	9.31791	49753200000000	0.0000623591	16036.2
0.00000	0.00000	0.00000	35.1466	9.34329	32.5413	9.34329	47290800000000	0.0000620869	16106.5
0.00000	0.00000	0.00000	35.0676	9.36716	32.4539	9.36716	44937900000000	0.0000617552	16193.0
0.00000	0.00000	0.00000	34.9898	9.38981	32.3680	9.38981	42733300000000	0.0000614511	16273.1
0.00000	0.00000	0.00000	34.9117	9.41178	32.2820	9.41178	40629600000000	0.0000611803	16345.1
0.00000	0.00000	0.00000	34.8348	9.43218	32.1976	9.43218	38659000000000	0.0000608773	16426.5
0.00000	0.00000	0.00000	34.7575	9.45132	32.1132	9.45132	36773900000000	0.0000605066	16527.1
0.00000	0.00000	0.00000	34.6841	9.46954	32.0330	9.46954	35068600000000	0.0000602757	16590.4
0.00000	0.00000	0.00000	34.6105	9.48673	31.9529	9.48673	33437600000000	0.0000599983	16667.2
0.00000	0.00000	0.00000	34.5379	9.50314	31.8739	9.50314	31902500000000	0.0000597508	16736.2
0.00000	0.00000	0.00000	34.4652	9.51884	31.7952	9.51884	30436600000000	0.0000594977	16807.4
0.00000	0.00000	0.00000	34.3930	9.53331	31.7172	9.53331	29047300000000	0.0000591663	16901.5
0.00000	0.00000	0.00000	34.3210	9.54804	31.6394	9.54804	27724700000000	0.0000589943	16950.8
0.00000	0.00000	0.00000	34.2494	9.56167	31.5623	9.56167	26469700000000	0.0000587520	17020.7
0.00000	0.00000	0.00000	34.1783	9.57446	31.4860	9.57446	25279200000000	0.0000584752	17101.3
0.00000	0.00000	0.00000	34.1076	9.58705	31.4101	9.58705	24147800000000	0.0000582766	17159.6
0.00000	0.00000	0.00000	34.0368	9.59870	31.3343	9.59870	23065600000000	0.0000579875	17245.1
0.00000	0.00000	0.00000	33.9662	9.60940	31.2591	9.60940	22035400000000	0.0000576057	17359.4
0.00000	0.00000	0.00000	33.8959	9.62135	31.1838	9.62135	21054900000000	0.0000576057	17359.4
0.00000	0.00000	0.00000	33.8257	9.63011	31.1094	9.63011	20118800000000	0.0000569919	17546.3
0.00000	0.00000	0.00000	33.7552	9.64126	31.0342	9.64126	19221300000000	0.0000570146	17539.4
0.00000	0.00000	0.00000	33.6866	9.64958	30.9616	9.64958	18385800000000	0.0000565246	17691.4
0.00000	0.00000	0.00000	33.6172	9.66003	30.8876	9.66003	17577400000000	0.0000566312	17658.1
0.00000	0.00000	0.00000	33.5491	9.66747	30.8157	9.66747	16818400000000	0.0000561024	17824.5
0.00000	0.00000	0.00000	33.4818	9.67618	30.7444	9.67618	16101100000000	0.0000560277	17848.3
0.00000	0.00000	0.00000	33.4147	9.68407	30.6735	9.68407	15416300000000	0.0000558288	17911.9
0.00000	0.00000	0.00000	33.3488	9.69043	30.6042	9.69043	14771300000000	0.0000553083	18080.5
0.00000	0.00000	0.00000	33.2827	9.69918	30.5341	9.69918	14152400000000	0.0000555861	17990.1
0.00000	0.00000	0.00000	33.2169	9.70509	30.4650	9.70509	13561500000000	0.0000550891	18152.4
0.00000	0.00000	0.00000	33.1510	9.71058	30.3960	9.71058	12994600000000	0.0000545163	18343.2
0.00000	0.00000	0.00000	33.0845	9.71871	30.3256	9.71871	12446600000000	0.0000548867	18219.3
0.00000	0.00000	0.00000	33.0182	9.72422	30.2562	9.72422	11922900000000	0.0000544604	18362.0
0.00000	0.00000	0.00000	32.9530	9.72914	30.1881	9.72914	11430300000000	0.0000539391	18539.4
0.00000	0.00000	0.00000	32.8866	9.73601	30.1182	9.73601	10948800000000	0.0000541694	18460.6
0.00000	0.00000	0.00000	32.8212	9.74171	30.0495	9.74171	10493800000000	0.0000540916	18487.2
0.00000	0.00000	0.00000	32.7563	9.74479	29.9822	9.74479	10061700000000	0.0000530634	18845.4
0.00000	0.00000	0.00000	32.6903	9.74979	29.9132	9.74979	9640150000000	0.0000528249	18930.5
0.00000	0.00000	0.00000	32.6259	9.75573	29.8456	9.75573	9246360000000	0.0000531333	18820.6
0.00000	0.00000	0.00000	32.5605	9.76022	29.7774	9.76022	8862450000000	0.0000528702	18914.3
0.00000	0.00000	0.00000	32.4957	9.76373	29.7100	9.76373	8497880000000	0.0000522556	19136.7
0.00000	0.00000	0.00000	32.4319	9.76721	29.6437	9.76721	8153570000000	0.0000517142	19337.0
0.00000	0.00000	0.00000	32.3684	9.77198	29.5773	9.77198	7824610000000	0.0000518636	19281.3
0.00000	0.00000	0.00000	32.3040	9.77640	29.5102	9.77640	7504940000000	0.0000519108	19263.8
0.00000	0.00000	0.00000	32.2396	9.78065	29.4430	9.78065	7198170000000	0.0000519677	19242.7
0.00000	0.00000	0.00000	32.1761	9.78302	29.3773	9.78302	6907730000000	0.0000511147	19563.8
0.00000	0.00000	0.00000	32.1118	9.78519	29.3108	9.78519	6625640000000	0.0000501766	19929.6
0.00000	0.00000	0.00000	32.0494	9.78842	29.2460	9.78842	6362740000000	0.0000499219	20031.3
0.00000	0.00000	0.00000	31.9859	9.79250	29.1798	9.79250	6106250000000	0.0000502010	19919.9
0.00000	0.00000	0.00000	31.9234	9.79617	29.1147	9.79617	5863580000000	0.0000503729	19851.9
0.00000	0.00000	0.00000	31.8616	9.79933	29.0505	9.79933	5633230000000	0.0000503391	19865.3
0.00000	0.00000	0.00000	31.7982	9.80155	28.9851	9.80155	5406590000000	0.0000497192	20113.0
0.00000	0.00000	0.00000	31.7336	9.80308	28.9185	9.80308	5184730000000	0.0000486532	20553.6
0.00000	0.00000	0.00000	31.6710	9.80556	28.8536	9.80556	4978400000000	0.0000483227	20694.2
0.00000	0.00000	0.00000	31.6091	9.80777	28.7896	9.80777	4782660000000	0.0000478831	20884.2
0.00000	0.00000	0.00000	31.5459	9.81092	28.7241	9.81092	4590720000000	0.0000481274	20778.2
0.00000	0.00000	0.00000	31.4824	9.81371	28.6582	9.81371	4405410000000	0.0000481919	20750.4
0.00000	0.00000	0.00000	31.4203	9.81657	28.5937	9.81657	4231420000000	0.0000484483	20640.6
0.00000	0.00000	0.00000	31.3585	9.81879	28.5298	9.81879	4065220000000	0.0000482968	20705.3
0.00000	0.00000	0.00000	31.2961	9.82033	28.4655	9.82033	3903960000000	0.0000476240	20997.8
0.00000	0.00000	0.00000	31.2349	9.82170	28.4025	9.82170	3752240000000	0.0000468884	21327.2
0.00000	0.00000	0.00000	31.1721	9.82293	28.3378	9.82293	3602480000000	0.0000460251	21727.3
0.00000	0.00000	0.00000	31.1100	9.82488	28.2737	9.82488	3460270000000	0.0000458371	21816.4
0.00000	0.00000	0.00000	31.0461	9.82607	28.2079	9.82607	3319840000000	0.0000449851	22229.6
0.00000	0.00000	0.00000	30.9832	9.82801	28.1429	9.82801	3187130000000	0.0000448678	22287.7
0.00000	0.00000	0.00000	30.9206	9.82976	28.0783	9.82976	3060210000000	0.0000446439	22399.5
0.00000	0.00000	0.00000	30.8577	9.83219	28.0131	9.83219	2937880000000	0.0000451445	22151.1
0.00000	0.00000	0.00000	30.7949	9.83422	27.9483	9.83422	2820740000000	0.0000453553	22048.1
0.00000	0.00000	0.00000	30.7318	9.83576	27.8832	9.83576	2707600000000	0.0000451286	22158.9
0.00000	0.00000	0.00000	30.6681	9.83737	27.8175	9.83737	2598010000000	0.0000450295	22207.7
0.00000	0.00000	0.00000	30.6049	9.83872	27.7524	9.83872	2493700000000	0.0000447053	22368.7
0.00000	0.00000	0.00000	30.5411	9.84007	27.6867	9.84007	2392650000000	0.0000444312	22506.7
0.00000	0.00000	0.00000	30.4780	9.84047	27.6219	9.84047	2296600000000	0.0000430976	23203.2
0.00000	0.00000	0.00000	30.4141	9.84161	27.5562	9.84161	2203410000000	0.0000426482	23447.6
0.00000	0.00000	0.00000	30.3486	9.84245	27.4888	9.84245	2111700000000	0.0000418517	23893.9
0.00000	0.00000	0.00000	30.2839	9.84331	27.4224	9.84331	2025000000000	0.0000411296	24313.4
0.00000	0.00000	0.00000	30.2186	9.84444	27.3552	9.84444	1941020000000	0.0000407535	24537.7
0.00000	0.00000	0.00000	30.1540	9.84517	27.2888	9.84517	1861350000000	0.0000399513	25030.5
0.00000	0.00000	0.00000	30.0872	9.84646	27.2200	9.84646	1782430000000	0.0000398288	25107.5
0.00000	0.00000	0.00000	30.0208	9.84797	27.1515	9.84797	1707260000000	0.0000400828	24948.3
