Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
4.48966	9.91809	0.00000	40.1952	-0.556254	40.3479	-0.556254	1148990000000000	0.0000769879	12986.9
4.51604	9.92985	-0.465830	40.1995	-0.406722	40.3112	-0.406722	1151960000000000	0.0000783045	12768.5
4.56271	9.92928	-0.470522	40.0848	0.344098	39.9903	0.344098	1075410000000000	0.0000788340	12683.0
5.12807	9.92216	-0.527412	39.9605	1.02471	39.6788	1.02471	997863000000000	0.0000787475	12697.2
6.89053	9.91795	0.323932	39.8404	1.64326	39.3884	1.64326	927924000000000	0.0000787019	12704.7
8.66882	9.92699	-0.884124	39.7188	2.23290	39.1041	2.23290	861795000000000	0.0000787012	12705.0
10.6278	9.89636	1.89901	39.5960	2.77830	38.8306	2.77830	799529000000000	0.0000785925	12722.8
12.4478	9.88856	1.77161	39.4758	3.27605	38.5726	3.27605	742744000000000	0.0000784820	12740.9
14.2600	9.88900	1.58537	39.3534	3.74063	38.3214	3.74063	688892000000000	0.0000782662	12776.1
16.0525	9.88183	1.45247	39.2329	4.16582	38.0828	4.16582	639497000000000	0.0000780246	12815.8
17.8595	9.88080	1.27565	39.1140	4.55525	37.8555	4.55525	594105000000000	0.0000777500	12861.2
19.6521	9.88185	1.08809	38.9987	4.91306	37.6404	4.91306	553022000000000	0.0000775475	12894.8
21.4604	9.87728	0.930200	38.8847	5.24304	37.4343	5.24304	515112000000000	0.0000773299	12931.2
23.2520	9.87838	0.742847	38.7701	5.55094	37.2335	5.55094	479535000000000	0.0000770645	12975.8
25.0509	9.87535	0.575799	38.6563	5.83552	37.0398	5.83552	446551000000000	0.0000767661	13026.3
26.8487	9.88334	0.350325	38.5451	6.09891	36.8546	6.09891	416451000000000	0.0000765290	13066.7
27.4373	9.88719	0.264966	38.4350	6.34112	36.6761	6.34112	388565000000000	0.0000762395	13116.3
28.0467	9.87188	0.287147	38.3273	6.56369	36.5056	6.56369	363073000000000	0.0000759646	13163.8
28.6438	9.86090	0.267598	38.2195	6.77198	36.3388	6.77198	339183000000000	0.0000756646	13216.0
29.2366	9.85179	0.236251	38.1126	6.96430	36.1773	6.96430	317011000000000	0.0000753229	13276.0
29.8328	9.81309	0.261312	38.0086	7.14113	36.0230	7.14113	296809000000000	0.0000750135	13330.8
30.4297	9.76252	0.272477	37.9038	7.30728	35.8708	7.30728	277721000000000	0.0000746563	13394.6
31.0140	9.69453	0.278509	37.7998	7.46247	35.7223	7.46247	259955000000000	0.0000742967	13459.4
31.6105	9.60598	0.278633	37.6956	7.60815	35.5762	7.60815	243285000000000	0.0000739172	13528.6
32.1986	9.48410	0.279358	37.5924	7.74395	35.4340	7.74395	227819000000000	0.0000735416	13597.7
32.7868	9.31306	0.282369	37.4917	7.86913	35.2971	7.86913	213649000000000	0.0000731814	13664.6
