Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
4.48274	9.87713	0.00000	40.1287	-0.527639	40.2730	-0.527639	1104160000000000	0.0000744788	13424.6
4.48510	9.88025	-0.466455	40.2653	-0.599755	40.4291	-0.599755	1198090000000000	0.0000802582	12457.4
4.56237	9.88373	-0.473951	40.2015	-0.112659	40.2323	-0.112659	1153360000000000	0.0000810294	12339.0
5.34556	9.87312	1.92809	40.1067	0.453605	39.9826	0.453605	1089630000000000	0.0000811516	12320.6
7.03615	9.87174	1.84542	39.9972	1.08142	39.7011	1.08142	1020170000000000	0.0000814015	12283.1
8.79700	9.85729	2.04277	39.8787	1.69088	39.4153	1.69088	949709000000000	0.0000814212	12280.3
10.6521	9.83819	1.99359	39.7589	2.26411	39.1377	2.26411	883064000000000	0.0000814081	12282.5
12.4519	9.83491	1.82754	39.6385	2.79560	38.8707	2.79560	820564000000000	0.0000813238	12295.4
14.2585	9.83637	1.63673	39.5188	3.28408	38.6159	3.28408	762613000000000	0.0000811803	12317.3
16.0503	9.82587	1.50101	39.3996	3.73535	38.3717	3.73535	708787000000000	0.0000809941	12345.7
17.8591	9.82616	1.31579	39.2795	4.15159	38.1357	4.15159	658162000000000	0.0000806768	12394.4
19.6492	9.82058	1.15398	39.1611	4.53521	37.9105	4.53521	611712000000000	0.0000803678	12442.2
21.4543	9.83322	0.919848	39.0443	4.88989	37.6945	4.88989	568940000000000	0.0000800642	12489.4
23.2477	9.82871	0.756986	38.9305	5.21591	37.4892	5.21591	530018000000000	0.0000798037	12530.3
25.0518	9.81924	0.608429	38.8157	5.51970	37.2890	5.51970	493398000000000	0.0000794692	12583.1
26.8370	9.81924	0.426635	38.7031	5.79750	37.0980	5.79750	459830000000000	0.0000791060	12640.9
27.4434	9.81662	0.373658	38.5899	6.05967	36.9105	6.05967	428309000000000	0.0000787435	12699.1
28.0301	9.80983	0.335224	38.4790	6.30038	36.7312	6.30038	399484000000000	0.0000783869	12757.0
28.6374	9.79412	0.313820	38.3701	6.52043	36.5596	6.52043	372999000000000	0.0000779881	12822.2
29.2409	9.78393	0.275288	38.2614	6.72769	36.3916	6.72769	348290000000000	0.0000776139	12884.1
29.8421	9.74327	0.283889	38.1530	6.92013	36.2280	6.92013	325235000000000	0.0000771930	12954.4
30.4137	9.69222	0.287484	38.0453	7.09870	36.0687	7.09870	303791000000000	0.0000767376	13031.3
31.0100	9.62953	0.282454	37.9397	7.26336	35.9155	7.26336	284116000000000	0.0000762887	13108.0
31.6162	9.52729	0.287917	37.8349	7.41658	35.7661	7.41658	265828000000000	0.0000758229	13188.5
32.1917	9.41833	0.282317	37.7298	7.56039	35.6189	7.56039	248638000000000	0.0000753222	13276.2
32.7721	9.24469	0.287601	37.6249	7.69656	35.4741	7.69656	232578000000000	0.0000748568	13358.7
33.3483	9.06365	0.279634	37.5198	7.82316	35.3317	7.82316	217514000000000	0.0000743235	13454.6
33.9114	8.79226	0.282390	37.4179	7.94001	35.1952	7.94001	203822000000000	0.0000738462	13541.6
34.4783	8.45992	0.281700	37.3177	8.04770	35.0629	8.04770	191181000000000	0.0000733436	13634.4
35.0337	8.06525	0.279371	37.2190	8.14821	34.9341	8.14821	179497000000000	0.0000728643	13724.1
35.5822	7.60523	0.275661	37.1201	8.24299	34.8067	8.24299	168489000000000	0.0000723627	13819.2
36.1262	7.06690	0.271921	37.0231	8.33125	34.6830	8.33125	158344000000000	0.0000718883	13910.4
36.6547	6.43434	0.270660	36.9252	8.41470	34.5597	8.41470	148712000000000	0.0000713679	14011.9
37.1693	5.75212	0.266498	36.8288	8.49297	34.4393	8.49297	139796000000000	0.0000708828	14107.8
37.6818	4.98774	0.262161	36.7324	8.56700	34.3201	8.56700	131406000000000	0.0000703934	14205.8
38.1594	4.16358	0.266737	36.6369	8.63752	34.2028	8.63752	123592000000000	0.0000699743	14290.9
38.6295	3.30963	0.269535	36.5439	8.70173	34.0897	8.70173	116419000000000	0.0000695140	14385.6
39.0734	2.43803	0.273677	36.4508	8.76222	33.9776	8.76222	109656000000000	0.0000690278	14486.9
32.5221	9.32598	0.285276	36.3597	8.81841	33.8688	8.81841	103418000000000	0.0000685567	14586.4
40.1405	0.00000	0.00000	36.2682	8.87189	33.7602	8.87189	97504000000000	0.0000680749	14689.7
0.00000	0.00000	0.00000	36.1779	8.92248	33.6537	8.92248	91996200000000	0.0000676333	14785.6
0.00000	0.00000	0.00000	36.0877	8.96963	33.5482	8.96963	86802900000000	0.0000671307	14896.3
0.00000	0.00000	0.00000	35.9979	9.01384	33.4440	9.01384	81925800000000	0.0000666033	15014.3
0.00000	0.00000	0.00000	35.9093	9.05618	33.3414	9.05618	77374100000000	0.0000661475	15117.7
0.00000	0.00000	0.00000	35.8202	9.09585	33.2391	9.09585	73053700000000	0.0000656249	15238.1
0.00000	0.00000	0.00000	35.7322	9.13302	33.1386	9.13302	69023500000000	0.0000651020	15360.5
0.00000	0.00000	0.00000	35.6445	9.16870	33.0389	9.16870	65226800000000	0.0000646198	15475.1
0.00000	0.00000	0.00000	35.5565	9.20234	32.9394	9.20234	61626200000000	0.0000640961	15601.6
0.00000	0.00000	0.00000	35.4686	9.23430	32.8404	9.23430	58224700000000	0.0000635695	15730.8
0.00000	0.00000	0.00000	35.3808	9.26397	32.7423	9.26397	55018300000000	0.0000629748	15879.4
0.00000	0.00000	0.00000	35.2951	9.29272	32.6465	9.29272	52054700000000	0.0000625143	15996.3
0.00000	0.00000	0.00000	35.2107	9.31908	32.5527	9.31908	49291100000000	0.0000619913	16131.3
0.00000	0.00000	0.00000	35.1268	9.34519	32.4595	9.34519	46690500000000	0.0000616027	16233.1
0.00000	0.00000	0.00000	35.0430	9.36926	32.3669	9.36926	44229000000000	0.0000611205	16361.1
0.00000	0.00000	0.00000	34.9595	9.39162	32.2751	9.39162	41903400000000	0.0000605741	16508.7
0.00000	0.00000	0.00000	34.8758	9.41386	32.1832	9.41386	39696000000000	0.0000601379	16628.5
0.00000	0.00000	0.00000	34.7934	9.43389	32.0932	9.43389	37637100000000	0.0000595959	16779.7
0.00000	0.00000	0.00000	34.7111	9.45339	32.0035	9.45339	35686500000000	0.0000591072	16918.4
0.00000	0.00000	0.00000	34.6303	9.47222	31.9155	9.47222	33868600000000	0.0000587047	17034.4
0.00000	0.00000	0.00000	34.5494	9.49003	31.8276	9.49003	32140700000000	0.0000582739	17160.3
0.00000	0.00000	0.00000	34.4691	9.50682	31.7407	9.50682	30514900000000	0.0000578334	17291.1
0.00000	0.00000	0.00000	34.3902	9.52289	31.6554	9.52289	28995700000000	0.0000574481	17407.0
0.00000	0.00000	0.00000	34.3108	9.53803	31.5698	9.53803	27542100000000	0.0000570039	17542.6
0.00000	0.00000	0.00000	34.2315	9.55182	31.4847	9.55182	26164400000000	0.0000564485	17715.2
0.00000	0.00000	0.00000	34.1530	9.56559	31.4005	9.56559	24867700000000	0.0000560225	17850.0
0.00000	0.00000	0.00000	34.0753	9.57911	31.3171	9.57911	23648100000000	0.0000556921	17955.9
0.00000	0.00000	0.00000	33.9969	9.59073	31.2336	9.59073	22478000000000	0.0000550827	18154.5
0.00000	0.00000	0.00000	33.9191	9.60358	31.1503	9.60358	21373100000000	0.0000548362	18236.1
0.00000	0.00000	0.00000	33.8421	9.61463	31.0683	9.61463	20333700000000	0.0000543656	18394.0
0.00000	0.00000	0.00000	33.7664	9.62490	30.9880	9.62490	19361300000000	0.0000538729	18562.2
0.00000	0.00000	0.00000	33.6908	9.63549	30.9076	9.63549	18436100000000	0.0000535468	18675.2
0.00000	0.00000	0.00000	33.6145	9.64499	30.8268	9.64499	17546900000000	0.0000530504	18850.0
0.00000	0.00000	0.00000	33.5392	9.65518	30.7467	9.65518	16711100000000	0.0000528432	18923.9
0.00000	0.00000	0.00000	33.4656	9.66379	30.6690	9.66379	15933300000000	0.0000524160	19078.1
0.00000	0.00000	0.00000	33.3915	9.67171	30.5908	9.67171	15186000000000	0.0000518848	19273.5
0.00000	0.00000	0.00000	33.3178	9.68030	30.5130	9.68030	14478200000000	0.0000516243	19370.7
0.00000	0.00000	0.00000	33.2457	9.68743	30.4371	9.68743	13817000000000	0.0000511191	19562.2
0.00000	0.00000	0.00000	33.1730	9.69584	30.3603	9.69584	13181200000000	0.0000510303	19596.2
0.00000	0.00000	0.00000	33.1017	9.70241	30.2854	9.70241	12586000000000	0.0000505569	19779.7
0.00000	0.00000	0.00000	33.0294	9.70823	30.2097	9.70823	12009900000000	0.0000499049	20038.1
0.00000	0.00000	0.00000	32.9568	9.71581	30.1333	9.71581	11458200000000	0.0000498512	20059.7
0.00000	0.00000	0.00000	32.8863	9.72178	30.0594	9.72178	10946200000000	0.0000494541	20220.8
0.00000	0.00000	0.00000	32.8148	9.72684	29.9848	9.72684	10450700000000	0.0000488029	20490.6
0.00000	0.00000	0.00000	32.7444	9.73380	29.9106	9.73380	9984200000000	0.0000488905	20453.9
0.00000	0.00000	0.00000	32.6744	9.73966	29.8373	9.73966	9541340000000	0.0000487129	20528.4
0.00000	0.00000	0.00000	32.6040	9.74341	29.7642	9.74341	9115710000000	0.0000478450	20900.8
0.00000	0.00000	0.00000	32.5359	9.74780	29.6933	9.74780	8722520000000	0.0000473371	21125.1
0.00000	0.00000	0.00000	32.4662	9.75375	29.6201	9.75375	8336740000000	0.0000474246	21086.1
0.00000	0.00000	0.00000	32.3980	9.75833	29.5490	9.75833	7976200000000	0.0000471211	21221.9
0.00000	0.00000	0.00000	32.3289	9.76180	29.4774	9.76180	7627120000000	0.0000464146	21544.9
