Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
4.52860	9.63195	0.00000	39.9632	-0.711206	40.1631	-0.711206	999451000000000	0.0000678173	14743.8
4.55939	9.63065	1.59018	40.0409	-0.718128	40.2426	-0.718128	1047400000000000	0.0000710233	14078.1
4.60805	9.63237	-0.489491	39.9799	-0.293120	40.0623	-0.293120	1009610000000000	0.0000713925	14005.4
5.11157	9.63193	0.656424	39.8751	0.328007	39.7827	0.328007	947600000000000	0.0000714809	13988.3
6.81734	9.62491	1.97239	39.7565	0.979071	39.4803	0.979071	881779000000000	0.0000715205	13980.7
8.60692	9.62475	1.79281	39.6350	1.57955	39.1887	1.57955	818833000000000	0.0000713678	14010.8
10.6067	9.62342	1.63504	39.5146	2.14487	38.9075	2.14487	760678000000000	0.0000713051	14023.3
12.4302	9.60947	1.73912	39.3900	2.67224	38.6323	2.67224	704604000000000	0.0000710536	14073.1
14.2473	9.61273	1.51270	39.2675	3.16234	38.3691	3.16234	653321000000000	0.0000708730	14109.0
16.0403	9.61842	1.21163	39.1451	3.60908	38.1179	3.60908	605645000000000	0.0000705743	14168.9
17.8420	9.60368	1.22014	39.0286	4.01346	37.8845	4.01346	563407000000000	0.0000703775	14208.6
19.6382	9.58653	1.13552	38.9122	4.39235	37.6579	4.39235	524016000000000	0.0000701904	14246.5
21.4467	9.58725	0.943407	38.7964	4.74062	37.4403	4.74062	487467000000000	0.0000699439	14296.8
23.2408	9.58547	0.764259	38.6803	5.06096	37.2301	5.06096	453296000000000	0.0000695990	14367.7
25.0425	9.58257	0.588728	38.5672	5.35651	37.0298	5.35651	422248000000000	0.0000693136	14426.9
26.8300	9.57971	0.413647	38.4552	5.62973	36.8368	5.62973	393540000000000	0.0000690112	14490.1
27.4316	9.57628	0.363348	38.3435	5.88771	36.6482	5.88771	366814000000000	0.0000687565	14543.9
28.0298	9.57421	0.308126	38.2327	6.12324	36.4668	6.12324	342034000000000	0.0000684154	14616.4
28.6331	9.55548	0.301376	38.1240	6.34128	36.2923	6.34128	319308000000000	0.0000681015	14683.8
29.2244	9.52915	0.297571	38.0144	6.54546	36.1207	6.54546	297903000000000	0.0000677394	14762.3
29.8220	9.48088	0.309503	37.9067	6.73452	35.9553	6.73452	278221000000000	0.0000673920	14838.4
30.4057	9.43032	0.303252	37.7991	6.90919	35.7939	6.90919	259840000000000	0.0000669773	14930.3
31.0018	9.35030	0.304592	37.6928	7.07105	35.6375	7.07105	242853000000000	0.0000665552	15025.0
31.5941	9.24377	0.304788	37.5893	7.22017	35.4876	7.22017	227362000000000	0.0000661624	15114.2
32.1831	9.10749	0.302166	37.4866	7.35914	35.3413	7.35914	212954000000000	0.0000657588	15207.0
32.7549	8.93240	0.300460	37.3847	7.48994	35.1981	7.48994	199543000000000	0.0000653803	15295.1
33.3266	8.70600	0.298535	37.2821	7.61422	35.0559	7.61422	186882000000000	0.0000650034	15383.8
33.8999	8.41818	0.296085	37.1814	7.72912	34.9184	7.72912	175232000000000	0.0000646314	15472.3
34.4564	8.06992	0.293477	37.0801	7.83622	34.7824	7.83622	164226000000000	0.0000641847	15580.0
35.0145	7.64594	0.290928	36.9817	7.93484	34.6519	7.93484	154195000000000	0.0000637664	15682.2
35.5595	7.14614	0.289604	36.8842	8.02772	34.5238	8.02772	144848000000000	0.0000633690	15780.6
36.1026	6.56660	0.286262	36.7861	8.11532	34.3966	8.11532	136015000000000	0.0000629420	15887.6
36.6249	5.91999	0.283932	36.6888	8.19810	34.2716	8.19810	127778000000000	0.0000625436	15988.8
37.1311	5.21424	0.282552	36.5919	8.27583	34.1484	8.27583	120066000000000	0.0000621372	16093.4
37.6394	4.42838	0.280239	36.4963	8.35133	34.0272	8.35133	112913000000000	0.0000618807	16160.1
38.1037	3.63599	0.284397	36.4028	8.41929	33.9103	8.41929	106322000000000	0.0000615341	16251.1
38.5696	2.78617	0.289993	36.3117	8.48222	33.7974	8.48222	100271000000000	0.0000612082	16337.7
38.9986	1.95318	0.297088	36.2200	8.54203	33.6847	8.54203	94523200000000	0.0000608660	16429.5
32.2397	9.09073	0.302453	36.1280	8.59783	33.5729	8.59783	89089700000000	0.0000604625	16539.2
39.9149	0.00000	0.00000	36.0376	8.65032	33.4635	8.65032	84046100000000	0.0000600897	16641.8
0.00000	0.00000	0.00000	35.9487	8.69928	33.3568	8.69928	79366400000000	0.0000597227	16744.1
0.00000	0.00000	0.00000	35.8598	8.74476	33.2511	8.74476	74945000000000	0.0000592867	16867.2
0.00000	0.00000	0.00000	35.7731	8.78823	33.1483	8.78823	70869200000000	0.0000589507	16963.3
0.00000	0.00000	0.00000	35.6871	8.82962	33.0468	8.82962	67044300000000	0.0000586457	17051.5
0.00000	0.00000	0.00000	35.6002	8.86798	32.9452	8.86798	63388000000000	0.0000582322	17172.6
0.00000	0.00000	0.00000	35.5138	8.90444	32.8446	8.90444	59949100000000	0.0000578329	17291.2
0.00000	0.00000	0.00000	35.4270	8.93943	32.7441	8.93943	56682800000000	0.0000574442	17408.2
0.00000	0.00000	0.00000	35.3414	8.97188	32.6456	8.97188	53633900000000	0.0000570271	17535.5
0.00000	0.00000	0.00000	35.2586	9.00279	32.5504	9.00279	50840500000000	0.0000567122	17632.9
0.00000	0.00000	0.00000	35.1755	9.03215	32.4553	9.03215	48183300000000	0.0000563794	17737.0
0.00000	0.00000	0.00000	35.0933	9.05989	32.3617	9.05989	45691600000000	0.0000560564	17839.2
0.00000	0.00000	0.00000	35.0109	9.08671	32.2680	9.08671	43320000000000	0.0000557609	17933.7
0.00000	0.00000	0.00000	34.9284	9.11114	32.1751	9.11114	41071100000000	0.0000553463	18068.0
0.00000	0.00000	0.00000	34.8493	9.13378	32.0861	9.13378	39022700000000	0.0000549749	18190.1
0.00000	0.00000	0.00000	34.7700	9.15607	31.9970	9.15607	37071300000000	0.0000546722	18290.8
0.00000	0.00000	0.00000	34.6907	9.17755	31.9082	9.17755	35218400000000	0.0000543946	18384.2
0.00000	0.00000	0.00000	34.6116	9.19754	31.8199	9.19754	33461100000000	0.0000540593	18498.2
0.00000	0.00000	0.00000	34.5329	9.21693	31.7324	9.21693	31800600000000	0.0000537769	18595.4
0.00000	0.00000	0.00000	34.4546	9.23483	31.6456	9.23483	30230000000000	0.0000534251	18717.8
0.00000	0.00000	0.00000	34.3772	9.25263	31.5597	9.25263	28751300000000	0.0000531959	18798.4
0.00000	0.00000	0.00000	34.3004	9.26859	31.4752	9.26859	27358700000000	0.0000528423	18924.2
0.00000	0.00000	0.00000	34.2247	9.28410	31.3918	9.28410	26049400000000	0.0000525580	19026.6
0.00000	0.00000	0.00000	34.1492	9.29865	31.3089	9.29865	24806600000000	0.0000522354	19144.1
0.00000	0.00000	0.00000	34.0742	9.31227	31.2268	9.31227	23630700000000	0.0000518794	19275.5
0.00000	0.00000	0.00000	33.9982	9.32607	31.1436	9.32607	22496400000000	0.0000516167	19373.6
0.00000	0.00000	0.00000	33.9232	9.33897	31.0618	9.33897	21430000000000	0.0000513346	19480.1
0.00000	0.00000	0.00000	33.8502	9.35119	30.9822	9.35119	20440500000000	0.0000510956	19571.1
0.00000	0.00000	0.00000	33.7756	9.36198	30.9014	9.36198	19476800000000	0.0000506321	19750.3
0.00000	0.00000	0.00000	33.7024	9.37397	30.8216	9.37397	18575000000000	0.0000505328	19789.1
0.00000	0.00000	0.00000	33.6296	9.38368	30.7430	9.38368	17719000000000	0.0000500888	19964.5
0.00000	0.00000	0.00000	33.5557	9.39478	30.6627	9.39478	16890200000000	0.0000499796	20008.2
0.00000	0.00000	0.00000	33.4838	9.40384	30.5853	9.40384	16122100000000	0.0000496028	20160.1
0.00000	0.00000	0.00000	33.4124	9.41384	30.5079	9.41384	15393000000000	0.0000495314	20189.2
0.00000	0.00000	0.00000	33.3415	9.42109	30.4320	9.42109	14702100000000	0.0000489351	20435.2
0.00000	0.00000	0.00000	33.2708	9.43040	30.3557	9.43040	14044200000000	0.0000489030	20448.7
0.00000	0.00000	0.00000	33.2000	9.43803	30.2797	9.43803	13413900000000	0.0000485464	20598.8
0.00000	0.00000	0.00000	33.1298	9.44582	30.2043	9.44582	12817500000000	0.0000483296	20691.2
0.00000	0.00000	0.00000	33.0595	9.45376	30.1288	9.45376	12246600000000	0.0000482330	20732.7
0.00000	0.00000	0.00000	32.9893	9.45952	30.0541	9.45952	11702100000000	0.0000476286	20995.8
