Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
4.50668	9.92056	0.00000	40.1661	-0.586298	40.3354	-0.586298	1129160000000000	0.0000754251	13256.1
4.50584	9.92046	0.558756	40.2836	-0.590334	40.4542	-0.590334	1211280000000000	0.0000808789	12361.7
4.56944	9.91777	2.00527	40.2155	-0.132334	40.2537	-0.132334	1163040000000000	0.0000811958	12313.7
5.35075	9.92247	-0.550121	40.1159	0.463429	39.9821	0.463429	1095690000000000	0.0000813134	12296.1
7.02009	9.91382	1.98231	39.9989	1.11915	39.6761	1.11915	1021240000000000	0.0000814347	12278.0
8.76833	9.90343	2.04638	39.8773	1.73783	39.3765	1.73783	948875000000000	0.0000813848	12285.8
10.6346	9.89853	1.91643	39.7549	2.31143	39.0894	2.31143	880919000000000	0.0000812518	12306.1
12.4446	9.89728	1.74394	39.6336	2.83927	38.8168	2.83927	818114000000000	0.0000810836	12331.8
14.2543	9.89482	1.57710	39.5140	3.32755	38.5575	3.32755	760373000000000	0.0000809421	12353.5
16.0494	9.90593	1.26276	39.3918	3.78675	38.3043	3.78675	705376000000000	0.0000807091	12389.4
17.8540	9.89594	1.20620	39.2699	4.20690	38.0627	4.20690	654271000000000	0.0000803665	12442.3
19.6516	9.89737	1.01503	39.1502	4.58904	37.8345	4.58904	607585000000000	0.0000799812	12502.3
21.4543	9.88433	0.913926	39.0333	4.94636	37.6163	4.94636	565068000000000	0.0000797277	12542.2
23.2462	9.89350	0.676286	38.9176	5.27310	37.4082	5.27310	525800000000000	0.0000794030	12593.5
25.0475	9.88916	0.519628	38.8032	5.57748	37.2080	5.57748	489561000000000	0.0000791118	12639.9
26.8465	9.88031	0.389587	38.6876	5.85945	37.0131	5.85945	455393000000000	0.0000786997	12706.2
27.4281	9.86954	0.374855	38.5753	6.11931	36.8279	6.11931	424414000000000	0.0000783601	12761.3
28.0346	9.88117	0.264821	38.4656	6.35760	36.6516	6.35760	396145000000000	0.0000780324	12814.9
28.6442	9.87166	0.243501	38.3570	6.57660	36.4818	6.57660	369936000000000	0.0000776423	12879.4
29.2235	9.85552	0.237944	38.2495	6.78029	36.3178	6.78029	345688000000000	0.0000772593	12943.2
29.8299	9.80984	0.273178	38.1428	6.97053	36.1583	6.97053	323129000000000	0.0000768742	13008.1
30.4257	9.76895	0.269314	38.0362	7.14763	36.0029	7.14763	302051000000000	0.0000764493	13080.4
31.0138	9.69316	0.281948	37.9310	7.31340	35.8521	7.31340	282560000000000	0.0000760633	13146.8
31.6154	9.60789	0.278602	37.8252	7.46891	35.7036	7.46891	264194000000000	0.0000756305	13222.1
32.1995	9.47705	0.283630	37.7203	7.61237	35.5596	7.61237	247141000000000	0.0000751459	13307.3
32.7750	9.32406	0.280928	37.6171	7.74756	35.4196	7.74756	231423000000000	0.0000747442	13378.9
33.3621	9.11368	0.279852	37.5142	7.87439	35.2823	7.87439	216732000000000	0.0000743385	13451.9
33.9188	8.84222	0.281208	37.4132	7.99094	35.1499	7.99094	203209000000000	0.0000739100	13529.9
34.4810	8.51730	0.278963	37.3145	8.09776	35.0226	8.09776	190797000000000	0.0000734622	13612.4
