Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
6.39910	9.86965	0.00000	39.8500	-0.154439	39.8921	-0.154439	933314000000000	0.0000653454	15301.9
6.45980	9.88532	-0.679748	39.8532	-0.0424719	39.8648	-0.0424719	935145000000000	0.0000662132	15101.3
6.49434	9.89217	-0.684137	39.7361	0.668159	39.5539	0.668159	870901000000000	0.0000664267	15052.9
6.53204	9.88790	-0.687392	39.6062	1.33826	39.2410	1.33826	804534000000000	0.0000661846	15108.2
7.12218	9.88968	-0.747297	39.4761	1.95219	38.9431	1.95219	742897000000000	0.0000658530	15184.4
8.83131	9.86099	1.81203	39.3482	2.51898	38.6600	2.51898	686667000000000	0.0000655619	15252.0
10.5430	9.83471	1.98009	39.2181	3.03803	38.3876	3.03803	633668000000000	0.0000650984	15360.7
12.3870	9.84538	1.72127	39.0929	3.51174	38.1323	3.51174	586367000000000	0.0000647273	15448.9
14.1814	9.83675	1.59592	38.9689	3.94727	37.8886	3.94727	542870000000000	0.0000643328	15543.7
16.0348	9.82929	1.45272	38.8480	4.34947	37.6569	4.34947	503444000000000	0.0000640075	15622.7
17.7866	9.82374	1.29997	38.7268	4.72250	37.4328	4.72250	466719000000000	0.0000636387	15713.4
19.5823	9.82695	1.10251	38.6062	5.06676	37.2170	5.06676	432722000000000	0.0000632322	15814.4
21.3827	9.82049	0.947330	38.4866	5.38695	37.0088	5.38695	401409000000000	0.0000628463	15911.6
23.1865	9.81976	0.766534	38.3680	5.68507	36.8075	5.68507	372511000000000	0.0000624769	16005.7
24.9891	9.82148	0.576132	38.2514	5.95590	36.6156	5.95590	346094000000000	0.0000620631	16112.4
26.7937	9.81033	0.431361	38.1402	6.19594	36.4376	6.19594	322603000000000	0.0000616306	16225.5
27.3728	9.80927	0.375757	38.0377	6.40720	36.2762	6.40720	302338000000000	0.0000612832	16317.5
27.9905	9.80200	0.334211	37.9321	6.61423	36.1127	6.61423	282746000000000	0.0000609568	16404.9
28.5929	9.79752	0.284581	37.8243	6.81023	35.9501	6.81023	264048000000000	0.0000605726	16509.0
29.1979	9.77912	0.264786	37.7175	6.99259	35.7921	6.99259	246706000000000	0.0000601816	16616.3
29.7680	9.73980	0.272707	37.6107	7.16186	35.6377	7.16186	230491000000000	0.0000597409	16738.9
30.3818	9.68274	0.275272	37.5069	7.31984	35.4894	7.31984	215735000000000	0.0000593808	16840.4
30.9528	9.60296	0.280938	37.4025	7.46810	35.3430	7.46810	201829000000000	0.0000589828	16954.0
31.5446	9.50000	0.279930	37.2988	7.60697	35.2000	7.60697	188890000000000	0.0000585891	17068.0
32.1475	9.35533	0.279270	37.1955	7.73856	35.0593	7.73856	176814000000000	0.0000582302	17173.2
32.7346	9.16188	0.280533	37.0937	7.86243	34.9223	7.86243	165667000000000	0.0000579263	17263.3
33.2974	8.92225	0.280578	36.9921	7.97635	34.7881	7.97635	155228000000000	0.0000575417	17378.7
33.8780	8.61968	0.277274	36.8931	8.08296	34.6586	8.08296	145682000000000	0.0000572257	17474.6
34.4497	8.24088	0.275800	36.7956	8.18014	34.5332	8.18014	136847000000000	0.0000568470	17591.0
35.0060	7.79637	0.272899	36.6986	8.27163	34.4099	8.27163	128590000000000	0.0000564755	17706.8
35.5517	7.27977	0.270434	36.6028	8.35840	34.2889	8.35840	120913000000000	0.0000561527	17808.6
36.0991	6.66956	0.267335	36.5065	8.44046	34.1688	8.44046	113654000000000	0.0000558121	17917.2
36.6131	6.01193	0.264471	36.4140	8.51525	34.0546	8.51525	107096000000000	0.0000554957	18019.4
