Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
4.43485	9.80037	0.00000	39.9610	-0.605586	40.1316	-0.605586	998167000000000	0.0000673214	14852.5
4.45177	9.81655	-0.464947	39.8942	-0.128377	39.9304	-0.128377	958664000000000	0.0000677648	14755.4
4.50766	9.81325	-0.471076	39.7821	0.489483	39.6444	0.489483	895616000000000	0.0000675092	14811.5
5.16112	9.81995	-0.536737	39.6631	1.10739	39.3517	1.10739	832982000000000	0.0000672510	14868.5
6.86314	9.81279	-0.711179	39.5340	1.72550	39.0492	1.72550	769749000000000	0.0000669029	14946.0
8.66127	9.80752	-0.895346	39.4050	2.28680	38.7631	2.28680	711149000000000	0.0000664272	15053.2
10.6129	9.81372	-1.09313	39.2754	2.80936	38.4873	2.80936	656504000000000	0.0000659066	15172.3
12.4251	9.80847	-1.27891	39.1458	3.29383	38.2224	3.29383	605906000000000	0.0000653562	15300.2
14.2320	9.80642	-1.46361	39.0198	3.73915	37.9724	3.73915	560340000000000	0.0000648819	15412.1
16.0289	9.80264	-1.64780	38.8975	4.14687	37.7367	4.14687	519232000000000	0.0000644579	15513.6
17.8345	9.80538	-1.83125	38.7727	4.53126	37.5052	4.53126	480314000000000	0.0000639763	15630.4
19.6300	9.78552	0.857447	38.6468	4.88462	37.2814	4.88462	443878000000000	0.0000633733	15779.2
21.4262	9.77337	0.811938	38.5270	5.20317	37.0735	5.20317	411719000000000	0.0000628549	15909.4
23.2216	9.75458	0.733047	38.4087	5.49879	36.8737	5.49879	382198000000000	0.0000623580	16036.2
25.0254	9.75577	0.542904	38.2907	5.77437	36.6799	5.77437	354801000000000	0.0000618503	16167.9
26.8191	9.74533	0.399259	38.1750	6.03056	36.4938	6.03056	329772000000000	0.0000613939	16288.1
27.4073	9.74414	0.342980	38.0583	6.26958	36.3116	6.26958	306297000000000	0.0000608838	16424.6
