Vload_(V)	ILoad_(I)	RsLoad (ohm)	SunsVoc_Voltage_(V)	SunsVoc_Current_(A)	Model_Voltage_(V)	Model_Current_(I)	Carrier_Density_(cm-3)	Lifetime_(s)	Inverse_Lifetime_(s-1)
6.75532	9.87668	0.00000	40.0596	-0.169805	40.1082	-0.169805	1059250000000000	0.0000739975	13512.1
6.58632	9.87781	-0.686187	40.1808	-0.214043	40.2422	-0.214043	1139160000000000	0.0000792305	12619.2
6.60324	9.88293	-0.686607	40.1360	0.171046	40.0870	0.171046	1109000000000000	0.0000801936	12467.8
6.69644	9.87756	-0.697400	40.0421	0.765441	39.8228	0.765441	1048130000000000	0.0000807365	12384.1
7.35727	9.87456	1.54632	39.9312	1.39044	39.5330	1.39044	980364000000000	0.0000810781	12332.2
9.03176	9.86023	1.95280	39.8135	1.97639	39.2476	1.97639	912891000000000	0.0000810975	12329.5
10.6892	9.85998	1.78976	39.6962	2.51705	38.9756	2.51705	849997000000000	0.0000810575	12335.7
12.4239	9.86016	1.61007	39.5793	3.01745	38.7156	3.01745	791405000000000	0.0000809759	12348.3
14.2463	9.86102	1.40507	39.4612	3.49000	38.4625	3.49000	736135000000000	0.0000808936	12361.0
16.0405	9.85347	1.33072	39.3424	3.92271	38.2201	3.92271	684248000000000	0.0000806564	12397.5
17.8737	9.85463	1.13468	39.2231	4.31989	37.9874	4.31989	635633000000000	0.0000802813	12455.5
19.6315	9.84542	1.01924	39.1053	4.69361	37.7630	4.69361	590893000000000	0.0000800118	12497.6
21.4304	9.83199	0.914003	38.9883	5.03590	37.5485	5.03590	549465000000000	0.0000796629	12552.4
23.2143	9.81280	0.803760	38.8737	5.35456	37.3430	5.35456	511576000000000	0.0000793963	12594.6
25.0136	9.80762	0.635882	38.7583	5.65017	37.1435	5.65017	476006000000000	0.0000790429	12651.0
26.7925	9.80370	0.464719	38.6434	5.92163	36.9514	5.92163	442953000000000	0.0000786028	12721.9
27.3894	9.80175	0.409032	38.5325	6.16963	36.7700	6.16963	413152000000000	0.0000782191	12784.3
27.9873	9.79918	0.354622	38.4236	6.39788	36.5963	6.39788	385806000000000	0.0000778343	12847.6
28.5930	9.79474	0.303300	38.3147	6.61181	36.4267	6.61181	360208000000000	0.0000774317	12914.4
29.1691	9.79093	0.253448	38.2055	6.81178	36.2607	6.81178	336196000000000	0.0000769851	12989.3
29.7741	9.74948	0.268954	38.0972	6.99621	36.1002	6.99621	313949000000000	0.0000764938	13072.8
30.3506	9.69874	0.275002	37.9908	7.16686	35.9455	7.16686	293478000000000	0.0000760094	13156.1
30.9474	9.63056	0.277111	37.8853	7.32698	35.7947	7.32698	274466000000000	0.0000755494	13236.3
31.5360	9.53465	0.282222	37.7806	7.47344	35.6486	7.47344	256800000000000	0.0000749944	13334.2
32.1371	9.41405	0.281535	37.6758	7.61073	35.5051	7.61073	240236000000000	0.0000744079	13439.3
32.7109	9.25281	0.284730	37.5721	7.73886	35.3653	7.73886	224885000000000	0.0000738282	13544.9
33.2924	9.04543	0.285379	37.4694	7.86158	35.2280	7.86158	210632000000000	0.0000733600	13631.3
33.8616	8.78639	0.284514	37.3667	7.97607	35.0931	7.97607	197266000000000	0.0000728433	13728.0
34.4299	8.46369	0.282915	37.2641	8.08211	34.9608	8.08211	184749000000000	0.0000722527	13840.3
34.9971	8.06730	0.281186	37.1649	8.17895	34.8343	8.17895	173382000000000	0.0000716748	13951.9
35.5595	7.59082	0.279001	37.0682	8.26856	34.7126	8.26856	162982000000000	0.0000711296	14058.8
36.1094	7.03310	0.276604	36.9698	8.35394	34.5903	8.35394	153023000000000	0.0000705279	14178.7
36.6279	6.41847	0.274898	36.8726	8.43519	34.4703	8.43519	143774000000000	0.0000700006	14285.6
37.1699	5.68693	0.272668	36.7750	8.51154	34.3515	8.51154	135053000000000	0.0000694317	14402.6
37.6638	4.93922	0.271582	36.6775	8.58430	34.2337	8.58430	126859000000000	0.0000688908	14515.7
38.1662	4.10071	0.273920	36.5815	8.65237	34.1188	8.65237	119269000000000	0.0000683703	14626.2
38.6398	3.24502	0.276653	36.4870	8.71541	34.0068	8.71541	112242000000000	0.0000678345	14741.7
39.0776	2.37708	0.282126	36.3923	8.77472	33.8956	8.77472	105607000000000	0.0000672601	14867.6
32.5890	9.29101	0.283923	36.2979	8.83050	33.7858	8.83050	99382800000000	0.0000666709	14999.0
40.0919	0.00000	0.00000	36.2063	8.88258	33.6798	8.88258	93694700000000	0.0000661475	15117.7
0.00000	0.00000	0.00000	36.1147	8.93186	33.5746	8.93186	88327100000000	0.0000656107	15241.4
